Date,Anglo Plat,Anglo American
2004/05/12,22700,13350
2004/05/13,23200,13350
2004/05/14,22600,12760
2004/05/17,22700,12720
2004/05/18,21400,12750
2004/05/19,22650,13600
2004/05/20,22500,13230
2004/05/21,23000,13555
2004/05/24,22800,13250
2004/05/25,23350,13365
2004/05/26,24010,13650
2004/05/27,24375,13921
2004/05/28,23948,13560
2004/05/31,24260,13799
2004/06/01,24400,13630
2004/06/02,24400,13501
2004/06/03,24001,13310
2004/06/04,23750,13330
2004/06/07,24199,13720
2004/06/08,24800,13975
2004/06/09,24401,13660
2004/06/10,24500,13499
2004/06/11,24350,13280
2004/06/14,24030,13190
2004/06/15,24000,13101
2004/06/17,24050,13302
2004/06/18,24160,13191
2004/06/21,23959,13000
2004/06/22,23860,12751
2004/06/23,23500,12520
2004/06/24,23700,13050
2004/06/25,24000,13200
2004/06/28,23600,13040
2004/06/29,23400,12940
2004/06/30,23500,12710
2004/07/01,23800,12624
2004/07/02,23400,12301
2004/07/05,23600,12575
2004/07/06,23200,12505
2004/07/07,22900,12400
2004/07/08,22200,12216
2004/07/09,22500,12650
2004/07/12,22590,12579
2004/07/13,22900,12930
2004/07/14,23000,12605
2004/07/15,22900,12765
2004/07/16,22300,12610
2004/07/19,21500,12360
2004/07/20,22300,12350
2004/07/21,22700,12702
2004/07/22,22500,12300
2004/07/23,22970,12550
2004/07/26,23200,12670
2004/07/27,23400,12785
2004/07/28,23700,12920
2004/07/29,23980,13011
2004/07/30,24000,13320
2004/08/02,24302,13401
2004/08/03,24470,13575
2004/08/04,24600,13600
2004/08/05,25000,13550
2004/08/06,24500,13140
2004/08/10,24575,12920
2004/08/11,25150,13030
2004/08/12,26550,13964
2004/08/13,27600,14340
2004/08/16,29200,14940
2004/08/17,29120,14835
2004/08/18,28500,14765
2004/08/19,29100,15140
2004/08/20,29300,15070
2004/08/23,29300,15580
2004/08/24,28900,15069
2004/08/25,28600,14765
2004/08/26,28410,14795
2004/08/27,29000,15171
2004/08/30,29100,15200
2004/08/31,29550,15080
2004/09/01,29150,14995
2004/09/02,28910,14875
2004/09/03,29200,14850
2004/09/06,29550,15040
2004/09/07,28900,14690
2004/09/08,29000,14849
2004/09/09,29000,14900
2004/09/10,28401,14900
2004/09/13,28651,14800
2004/09/14,28450,14700
2004/09/15,28350,14505
2004/09/16,28400,14899
2004/09/17,28705,15220
2004/09/20,28299,15000
2004/09/21,27800,15031
2004/09/22,27800,15165
2004/09/23,27800,14910
2004/09/27,27800,14632
2004/09/28,28000,15170
2004/09/29,27800,15270
2004/09/30,27200,15400
2004/10/01,26800,15599
2004/10/04,26216,15190
2004/10/05,26500,15260
2004/10/06,27305,15460
2004/10/07,28110,15850
2004/10/08,28210,15765
2004/10/11,27400,15550
2004/10/12,26770,15200
2004/10/13,25700,14796
2004/10/14,25400,14890
2004/10/15,25300,14780
2004/10/18,25400,14465
2004/10/19,25195,14094
2004/10/20,24530,13849
2004/10/21,24850,13930
2004/10/22,24900,13581
2004/10/25,24400,13700
2004/10/26,24351,14200
2004/10/27,24700,13920
2004/10/28,23600,13302
2004/10/29,23400,13390
2004/11/01,23399,13575
2004/11/02,23000,13721
2004/11/03,22700,13601
2004/11/04,22440,13585
2004/11/05,22820,14000
2004/11/08,23200,13751
2004/11/09,24100,14100
2004/11/10,23600,14327
2004/11/11,23300,14570
2004/11/12,22900,14110
2004/11/15,22850,14300
2004/11/16,22975,14200
2004/11/17,22350,14210
2004/11/18,22895,14400
2004/11/19,22000,14370
2004/11/22,21300,13955
2004/11/23,21340,14000
2004/11/24,21161,13940
2004/11/25,21389,13930
2004/11/26,21100,14000
2004/11/29,21300,14170
2004/11/30,21300,13850
2004/12/01,21100,14030
2004/12/02,21099,14100
2004/12/03,20700,13799
2004/12/06,20394,13300
2004/12/07,20637,13330
2004/12/08,20200,13220
2004/12/09,20250,13100
2004/12/10,20200,13060
2004/12/13,20200,12950
2004/12/14,19825,12950
2004/12/15,19350,12895
2004/12/17,19394,13000
2004/12/20,19798,13200
2004/12/21,19845,13280
2004/12/22,19600,13300
2004/12/23,19580,13110
2004/12/24,19700,13300
2004/12/28,19950,13235
2004/12/29,20400,13267
2004/12/30,20750,13350
2004/12/31,20700,13350
2005/01/03,21200,13451
2005/01/04,21300,13300
2005/01/05,21900,13457
2005/01/06,23199,13970
2005/01/07,22850,13785
2005/01/10,22350,13775
2005/01/11,22550,13784
2005/01/12,23100,13895
2005/01/13,22911,13800
2005/01/14,22800,13931
2005/01/17,22650,13960
2005/01/18,22200,14180
2005/01/19,22075,13935
2005/01/20,21895,13865
2005/01/21,21450,13799
2005/01/24,21000,13855
2005/01/25,21000,13801
2005/01/26,20705,13895
2005/01/27,21200,13800
2005/01/28,21200,13800
2005/01/31,21551,13800
2005/02/01,22401,14440
2005/02/02,22300,14915
2005/02/03,22501,14840
2005/02/04,22610,14750
2005/02/07,22400,15121
2005/02/08,23199,15300
2005/02/09,23300,15150
2005/02/10,23210,15150
2005/02/11,23030,14960
2005/02/14,22800,15045
2005/02/15,22200,15011
2005/02/16,22500,14999
2005/02/17,22900,15020
2005/02/18,23500,15101
2005/02/21,23950,15161
2005/02/22,24195,14675
2005/02/23,23400,14320
2005/02/24,23300,14311
2005/02/25,23300,14400
2005/02/28,23000,14550
2005/03/01,22890,14540
2005/03/02,22390,14600
2005/03/03,22250,14850
2005/03/04,22300,14875
2005/03/07,22500,14500
2005/03/08,22700,14310
2005/03/09,22700,14250
2005/03/10,22780,14300
2005/03/11,22800,14149
2005/03/14,22801,14229
2005/03/15,22800,14495
2005/03/16,23100,14880
2005/03/17,23750,15180
2005/03/18,23551,14811
2005/03/22,23050,14751
2005/03/23,23101,14700
2005/03/24,23050,14600
2005/03/29,23175,14730
2005/03/30,23010,14652
2005/03/31,23400,14720
2005/04/01,23360,14899
2005/04/04,23301,14720
2005/04/05,23502,14700
2005/04/06,23500,14681
2005/04/07,23450,14600
2005/04/08,23700,14650
2005/04/11,23650,14710
2005/04/12,24000,14701
2005/04/13,24120,14340
2005/04/14,24800,14601
2005/04/15,24400,14575
2005/04/18,24000,14190
2005/04/19,24900,14110
2005/04/20,25100,13900
2005/04/21,24400,13650
2005/04/22,24800,13601
2005/04/25,25000,13700
2005/04/26,24900,13640
2005/04/28,23900,13190
2005/04/29,23900,13400
2005/05/03,24100,13625
2005/05/04,24025,13430
2005/05/05,23680,13550
2005/05/06,23750,13875
2005/05/09,24200,14080
2005/05/10,24455,13882
2005/05/11,24600,13862
2005/05/12,25200,14099
2005/05/13,24961,13705
2005/05/16,25701,14074
2005/05/17,25900,14290
2005/05/18,25700,14802
2005/05/19,25400,14700
2005/05/20,25755,15300
2005/05/23,26101,15385
2005/05/24,26599,15630
2005/05/25,27100,15180
2005/05/26,27600,15810
2005/05/27,28500,15920
2005/05/30,28900,16300
2005/05/31,29201,16120
2005/06/01,29600,16420
2005/06/02,29600,16510
2005/06/03,29000,16380
2005/06/06,28700,16195
2005/06/07,27800,15855
2005/06/08,27045,16080
2005/06/09,28000,16250
2005/06/10,27450,16175
2005/06/13,28499,16499
2005/06/14,28990,16530
2005/06/15,29298,16275
2005/06/17,28998,16425
2005/06/20,28700,16450
2005/06/21,28385,16280
2005/06/22,28610,16050
2005/06/23,29150,16050
2005/06/24,29100,15655
2005/06/27,29200,15690
2005/06/28,29100,15500
2005/06/29,29905,15740
2005/06/30,29800,15680
2005/07/01,30000,15890
2005/07/04,30401,16060
2005/07/05,30210,15890
2005/07/06,30200,15815
2005/07/07,30300,15475
2005/07/08,30900,15800
2005/07/11,31705,15734
2005/07/12,30700,15371
2005/07/13,30000,15565
2005/07/14,30200,15695
2005/07/15,29861,15500
2005/07/18,30400,15620
2005/07/19,30500,15400
2005/07/20,30150,15450
2005/07/21,30295,15800
2005/07/22,30300,16090
2005/07/25,30800,16280
2005/07/26,30010,16320
2005/07/27,30000,16400
2005/07/28,29000,16500
2005/07/29,29200,16575
2005/08/01,29000,16356
2005/08/02,29000,16451
2005/08/03,29800,16850
2005/08/04,30700,16845
2005/08/05,29900,17000
2005/08/08,30299,17220
2005/08/10,31000,16816
2005/08/11,31350,16820
2005/08/12,32000,17068
2005/08/15,33350,17035
2005/08/16,32999,16680
2005/08/17,32350,16480
2005/08/18,32250,16420
2005/08/19,32174,16479
2005/08/22,31900,16570
2005/08/23,31800,16550
2005/08/24,31200,16070
2005/08/25,30470,16007
2005/08/26,29880,15925
2005/08/29,30500,15740
2005/08/30,30500,16025
2005/08/31,31050,16200
2005/09/01,32000,16270
2005/09/02,32002,16450
2005/09/05,31501,16550
2005/09/06,32351,16800
2005/09/07,32300,16799
2005/09/08,31449,16625
2005/09/09,30800,16641
2005/09/12,31500,16700
2005/09/13,31400,16576
2005/09/14,31300,16815
2005/09/15,32350,17045
2005/09/16,33399,17850
2005/09/19,34100,18245
2005/09/20,32300,18286
2005/09/21,32300,18525
2005/09/22,32300,18270
2005/09/23,32500,18351
2005/09/26,34100,18950
2005/09/27,35100,18580
2005/09/28,35700,19175
2005/09/29,37000,18950
2005/09/30,37500,19100
2005/10/03,36770,18685
2005/10/04,35510,18775
2005/10/05,35300,18401
2005/10/06,34600,18850
2005/10/07,34600,18685
2005/10/10,34000,18575
2005/10/11,35200,18900
2005/10/12,37115,19000
2005/10/13,36600,18450
2005/10/14,36000,18100
2005/10/17,36550,18285
2005/10/18,36475,18200
2005/10/19,36400,17951
2005/10/20,36539,18040
2005/10/21,35250,17775
2005/10/24,36410,18499
2005/10/25,37000,18645
2005/10/26,39800,19470
2005/10/27,41400,19701
2005/10/28,40200,19475
2005/10/31,39000,19670
2005/11/01,39700,19705
2005/11/02,38202,19500
2005/11/03,40700,19950
2005/11/04,41700,19980
2005/11/07,44000,19885
2005/11/08,43200,20021
2005/11/09,44400,20010
2005/11/10,45002,20500
2005/11/11,46200,20599
2005/11/14,46200,21165
2005/11/15,46801,21021
2005/11/16,48000,20605
2005/11/17,47801,20840
2005/11/18,49150,21190
2005/11/21,48500,20950
2005/11/22,46800,20960
2005/11/23,45400,20685
2005/11/24,46800,21280
2005/11/25,45000,21000
2005/11/28,45900,20730
2005/11/29,44997,20525
2005/11/30,42803,20210
2005/12/01,43001,20230
2005/12/02,43500,20311
2005/12/05,43450,20100
2005/12/06,43000,20149
2005/12/07,44500,20499
2005/12/08,44000,20420
2005/12/09,44900,21120
2005/12/12,46352,21450
2005/12/13,45400,21061
2005/12/14,44200,21035
2005/12/15,44444,21300
2005/12/19,44822,21390
2005/12/20,45400,21074
2005/12/21,45300,21389
2005/12/22,45700,21425
2005/12/23,45750,21415
2005/12/27,46000,21877
2005/12/28,45105,21510
2005/12/29,46000,21480
2005/12/30,45700,21370
2006/01/03,48300,21860
2006/01/04,48100,22025
2006/01/05,47000,21610
2006/01/06,46477,21571
2006/01/09,46000,21700
2006/01/10,45810,21010
2006/01/11,46000,20910
2006/01/12,45500,21250
2006/01/13,45490,21015
2006/01/16,44900,21000
2006/01/17,44600,21200
2006/01/18,44299,21095
2006/01/19,45450,21070
2006/01/20,45800,21490
2006/01/23,44600,21220
2006/01/24,45000,21465
2006/01/25,46307,22026
2006/01/26,46500,22695
2006/01/27,47500,23628
2006/01/30,48560,23420
2006/01/31,50400,23450
2006/02/01,52060,23700
2006/02/02,53695,23750
2006/02/03,52600,22856
2006/02/06,54980,23150
2006/02/07,54700,22775
2006/02/08,51000,21830
2006/02/09,51530,22100
2006/02/10,50605,22050
2006/02/13,49000,21700
2006/02/14,46050,21755
2006/02/15,47030,21490
2006/02/16,46000,21055
2006/02/17,50500,22600
2006/02/20,50100,22185
2006/02/21,49800,22750
2006/02/22,49600,23150
2006/02/23,49120,23235
2006/02/24,50000,23001
2006/02/27,50550,23400
2006/02/28,49250,22820
2006/03/02,50508,23100
2006/03/03,50650,23210
2006/03/06,50800,22775
2006/03/07,47552,21500
2006/03/08,48505,21364
2006/03/09,48250,21465
2006/03/10,48026,20950
2006/03/13,48600,21190
2006/03/14,48802,21515
2006/03/15,50900,22200
2006/03/16,50500,22175
2006/03/17,54200,22220
2006/03/20,54810,22840
2006/03/22,52999,22250
2006/03/23,53949,22626
2006/03/24,53980,23200
2006/03/27,57500,23499
2006/03/28,56199,23481
2006/03/29,56344,23460
2006/03/30,57500,24150
2006/03/31,55938,23680
2006/04/03,57900,24110
2006/04/04,57850,24425
2006/04/05,57205,24925
2006/04/06,57650,25200
2006/04/07,56534,24757
2006/04/10,57600,25415
2006/04/11,60100,25970
2006/04/12,62200,25515
2006/04/13,60800,25315
2006/04/18,59885,25787
2006/04/19,58500,26202
2006/04/20,56004,25760
2006/04/21,55400,26400
2006/04/24,57700,26749
2006/04/25,59500,26200
2006/04/26,61000,26605
2006/04/28,58101,25900
2006/05/02,60530,26553
2006/05/03,61000,26400
2006/05/04,64000,26850
2006/05/05,65700,27701
2006/05/08,65500,27900
2006/05/09,67805,28255
2006/05/10,70350,28450
2006/05/11,68491,28870
2006/05/12,67500,28410
2006/05/15,61500,27300
2006/05/16,61000,26531
2006/05/17,60105,25706
2006/05/18,61001,25400
2006/05/19,61200,25010
2006/05/22,57000,23671
2006/05/23,60000,25551
2006/05/24,58100,25050
2006/05/25,58416,25200
2006/05/26,60500,26400
2006/05/29,61499,26639
2006/05/30,60051,26250
2006/05/31,59700,26745
2006/06/01,58500,25800
2006/06/02,59200,26520
2006/06/05,58500,26269
2006/06/06,57200,24950
2006/06/07,57100,24522
2006/06/08,53000,23000
2006/06/09,56929,24085
2006/06/12,55300,24025
2006/06/13,51300,23000
2006/06/14,52000,23500
2006/06/15,56888,25000
2006/06/19,60000,25535
2006/06/20,63299,27000
2006/06/21,67050,27791
2006/06/22,68190,27869
2006/06/23,70781,28200
2006/06/26,73500,28850
2006/06/27,69000,28000
2006/06/28,69900,27480
2006/06/29,72500,28699
2006/06/30,75500,29322
2006/07/03,77500,29200
2006/07/04,75000,29100
2006/07/05,72000,28600
2006/07/06,74400,29150
2006/07/07,74600,29750
2006/07/10,74050,29250
2006/07/11,72500,29152
2006/07/12,75000,29567
2006/07/13,73700,28900
2006/07/14,71510,28500
2006/07/17,69118,27801
2006/07/18,71020,27475
2006/07/19,71100,28668
2006/07/20,69000,27935
2006/07/21,65000,27550
2006/07/24,65100,27599
2006/07/25,66000,27751
2006/07/26,67000,27769
2006/07/27,70000,28440
2006/07/28,69325,28720
2006/07/31,71000,29000
2006/08/01,72101,28772
2006/08/02,74600,28999
2006/08/03,74300,28999
2006/08/04,75861,30200
2006/08/07,75520,29600
2006/08/08,75200,29650
2006/08/10,70800,29400
2006/08/11,73245,29700
2006/08/14,75050,30097
2006/08/15,76000,30440
2006/08/16,78200,30495
2006/08/17,80500,31145
2006/08/18,77800,31050
2006/08/21,77200,31976
2006/08/22,79000,32500
2006/08/23,77500,32054
2006/08/24,82000,31850
2006/08/25,83900,31705
2006/08/28,84500,31851
2006/08/29,81810,30805
2006/08/30,83450,31420
2006/08/31,80800,31075
2006/09/01,82400,31965
2006/09/04,83000,32600
2006/09/05,83000,32465
2006/09/06,83001,31780
2006/09/07,79800,30891
2006/09/08,76500,30425
2006/09/11,71400,29101
2006/09/12,71400,29370
2006/09/13,71800,29600
2006/09/14,72100,30255
2006/09/15,73650,29221
2006/09/18,73000,29650
2006/09/19,72100,29575
2006/09/20,73400,29950
2006/09/21,76300,30861
2006/09/22,78000,31268
2006/09/26,80000,31000
2006/09/27,78000,31701
2006/09/28,79201,32700
2006/09/29,78701,32250
2006/10/02,79300,33515
2006/10/03,77800,32560
2006/10/04,77999,32822
2006/10/05,78500,32600
2006/10/06,79300,32475
2006/10/09,81500,33300
2006/10/10,81200,33390
2006/10/11,79600,33150
2006/10/12,79600,33197
2006/10/13,79600,33205
2006/10/16,80100,33825
2006/10/17,81400,33980
2006/10/18,81000,33793
2006/10/19,81850,34291
2006/10/20,83200,34249
2006/10/23,83425,34566
2006/10/24,84000,34355
2006/10/25,83900,34405
2006/10/26,81105,33650
2006/10/27,78601,33650
2006/10/30,78800,33698
2006/10/31,79000,33500
2006/11/01,80000,33900
2006/11/02,79900,34021
2006/11/03,83001,33850
2006/11/06,88000,34600
2006/11/07,88000,34841
2006/11/08,85600,34350
2006/11/09,84220,33730
2006/11/10,84500,34398
2006/11/13,83300,33545
2006/11/14,83505,33500
2006/11/15,81490,33918
2006/11/16,78500,33526
2006/11/17,74200,32675
2006/11/20,80900,33750
2006/11/21,81450,33600
2006/11/22,78800,33569
2006/11/23,79900,33000
2006/11/24,79200,33551
2006/11/27,79600,33101
2006/11/28,78326,32820
2006/11/29,80200,32650
2006/11/30,82790,33250
2006/12/01,82700,33330
2006/12/04,82850,33625
2006/12/05,82850,34601
2006/12/06,82600,34200
2006/12/07,81800,33950
2006/12/08,81960,33375
2006/12/11,81200,33382
2006/12/12,79100,33325
2006/12/13,79400,33500
2006/12/14,80450,34207
2006/12/15,81020,34420
2006/12/18,82280,33622
2006/12/19,82470,33869
2006/12/20,84999,34103
2006/12/21,87400,33900
2006/12/22,85000,33425
2006/12/27,86000,33956
2006/12/28,86300,34305
2006/12/29,85603,34200
2007/01/02,85700,34645
2007/01/03,83900,33315
2007/01/04,80800,32768
2007/01/05,80600,32862
2007/01/09,80000,33264
2007/01/10,81400,33900
2007/01/11,81150,34101
2007/01/12,85000,34427
2007/01/15,89600,34580
2007/01/16,91100,34025
2007/01/17,89600,32800
2007/01/18,88900,32931
2007/01/19,86550,32650
2007/01/22,88000,33280
2007/01/23,88490,33449
2007/01/24,89400,34165
2007/01/25,90500,34650
2007/01/26,90610,33700
2007/01/29,90525,33800
2007/01/30,90500,33925
2007/01/31,90800,33650
2007/02/01,93000,34225
2007/02/02,92750,33700
2007/02/05,91000,33915
2007/02/06,91100,34521
2007/02/07,90500,34700
2007/02/08,88500,34125
2007/02/09,88400,34105
2007/02/12,90000,34650
2007/02/13,91800,35185
2007/02/14,92600,36008
2007/02/15,94001,35950
2007/02/16,98700,35534
2007/02/19,99700,36173
2007/02/20,97500,35999
2007/02/21,97500,35150
2007/02/22,101200,35798
2007/02/23,104301,36100
2007/02/26,108010,36545
2007/02/27,104800,35000
2007/02/28,103000,34402
2007/03/01,97600,33700
2007/03/02,98500,34980
2007/03/05,94800,34124
2007/03/06,96000,34950
2007/03/07,98000,34400
2007/03/08,101010,34525
2007/03/09,104000,35225
2007/03/12,102300,35280
2007/03/13,102500,35290
2007/03/14,101010,34651
2007/03/15,104500,35285
2007/03/16,102100,36000
2007/03/19,104800,36500
2007/03/20,105000,36650
2007/03/22,108000,37300
2007/03/23,108900,37350
2007/03/26,109000,37250
2007/03/27,107500,37658
2007/03/28,109500,37650
2007/03/29,112000,38400
2007/03/30,114450,38300
2007/04/02,116100,38375
2007/04/03,116800,38768
2007/04/04,117000,38600
2007/04/05,117000,38590
2007/04/10,119710,39299
2007/04/11,117100,38875
2007/04/12,120785,38865
2007/04/13,122000,38901
2007/04/16,126000,38986
2007/04/17,123000,39203
2007/04/18,121500,38200
2007/04/19,123800,37948
2007/04/20,125801,38385
2007/04/23,125900,38602
2007/04/24,123800,37700
2007/04/25,122600,37850
2007/04/26,119000,37280
2007/04/30,114501,37697
2007/05/02,117410,37950
2007/05/03,118500,38110
2007/05/04,119001,39650
2007/05/07,121900,40500
2007/05/08,122000,38670
2007/05/09,120000,39405
2007/05/10,120000,39602
2007/05/11,124300,41250
2007/05/14,121000,39172
2007/05/15,116200,39425
2007/05/16,117000,39375
2007/05/17,114606,38936
2007/05/18,113999,40026
2007/05/21,121000,41438
2007/05/22,121900,41151
2007/05/23,121800,41895
2007/05/24,122500,41510
2007/05/25,121200,41225
2007/05/28,120510,41350
2007/05/29,120800,41712
2007/05/30,119000,41420
2007/05/31,119375,42592
2007/06/01,122400,43515
2007/06/04,123000,43700
2007/06/05,121751,43600
2007/06/06,119250,42100
2007/06/07,119800,41886
2007/06/08,117600,41890
2007/06/11,118200,42150
2007/06/12,118000,42190
2007/06/13,118900,43350
2007/06/14,120200,43275
2007/06/15,122000,44500
2007/06/18,124500,44300
2007/06/19,128000,43302
2007/06/20,128400,44000
2007/06/21,129500,43510
2007/06/22,128500,43280
2007/06/25,124900,42611
2007/06/26,120100,42590
2007/06/27,119995,41500
2007/06/28,119299,41299
2007/06/29,116401,40950
2007/07/02,119949,44000
2007/07/03,119800,44600
2007/07/04,121500,44593
2007/07/05,121000,45120
2007/07/06,120000,45699
2007/07/09,122491,46575
2007/07/10,118000,45300
2007/07/11,116900,46300
2007/07/12,113500,46600
2007/07/13,110400,47050
2007/07/16,110550,46500
2007/07/17,108000,45865
2007/07/18,108600,44675
2007/07/19,109200,44900
2007/07/20,108600,44990
2007/07/23,109126,45500
2007/07/24,110000,44383
2007/07/25,109500,43100
2007/07/26,106999,41800
2007/07/27,99999,39400
2007/07/30,100900,40321
