Date,PPC,WHBO
2012/11/07,2930,14990
2012/11/08,2870,15126
2012/11/09,2880,15199
2012/11/12,2820,15250
2012/11/13,2866,14867
2012/11/14,2860,14900
2012/11/15,2868,14889
2012/11/16,2846,14900
2012/11/19,2839,14900
2012/11/21,2850,14927
2012/11/22,2860,14933
2012/11/23,2900,14535
2012/11/24,2900,14535
2012/11/25,2900,14535
2012/11/26,2915,14650
2012/11/27,2929,14660
2012/11/28,2898,14350
2012/11/29,2920,14300
2012/11/30,2926,14300
2012/12/03,2870,14550
2012/12/04,2960,14700
2012/12/05,3010,14699
2012/12/06,3020,14580
2012/12/07,3061,14440
2012/12/10,3175,14400
2012/12/11,3285,14640
2012/12/12,3261,14800
2012/12/13,3350,15301
2012/12/14,3315,15150
2012/12/18,3420,15700
2012/12/19,3549,15700
2012/12/20,3494,15449
2012/12/21,3476,15300
2012/12/24,3450,15185
2012/12/27,3477,15500
2012/12/28,3455,15500
2012/12/31,3420,15700
2013/01/02,3520,15550
2013/01/03,3460,15800
2013/01/04,3486,16170
2013/01/07,3317,16250
2013/01/08,3340,16340
2013/01/09,3350,16361
2013/01/10,3300,16188
2013/01/11,3227,16400
2013/01/14,3275,16600
2013/01/15,3268,16610
2013/01/16,3296,16750
2013/01/17,3294,16454
2013/01/18,3300,16237
2013/01/21,3270,16000
2013/01/22,3265,15550
2013/01/23,3275,15498
2013/01/24,3345,15500
2013/01/25,3319,15450
2013/01/28,3200,15500
2013/01/29,3194,15450
2013/01/30,3200,15500
2013/01/31,3275,15500
2013/02/01,3287,15451
2013/02/04,3261,14550
2013/02/05,3209,14600
2013/02/06,3210,14508
2013/02/07,3212,14555
2013/02/08,3259,14840
2013/02/11,3300,14900
2013/02/12,3330,15033
2013/02/13,3355,15260
2013/02/14,3382,15496
2013/02/15,3289,15300
2013/02/18,3335,15169
2013/02/19,3296,15400
2013/02/20,3329,14950
2013/02/21,3315,15000
2013/02/22,3307,14889
2013/02/25,3368,15250
2013/02/26,3400,15200
2013/02/27,3390,15210
2013/02/28,3451,15500
2013/03/01,3504,15495
2013/03/04,3550,15700
2013/03/05,3615,15700
2013/03/06,3620,15900
2013/03/07,3588,16215
2013/03/08,3585,16320
2013/03/11,3597,16500
2013/03/12,3626,16150
2013/03/13,3525,16050
2013/03/14,3440,16000
2013/03/15,3350,16100
2013/03/18,3319,15846
2013/03/19,3280,15806
2013/03/20,3287,15700
2013/03/22,3255,15306
2013/03/25,3200,15350
2013/03/26,3250,15300
2013/03/27,3200,15250
2013/03/28,3205,15426
2013/04/02,3300,15350
2013/04/03,3339,15300
2013/04/04,3349,15300
2013/04/05,3341,15300
2013/04/08,3394,15300
2013/04/09,3335,15300
2013/04/10,3410,15500
2013/04/11,3425,15625
2013/04/12,3480,15600
2013/04/15,3366,15320
2013/04/16,3390,15450
2013/04/17,3395,15450
2013/04/18,3360,15450
2013/04/19,3385,15400
2013/04/22,3420,15251
2013/04/23,3425,15400
2013/04/24,3399,15361
2013/04/25,3460,15346
2013/04/26,3350,15300
2013/04/29,3370,15396
2013/04/30,3281,15450
2013/05/02,3336,15514
2013/05/03,3402,15507
2013/05/06,3352,15593
2013/05/07,3395,15400
2013/05/08,3430,15968
2013/05/09,3450,16400
2013/05/10,3500,16400
2013/05/13,3525,16292
2013/05/14,3476,15900
2013/05/15,3474,15976
2013/05/16,3285,16000
2013/05/17,3234,15900
2013/05/20,3145,15780
2013/05/21,3108,15900
2013/05/22,3150,15890
2013/05/23,3088,15600
2013/05/24,3169,15745
2013/05/27,3188,15855
2013/05/28,3275,15800
2013/05/29,3229,15751
2013/05/30,3180,15527
2013/05/31,3235,15629
2013/06/03,3105,15550
2013/06/04,3080,15355
2013/06/05,3030,15000
2013/06/06,3078,14546
2013/06/07,3050,14450
2013/06/10,3050,14950
2013/06/11,3030,14550
2013/06/12,3000,14868
2013/06/13,2960,14900
2013/06/14,2940,14990
2013/06/18,2938,14865
2013/06/19,2949,15248
2013/06/20,2876,14810
2013/06/21,2990,15000
2013/06/24,2895,15291
2013/06/25,2875,15200
2013/06/26,2851,15649
2013/06/27,2800,15515
2013/06/28,2979,15399
2013/07/01,3037,15176
2013/07/02,3025,15019
2013/07/03,2950,14797
2013/07/04,3000,14709
2013/07/05,2995,14792
2013/07/08,2914,14650
2013/07/09,2900,14600
2013/07/10,2868,14700
2013/07/11,2918,14848
2013/07/12,2952,14950
2013/07/15,2934,14700
2013/07/16,2886,14893
2013/07/17,2853,14860
2013/07/18,2835,14700
2013/07/19,2847,14600
2013/07/22,2883,15000
2013/07/23,2970,15040
2013/07/24,2948,15079
2013/07/25,2862,15257
2013/07/26,2852,15429
2013/07/29,2891,15400
2013/07/30,2922,15600
2013/07/31,2900,15610
2013/08/01,2859,15784
2013/08/02,2855,15900
2013/08/05,2860,15600
2013/08/06,2880,15050
2013/08/07,2917,15400
2013/08/08,3063,15238
2013/08/12,3050,15300
2013/08/13,3219,15182
2013/08/14,3109,15207
2013/08/15,3047,15196
2013/08/16,3037,15150
2013/08/19,3027,15350
2013/08/20,2977,15424
2013/08/21,2992,15500
2013/08/22,3022,14900
2013/08/23,3020,14899
2013/08/26,3031,14795
2013/08/27,2975,14689
2013/08/28,2968,14250
2013/08/29,3010,14280
2013/08/30,2963,14141
2013/09/02,2941,14767
2013/09/03,2925,15456
2013/09/04,2965,15971
2013/09/05,2940,16299
2013/09/06,2900,16309
2013/09/09,2930,16300
2013/09/10,2950,16200
2013/09/11,2950,16300
2013/09/12,2973,16302
2013/09/13,2979,16300
2013/09/16,3020,16378
2013/09/17,3100,16180
2013/09/18,3020,15940
2013/09/19,3110,15750
2013/09/20,3100,16095
2013/09/23,3074,15949
2013/09/25,3046,16000
2013/09/26,3061,15900
2013/09/27,3095,15996
2013/09/30,3020,16000
2013/10/01,3056,16000
2013/10/02,3100,15900
2013/10/03,3152,16145
2013/10/04,3162,16309
2013/10/07,3155,16275
2013/10/08,3115,16650
2013/10/09,3100,16524
2013/10/10,3133,16475
2013/10/11,3121,16300
2013/10/14,3111,16240
2013/10/15,3120,16040
2013/10/16,3129,15991
2013/10/17,3100,15800
2013/10/18,3120,16124
2013/10/21,3174,16525
2013/10/22,3146,16334
2013/10/23,3153,16450
2013/10/24,3137,16582
2013/10/25,3115,16493
2013/10/28,3121,16840
2013/10/29,3155,16988
2013/10/30,3190,17100
2013/10/31,3175,17599
2013/11/01,3165,17150
2013/11/04,3165,17174
2013/11/05,3150,17000
2013/11/06,3225,17105
2013/11/07,3225,17100
2013/11/08,3155,17075
2013/11/11,3170,17000
2013/11/12,3150,16800
2013/11/13,3140,16400
2013/11/14,3162,16470
2013/11/15,3201,16890
2013/11/18,3190,16650
2013/11/19,3239,16549
2013/11/20,3200,16508
2013/11/21,3200,16549
2013/11/22,3154,16395
2013/11/25,3180,15944
2013/11/26,3155,15201
2013/11/27,3084,15300
2013/11/28,3090,15312
2013/11/29,3130,15488
2013/12/02,3125,15305
2013/12/03,3095,15240
2013/12/04,3104,15200
2013/12/05,3044,14999
2013/12/06,3023,15099
2013/12/09,3130,15144
2013/12/10,3149,15325
2013/12/11,3134,15285
2013/12/12,3149,15150
2013/12/13,3101,15162
2013/12/17,3090,15000
2013/12/18,3070,14980
2013/12/19,3060,14850
2013/12/20,3081,14679
2013/12/23,3073,14528
2013/12/24,3085,14580
2013/12/27,3038,14600
2013/12/30,3099,14600
2013/12/31,3140,14600
2014/01/02,3143,14600
2014/01/03,3150,14510
2014/01/06,2938,14425
2014/01/07,2941,14620
2014/01/08,2940,14655
2014/01/09,2961,14750
2014/01/10,2940,14750
2014/01/13,2940,14800
2014/01/14,2945,14700
2014/01/15,3077,14825
2014/01/16,3060,14800
2014/01/17,2960,14860
2014/01/20,2995,14800
2014/01/21,2961,14600
2014/01/22,3040,14560
2014/01/23,3024,14550
2014/01/24,3033,14543
2014/01/27,2951,14400
2014/01/28,2942,14400
2014/01/29,2930,14344
2014/01/30,2945,14408
2014/01/31,2981,14722
2014/02/03,2940,14505
2014/02/04,2913,14723
2014/02/05,2915,15235
2014/02/06,3015,15220
2014/02/07,2931,15200
2014/02/10,2948,15439
2014/02/11,2972,15500
2014/02/12,2940,15461
2014/02/13,2932,14600
2014/02/14,2929,14599
2014/02/17,2960,14500
2014/02/18,2937,14249
2014/02/19,2968,14300
2014/02/20,2917,14134
2014/02/21,2930,14100
2014/02/24,2935,14132
2014/02/25,2926,13651
2014/02/26,2923,13665
2014/02/27,2917,13649
2014/02/28,2940,13201
2014/03/03,2910,12725
2014/03/04,2915,13150
2014/03/05,2940,13100
2014/03/06,2920,13075
2014/03/07,2890,13100
2014/03/10,2850,13180
2014/03/11,2865,13050
2014/03/12,2884,13000
2014/03/13,2850,13026
2014/03/14,2877,13045
2014/03/17,2903,13014
2014/03/18,2929,13028
2014/03/19,2955,12855
2014/03/20,2860,12850
2014/03/24,2970,12957
2014/03/25,2970,12900
2014/03/26,2960,13400
2014/03/27,2930,13450
2014/03/28,2955,13600
2014/03/31,2924,13780
2014/04/01,2939,14079
2014/04/02,2920,14050
2014/04/03,2897,14100
2014/04/04,2958,14208
2014/04/07,2985,14022
2014/04/08,3010,13989
2014/04/09,3016,14030
2014/04/10,3000,13801
2014/04/11,3060,13600
2014/04/14,3067,14195
2014/04/15,3020,13710
2014/04/16,3094,13834
2014/04/17,3040,13900
2014/04/22,3061,13889
2014/04/23,3050,13970
2014/04/24,3040,13900
2014/04/25,3080,13890
2014/04/29,3060,13872
2014/04/30,3060,13598
2014/05/02,3101,13900
2014/05/05,3105,13850
2014/05/06,3139,13800
2014/05/08,3248,13548
2014/05/09,3310,13600
2014/05/12,3290,13547
2014/05/13,3320,13650
2014/05/14,3193,13620
2014/05/15,3235,13538
2014/05/16,3209,13575
2014/05/19,3295,13595
2014/05/20,3135,13564
2014/05/21,3175,13585
2014/05/22,3220,13809
2014/05/23,3225,13732
2014/05/26,3239,13684
2014/05/27,3228,13700
2014/05/28,3255,13700
2014/05/29,3218,13672
2014/05/30,3250,13401
2014/06/02,3175,13495
2014/06/03,3268,13489
2014/06/04,3204,13481
2014/06/05,3245,13309
2014/06/06,3230,13299
2014/06/09,3160,13250
2014/06/10,3170,12950
2014/06/11,3200,12950
2014/06/12,3185,13200
2014/06/13,3160,13200
2014/06/17,3165,13300
2014/06/18,3144,13268
2014/06/19,3177,13198
2014/06/20,3260,13060
2014/06/23,3227,12925
2014/06/24,3226,13287
2014/06/25,3195,13014
2014/06/26,3141,12930
2014/06/27,3160,12798
2014/06/30,3135,12700
2014/07/01,3200,12570
2014/07/02,3183,12351
2014/07/03,3173,12100
2014/07/04,3163,12205
2014/07/07,3121,12111
2014/07/08,3135,12575
2014/07/09,3171,12425
2014/07/10,3080,12400
2014/07/11,3109,12401
2014/07/14,3191,12756
2014/07/15,3179,12995
2014/07/16,3159,12950
2014/07/17,3150,12940
2014/07/18,3169,12900
2014/07/21,3194,12810
2014/07/22,3275,12900
2014/07/23,3286,12900
2014/07/24,3306,12900
2014/07/25,3261,12899
2014/07/28,3280,12890
2014/07/29,3295,12874
2014/07/30,3256,12844
2014/07/31,3216,12809
2014/08/01,3280,12820
2014/08/04,3287,12800
2014/08/05,3250,12825
2014/08/06,3238,12700
2014/08/07,3225,12671
2014/08/08,3270,12520
2014/08/11,3260,12516
2014/08/12,3265,12910
2014/08/13,3270,12892
2014/08/14,3280,13033
2014/08/15,3229,13076
2014/08/18,3317,13281
2014/08/19,3275,13741
2014/08/20,3270,13750
2014/08/21,3250,13476
2014/08/22,3287,13478
2014/08/25,3325,13777
2014/08/26,3310,13615
2014/08/27,3311,13700
2014/08/28,3325,13700
2014/08/29,3311,13838
2014/09/01,3400,13838
2014/09/02,3350,14200
2014/09/03,3385,14471
2014/09/04,3373,14604
2014/09/05,3390,14861
2014/09/08,3450,15301
2014/09/09,3396,15423
2014/09/10,3398,15255
2014/09/11,3395,14940
2014/09/12,3305,14450
2014/09/15,3308,14390
2014/09/16,3295,14018
2014/09/17,3247,14111
2014/09/18,3263,13917
2014/09/19,3250,14109
2014/09/22,3000,14142
2014/09/23,3000,13923
2014/09/25,3000,13921
2014/09/26,2990,13886
2014/09/29,3020,13891
2014/09/30,2956,13999
2014/10/01,2860,13815
2014/10/02,2866,13747
2014/10/03,2900,13765
2014/10/06,2900,13883
2014/10/07,2844,13768
2014/10/08,2807,13417
2014/10/09,2847,13624
2014/10/10,2830,13313
2014/10/13,2810,13550
2014/10/14,2917,13457
2014/10/15,2790,13391
2014/10/16,2771,13647
2014/10/17,2775,13700
2014/10/20,2840,13464
2014/10/21,2812,13352
2014/10/22,2846,13352
2014/10/23,2801,13280
2014/10/24,2790,13205
2014/10/27,2803,13329
2014/10/28,2797,13150
2014/10/29,2804,12855
2014/10/30,2795,12850
2014/10/31,2960,13001
2014/11/03,2871,13050
2014/11/04,2818,12915
2014/11/05,2841,12885
2014/11/06,2790,12450
2014/11/07,2745,12251
2014/11/10,2740,12210
2014/11/11,2700,12252
2014/11/12,2768,12090
2014/11/13,2781,12111
2014/11/14,2700,12200
2014/11/17,2695,12090
2014/11/18,2581,11892
2014/11/19,2603,12150
2014/11/20,2605,11909
2014/11/21,2558,11995
2014/11/24,2615,12050
2014/11/25,2571,12060
2014/11/26,2602,12022
2014/11/27,2580,12039
2014/11/28,2557,12030
2014/12/01,2510,12250
2014/12/02,2508,12300
2014/12/03,2512,11950
2014/12/04,2528,11850
2014/12/05,2500,11850
2014/12/08,2454,11958
2014/12/09,2400,12398
2014/12/10,2454,11994
2014/12/11,2453,11900
2014/12/12,2502,11993
2014/12/15,2500,11770
2014/12/17,2432,11501
2014/12/18,2490,11770
2014/12/19,2550,12420
2014/12/22,2625,12032
2014/12/23,2728,12186
2014/12/24,2700,12124
2014/12/29,2740,12039
2014/12/30,2760,12000
2014/12/31,2750,12076
2015/01/02,2721,12400
2015/01/05,2550,12329
2015/01/06,2565,12000
2015/01/07,2603,12014
2015/01/08,2511,12100
2015/01/09,2485,12000
2015/01/12,2354,12100
2015/01/13,2335,11974
2015/01/14,2380,12114
2015/01/15,2320,12070
2015/01/16,2350,12210
2015/01/19,2417,12280
2015/01/20,2398,12417
2015/01/21,2391,12588
2015/01/22,2352,12500
2015/01/23,2369,12463
2015/01/26,2220,12343
2015/01/27,2189,12156
2015/01/28,2160,12133
2015/01/29,2045,12044
2015/01/30,2140,12050
2015/02/02,2141,12095
2015/02/03,2180,12360
2015/02/04,2150,12250
2015/02/05,2126,12100
2015/02/06,2085,12247
2015/02/09,2112,12050
2015/02/10,2050,11850
2015/02/11,2030,11501
2015/02/12,1991,11444
2015/02/13,1863,11360
2015/02/16,1840,11481
2015/02/17,1851,11658
2015/02/18,1889,11700
2015/02/19,1895,11975
2015/02/20,1915,12500
2015/02/23,1915,12040
2015/02/24,1857,11855
2015/02/25,1818,11812
2015/02/26,1840,11550
2015/02/27,1812,11422
2015/03/02,1831,11350
2015/03/03,1847,11360
2015/03/04,1836,11400
2015/03/05,1781,11500
2015/03/06,1790,11475
2015/03/09,1820,11350
2015/03/10,1800,11050
2015/03/11,1742,11000
2015/03/12,1754,10881
2015/03/13,1716,10800
2015/03/16,1690,10795
2015/03/17,1744,11175
2015/03/18,1744,10523
2015/03/19,1803,10850
2015/03/20,1855,10800
2015/03/23,1908,11001
2015/03/24,1935,11100
2015/03/25,1851,11100
2015/03/26,1796,10943
2015/03/27,1899,10925
2015/03/30,1890,11220
2015/03/31,1833,11267
2015/04/01,1830,11418
2015/04/02,1799,11688
2015/04/07,1742,11400
2015/04/08,1772,11400
2015/04/09,1785,11399
2015/04/10,1825,11400
2015/04/13,1835,11245
2015/04/14,1785,11073
2015/04/15,1783,11020
2015/04/16,1801,11055
2015/04/17,1796,11050
2015/04/20,1777,11031
2015/04/21,1785,10980
2015/04/22,1707,10917
2015/04/23,1723,10888
2015/04/24,1713,11100
2015/04/28,1746,11051
2015/04/29,1713,11101
2015/04/30,1702,11135
2015/05/04,1730,11250
2015/05/05,1778,11483
2015/05/06,1810,11378
2015/05/07,1728,11429
2015/05/08,1672,11496
2015/05/11,1630,11541
2015/05/12,1683,11634
2015/05/13,1720,11689
2015/05/14,1719,11753
2015/05/15,1766,11622
2015/05/18,1767,11560
2015/05/19,1895,11647
2015/05/20,1960,12047
2015/05/21,2116,11882
2015/05/22,2060,11905
2015/05/25,2015,11634
2015/05/26,1870,11436
2015/05/27,1881,11400
2015/05/28,1967,11451
2015/05/29,2030,11521
2015/06/01,2002,11365
2015/06/02,2000,11300
2015/06/03,1976,11250
2015/06/04,2005,11258
2015/06/05,1995,11083
2015/06/08,1939,11069
2015/06/09,1902,10990
2015/06/10,1944,10965
2015/06/11,1920,11000
2015/06/12,1940,10980
2015/06/15,1980,10923
2015/06/17,1985,10945
2015/06/18,1945,10801
2015/06/19,1913,10531
2015/06/22,1898,10200
2015/06/23,1840,10250
2015/06/24,1834,10000
2015/06/25,1833,10040
2015/06/26,1790,9936
2015/06/29,1793,9920
2015/06/30,1765,9900
2015/07/01,1759,9755
2015/07/02,1797,9797
2015/07/03,1820,10000
2015/07/06,1857,9834
2015/07/07,1835,9828
2015/07/08,1855,9900
2015/07/09,1969,9921
2015/07/10,2000,9900
2015/07/13,1926,9688
2015/07/14,1930,9800
2015/07/15,1944,9700
2015/07/16,2012,9990
2015/07/17,2044,10090
2015/07/20,1989,10000
2015/07/21,2035,10354
2015/07/22,2060,10038
2015/07/23,2084,9811
2015/07/24,2030,9750
2015/07/27,2070,9600
2015/07/28,2000,9500
2015/07/29,2113,9635
2015/07/30,2234,9525
2015/07/31,2251,9548
2015/08/03,2230,9453
2015/08/04,2210,9500
2015/08/05,2210,9400
2015/08/06,2204,9230
2015/08/07,2204,9318
2015/08/11,2248,9315
2015/08/12,2228,9104
2015/08/13,2204,9050
2015/08/14,2180,9300
2015/08/17,2200,9403
2015/08/18,2213,9550
2015/08/19,2139,9500
2015/08/20,2200,9500
2015/08/21,2180,9500
2015/08/24,2060,9271
2015/08/25,2117,9300
2015/08/26,2051,9318
2015/08/27,2075,9415
2015/08/28,2139,9462
2015/08/31,2170,9500
2015/09/01,2104,9640
2015/09/02,2130,9859
2015/09/03,2125,9900
2015/09/04,2139,9950
2015/09/07,2060,9839
2015/09/08,2065,9880
2015/09/09,2036,9950
2015/09/10,2035,9910
2015/09/11,2070,10000
2015/09/14,2103,10249
2015/09/15,2085,10293
2015/09/16,2085,11114
2015/09/17,2060,10982
2015/09/18,1998,11330
2015/09/21,1905,11360
2015/09/22,1950,11326
2015/09/23,1840,11051
2015/09/25,1806,11050
2015/09/28,1733,10921
2015/09/29,1716,11065
2015/09/30,1710,11099
2015/10/01,1741,11177
2015/10/02,1783,11596
2015/10/05,1801,11861
2015/10/06,1752,11900
2015/10/07,1725,11831
2015/10/08,1743,12084
2015/10/09,1769,12500
2015/10/12,1770,12300
2015/10/13,1751,12035
2015/10/14,1762,12120
2015/10/15,1765,12034
2015/10/16,1765,12293
2015/10/19,1758,12791
2015/10/20,1737,12600
2015/10/21,1728,12801
2015/10/22,1697,12994
2015/10/23,1763,12890
2015/10/26,1809,13255
2015/10/27,1733,13100
2015/10/28,1730,13000
2015/10/29,1680,13090
2015/10/30,1665,12951
2015/11/02,1650,13350
2015/11/03,1691,13480
2015/11/04,1691,13425
2015/11/05,1685,12659
2015/11/06,1639,12386
2015/11/09,1573,12272
2015/11/10,1600,12332
2015/11/11,1606,12440
2015/11/12,1575,12052
2015/11/13,1605,12192
2015/11/16,1565,12000
2015/11/17,1525,12000
2015/11/18,1602,12255
2015/11/19,1690,12166
2015/11/20,1675,12500
2015/11/23,1668,12325
