Date,First Rand,RMB
2008/09/01,1650,2562
2008/09/02,1660,2560
2008/09/03,1660,2558
2008/09/04,1665,2550
2008/09/05,1656,2540
2008/09/08,1731,2700
2008/09/09,1728,2695
2008/09/10,1753,2700
2008/09/11,1669,2600
2008/09/12,1700,2600
2008/09/15,1662,2530
2008/09/16,1625,2520
2008/09/17,1581,2360
2008/09/18,1550,2350
2008/09/19,1645,2600
2008/09/22,1745,2705
2008/09/23,1625,2585
2008/09/25,1675,2640
2008/09/26,1680,2620
2008/09/29,1617,2471
2008/09/30,1671,2600
2008/10/01,1644,2480
2008/10/02,1626,2480
2008/10/03,1605,2579
2008/10/06,1475,2287
2008/10/07,1514,2400
2008/10/08,1480,2261
2008/10/09,1499,2265
2008/10/10,1452,2299
2008/10/13,1450,2300
2008/10/14,1500,2445
2008/10/15,1510,2300
2008/10/16,1438,2225
2008/10/17,1376,2131
2008/10/20,1318,2100
2008/10/21,1294,2060
2008/10/22,1197,1900
2008/10/23,1172,1850
2008/10/24,1215,1990
2008/10/27,1170,1900
2008/10/28,1220,1985
2008/10/29,1274,2010
2008/10/30,1340,2150
2008/10/31,1399,2269
2008/11/03,1416,2290
2008/11/04,1428,2233
2008/11/05,1381,2268
2008/11/06,1360,2175
2008/11/07,1364,2228
2008/11/10,1450,2280
2008/11/11,1385,2210
2008/11/12,1401,2265
2008/11/13,1375,2246
2008/11/14,1390,2300
2008/11/17,1368,2210
2008/11/18,1361,2180
2008/11/19,1410,2220
2008/11/20,1370,2294
2008/11/21,1370,2210
2008/11/24,1411,2250
2008/11/25,1500,2400
2008/11/26,1550,2490
2008/11/27,1615,2550
2008/11/28,1650,2669
2008/12/01,1650,2510
2008/12/02,1455,2345
2008/12/03,1415,2230
2008/12/04,1468,2420
2008/12/05,1524,2498
2008/12/08,1610,2630
2008/12/09,1643,2630
2008/12/10,1600,2600
2008/12/11,1511,2450
2008/12/12,1484,2370
2008/12/15,1502,2340
2008/12/17,1595,2520
2008/12/18,1690,2674
2008/12/19,1585,2411
2008/12/22,1504,2300
2008/12/23,1530,2425
2008/12/24,1560,2389
2008/12/29,1590,2451
2008/12/30,1592,2504
2008/12/31,1611,2570
2009/01/02,1578,2467
2009/01/05,1585,2525
2009/01/06,1664,2588
2009/01/07,1585,2500
2009/01/08,1540,2435
2009/01/09,1570,2510
2009/01/12,1600,2530
2009/01/13,1584,2500
2009/01/14,1570,2385
2009/01/15,1459,2331
2009/01/16,1511,2393
2009/01/19,1417,2215
2009/01/20,1415,2240
2009/01/21,1435,2220
2009/01/22,1365,2187
2009/01/23,1301,2129
2009/01/26,1330,2085
2009/01/27,1420,2200
2009/01/28,1540,2360
2009/01/29,1506,2320
2009/01/30,1490,2295
2009/02/02,1390,2117
2009/02/03,1425,2225
2009/02/04,1467,2325
2009/02/05,1423,2250
2009/02/06,1510,2460
2009/02/09,1540,2360
2009/02/10,1520,2404
2009/02/11,1485,2310
2009/02/12,1448,2350
2009/02/13,1430,2230
2009/02/16,1392,2170
2009/02/17,1320,2100
2009/02/18,1300,2060
2009/02/19,1260,2004
2009/02/20,1181,1930
2009/02/23,1210,1942
2009/02/24,1218,2018
2009/02/25,1220,2017
2009/02/26,1275,2075
2009/02/27,1205,1925
2009/03/02,1150,1800
2009/03/03,1116,1865
2009/03/04,1160,1840
2009/03/05,1140,1815
2009/03/06,1175,1805
2009/03/09,1135,1804
2009/03/10,1136,1817
2009/03/11,1187,1840
2009/03/12,1230,1950
2009/03/13,1200,1921
2009/03/16,1170,1900
2009/03/17,1128,1845
2009/03/18,1154,1925
2009/03/19,1222,2002
2009/03/20,1220,2000
2009/03/23,1268,2085
2009/03/24,1310,2112
2009/03/25,1363,2225
2009/03/26,1270,2115
2009/03/27,1250,2074
2009/03/30,1190,1985
2009/03/31,1206,2060
2009/04/01,1280,2031
2009/04/02,1330,2180
2009/04/03,1380,2201
2009/04/06,1341,2208
2009/04/07,1339,2150
2009/04/08,1302,2085
2009/04/09,1350,2250
2009/04/14,1400,2300
2009/04/15,1372,2297
2009/04/16,1320,2205
2009/04/17,1325,2200
2009/04/20,1250,2100
2009/04/21,1210,2015
2009/04/23,1275,2047
2009/04/24,1250,2050
2009/04/28,1299,2117
2009/04/29,1336,2177
2009/04/30,1305,2240
2009/05/04,1383,2310
2009/05/05,1380,2293
2009/05/06,1360,2247
2009/05/07,1321,2180
2009/05/08,1325,2199
2009/05/11,1310,2203
2009/05/12,1334,2225
2009/05/13,1300,2141
2009/05/14,1280,2135
2009/05/15,1312,2190
2009/05/18,1353,2250
2009/05/19,1390,2316
2009/05/20,1420,2325
2009/05/21,1370,2275
2009/05/22,1400,2307
2009/05/25,1352,2230
2009/05/26,1347,2248
2009/05/27,1380,2235
2009/05/28,1377,2250
2009/05/29,1365,2205
2009/06/01,1385,2251
2009/06/02,1346,2235
2009/06/03,1344,2205
2009/06/04,1354,2215
2009/06/05,1330,2187
2009/06/08,1331,2150
2009/06/09,1344,2156
2009/06/10,1355,2205
