Date,SBK,RMB
2008/08/28,9200,2670
2008/08/29,9000,2617
2008/09/01,8971,2562
2008/09/02,9143,2560
2008/09/03,9048,2558
2008/09/04,9069,2550
2008/09/05,9040,2540
2008/09/08,9515,2700
2008/09/09,9288,2695
2008/09/10,9350,2700
2008/09/11,8890,2600
2008/09/12,8990,2600
2008/09/15,8800,2530
2008/09/16,8767,2520
2008/09/17,8298,2360
2008/09/18,8088,2350
2008/09/19,8920,2600
2008/09/22,9230,2705
2008/09/23,8750,2585
2008/09/25,8890,2640
2008/09/26,8850,2620
2008/09/29,8580,2471
2008/09/30,9353,2600
2008/10/01,8781,2480
2008/10/02,8690,2480
2008/10/03,8700,2579
2008/10/06,7835,2287
2008/10/07,7900,2400
2008/10/08,7700,2261
2008/10/09,7700,2265
2008/10/10,7441,2299
2008/10/13,7700,2300
2008/10/14,8100,2445
2008/10/15,8000,2300
2008/10/16,7751,2225
2008/10/17,7505,2131
2008/10/20,7700,2100
2008/10/21,7490,2060
2008/10/22,7000,1900
2008/10/23,6999,1850
2008/10/24,7290,1990
2008/10/27,7050,1900
2008/10/28,7370,1985
2008/10/29,7530,2010
2008/10/30,7730,2150
2008/10/31,7700,2269
2008/11/03,7900,2290
2008/11/04,7950,2233
2008/11/05,7500,2268
2008/11/06,7370,2175
2008/11/07,7401,2228
2008/11/10,7650,2280
2008/11/11,7415,2210
2008/11/12,7450,2265
2008/11/13,7451,2246
2008/11/14,7475,2300
2008/11/17,7340,2210
2008/11/18,7379,2180
2008/11/19,7700,2220
2008/11/20,7560,2294
2008/11/21,7350,2210
2008/11/24,7450,2250
2008/11/25,8000,2400
2008/11/26,8100,2490
2008/11/27,8400,2550
2008/11/28,8658,2669
2008/12/01,8365,2510
2008/12/02,7764,2345
2008/12/03,7615,2230
2008/12/04,7960,2420
2008/12/05,8100,2498
2008/12/08,8270,2630
2008/12/09,8259,2630
2008/12/10,8349,2600
2008/12/11,8199,2450
2008/12/12,7933,2370
2008/12/15,8150,2340
2008/12/17,8719,2520
2008/12/18,9050,2674
2008/12/19,8380,2411
2008/12/22,8450,2300
2008/12/23,8450,2425
2008/12/24,8211,2389
2008/12/29,8300,2451
2008/12/30,8300,2504
2008/12/31,8300,2570
2009/01/02,8150,2467
2009/01/05,8490,2525
2009/01/06,8521,2588
2009/01/07,8500,2500
2009/01/08,8175,2435
2009/01/09,8607,2510
2009/01/12,8639,2530
2009/01/13,8401,2500
2009/01/14,8325,2385
2009/01/15,8148,2331
2009/01/16,8100,2393
2009/01/19,7730,2215
2009/01/20,7700,2240
2009/01/21,7680,2220
2009/01/22,7340,2187
2009/01/23,7200,2129
2009/01/26,7100,2085
2009/01/27,7525,2200
2009/01/28,7700,2360
2009/01/29,7150,2320
2009/01/30,7090,2295
2009/02/02,6750,2117
2009/02/03,7000,2225
2009/02/04,7231,2325
2009/02/05,7172,2250
2009/02/06,7629,2460
2009/02/09,7700,2360
2009/02/10,7684,2404
2009/02/11,7430,2310
2009/02/12,7050,2350
2009/02/13,7080,2230
2009/02/16,6950,2170
2009/02/17,6775,2100
2009/02/18,6875,2060
2009/02/19,6650,2004
2009/02/20,6300,1930
2009/02/23,6461,1942
2009/02/24,6270,2018
2009/02/25,6450,2017
2009/02/26,6717,2075
2009/02/27,6500,1925
2009/03/02,6200,1800
2009/03/03,6050,1865
2009/03/04,6015,1840
2009/03/05,6239,1815
2009/03/06,6285,1805
2009/03/09,6285,1804
2009/03/10,6975,1817
2009/03/11,7560,1840
2009/03/12,7500,1950
2009/03/13,7825,1921
2009/03/16,7699,1900
2009/03/17,7375,1845
2009/03/18,7610,1925
2009/03/19,7950,2002
2009/03/20,7698,2000
2009/03/23,8220,2085
2009/03/24,8328,2112
2009/03/25,8658,2225
2009/03/26,8110,2115
2009/03/27,7800,2074
2009/03/30,7671,1985
2009/03/31,7950,2060
2009/04/01,7890,2031
2009/04/02,8150,2180
2009/04/03,8180,2201
2009/04/06,8199,2208
2009/04/07,8000,2150
2009/04/08,7900,2085
2009/04/09,8400,2250
2009/04/14,8616,2300
2009/04/15,8675,2297
2009/04/16,8622,2205
2009/04/17,8635,2200
2009/04/20,8180,2100
2009/04/21,7900,2015
