Date,M&R,WHBO
2012/12/18,2361,15700
2012/12/19,2400,15700
2012/12/20,2450,15449
2012/12/21,2435,15300
2012/12/24,2420,15185
2012/12/27,2438,15500
2012/12/28,2449,15500
2012/12/31,2475,15700
2013/01/02,2430,15550
2013/01/03,2430,15800
2013/01/04,2487,16170
2013/01/07,2490,16250
2013/01/08,2500,16340
2013/01/09,2500,16361
2013/01/10,2507,16188
2013/01/11,2494,16400
2013/01/14,2500,16600
2013/01/15,2500,16610
2013/01/16,2413,16750
2013/01/17,2430,16454
2013/01/18,2450,16237
2013/01/21,2427,16000
2013/01/22,2450,15550
2013/01/23,2482,15498
2013/01/24,2465,15500
2013/01/25,2500,15450
2013/01/28,2500,15500
2013/01/29,2498,15450
2013/01/30,2513,15500
2013/01/31,2545,15500
2013/02/01,2527,15451
2013/02/04,2435,14550
2013/02/05,2447,14600
2013/02/06,2451,14508
2013/02/07,2455,14555
2013/02/08,2425,14840
2013/02/11,2424,14900
2013/02/12,2425,15033
2013/02/13,2450,15260
2013/02/14,2472,15496
2013/02/15,2452,15300
2013/02/18,2500,15169
2013/02/19,2500,15400
2013/02/20,2464,14950
2013/02/21,2450,15000
2013/02/22,2464,14889
2013/02/25,2498,15250
2013/02/26,2502,15200
2013/02/27,2464,15210
2013/02/28,2501,15500
2013/03/01,2470,15495
2013/03/04,2500,15700
2013/03/05,2507,15700
2013/03/06,2485,15900
2013/03/07,2450,16215
2013/03/08,2432,16320
2013/03/11,2479,16500
2013/03/12,2506,16150
2013/03/13,2452,16050
2013/03/14,2460,16000
2013/03/15,2415,16100
2013/03/18,2399,15846
2013/03/19,2417,15806
2013/03/20,2390,15700
2013/03/22,2323,15306
2013/03/25,2353,15350
2013/03/26,2370,15300
2013/03/27,2361,15250
2013/03/28,2349,15426
2013/04/02,2385,15350
2013/04/03,2343,15300
2013/04/04,2310,15300
2013/04/05,2325,15300
2013/04/08,2290,15300
2013/04/09,2309,15300
2013/04/10,2310,15500
2013/04/11,2300,15625
2013/04/12,2260,15600
2013/04/15,2165,15320
2013/04/16,2236,15450
2013/04/17,2252,15450
2013/04/18,2230,15450
2013/04/19,2272,15400
2013/04/22,2270,15251
2013/04/23,2282,15400
2013/04/24,2260,15361
2013/04/25,2294,15346
2013/04/26,2300,15300
2013/04/29,2275,15396
2013/04/30,2197,15450
2013/05/02,2200,15514
2013/05/03,2199,15507
2013/05/06,2224,15593
2013/05/07,2230,15400
2013/05/08,2245,15968
2013/05/09,2250,16400
2013/05/10,2258,16400
2013/05/13,2190,16292
2013/05/14,2151,15900
2013/05/15,2150,15976
2013/05/16,2177,16000
2013/05/17,2202,15900
2013/05/20,2165,15780
2013/05/21,2170,15900
2013/05/22,2200,15890
2013/05/23,2168,15600
2013/05/24,2190,15745
2013/05/27,2202,15855
2013/05/28,2190,15800
2013/05/29,2185,15751
2013/05/30,2202,15527
2013/05/31,2279,15629
2013/06/03,2220,15550
2013/06/04,2227,15355
2013/06/05,2250,15000
2013/06/06,2258,14546
2013/06/07,2286,14450
2013/06/10,2295,14950
2013/06/11,2257,14550
2013/06/12,2275,14868
2013/06/13,2409,14900
2013/06/14,2365,14990
2013/06/18,2429,14865
2013/06/19,2478,15248
2013/06/20,2472,14810
2013/06/21,2509,15000
2013/06/24,2531,15291
2013/06/25,2470,15200
2013/06/26,2441,15649
2013/06/27,2401,15515
2013/06/28,2513,15399
2013/07/01,2566,15176
2013/07/02,2599,15019
2013/07/03,2601,14797
2013/07/04,2625,14709
2013/07/05,2600,14792
2013/07/08,2623,14650
2013/07/09,2560,14600
2013/07/10,2560,14700
2013/07/11,2625,14848
2013/07/12,2634,14950
2013/07/15,2622,14700
2013/07/16,2600,14893
2013/07/17,2550,14860
2013/07/18,2517,14700
2013/07/19,2525,14600
2013/07/22,2576,15000
2013/07/23,2590,15040
2013/07/24,2555,15079
2013/07/25,2580,15257
2013/07/26,2580,15429
2013/07/29,2519,15400
2013/07/30,2519,15600
2013/07/31,2378,15610
2013/08/01,2495,15784
2013/08/02,2500,15900
2013/08/05,2388,15600
2013/08/06,2365,15050
2013/08/07,2496,15400
2013/08/08,2541,15238
2013/08/12,2590,15300
2013/08/13,2450,15182
2013/08/14,2468,15207
2013/08/15,2402,15196
2013/08/16,2360,15150
2013/08/19,2355,15350
2013/08/20,2390,15424
2013/08/21,2434,15500
2013/08/22,2428,14900
2013/08/23,2389,14899
2013/08/26,2530,14795
2013/08/27,2502,14689
2013/08/28,2395,14250
2013/08/29,2450,14280
2013/08/30,2590,14141
2013/09/02,2605,14767
2013/09/03,2745,15456
2013/09/04,2781,15971
2013/09/05,2800,16299
2013/09/06,2820,16309
2013/09/09,2815,16300
2013/09/10,2880,16200
2013/09/11,2846,16300
2013/09/12,2890,16302
2013/09/13,2869,16300
2013/09/16,2865,16378
2013/09/17,2850,16180
2013/09/18,2780,15940
2013/09/19,2788,15750
2013/09/20,2752,16095
2013/09/23,2743,15949
2013/09/25,2750,16000
2013/09/26,2725,15900
2013/09/27,2717,15996
2013/09/30,2750,16000
2013/10/01,2690,16000
2013/10/02,2740,15900
2013/10/03,2750,16145
2013/10/04,2731,16309
2013/10/07,2740,16275
2013/10/08,2808,16650
2013/10/09,2874,16524
2013/10/10,2840,16475
2013/10/11,2899,16300
2013/10/14,2838,16240
2013/10/15,2840,16040
2013/10/16,2882,15991
2013/10/17,2799,15800
2013/10/18,2790,16124
2013/10/21,2880,16525
2013/10/22,2910,16334
2013/10/23,2916,16450
2013/10/24,2940,16582
2013/10/25,2970,16493
2013/10/28,3030,16840
2013/10/29,3057,16988
2013/10/30,3070,17100
2013/10/31,3064,17599
2013/11/01,3030,17150
2013/11/04,3030,17174
2013/11/05,3040,17000
2013/11/06,3125,17105
2013/11/07,3130,17100
2013/11/08,3083,17075
2013/11/11,3100,17000
2013/11/12,3080,16800
2013/11/13,3070,16400
2013/11/14,3084,16470
2013/11/15,3100,16890
2013/11/18,3119,16650
2013/11/19,3042,16549
2013/11/20,3015,16508
2013/11/21,3039,16549
2013/11/22,3012,16395
2013/11/25,2970,15944
2013/11/26,2875,15201
2013/11/27,2851,15300
2013/11/28,2837,15312
2013/11/29,2870,15488
2013/12/02,2866,15305
2013/12/03,2867,15240
2013/12/04,2860,15200
2013/12/05,2805,14999
2013/12/06,2775,15099
2013/12/09,2745,15144
2013/12/10,2763,15325
2013/12/11,2775,15285
2013/12/12,2720,15150
2013/12/13,2700,15162
2013/12/17,2700,15000
2013/12/18,2700,14980
2013/12/19,2671,14850
2013/12/20,2680,14679
2013/12/23,2680,14528
2013/12/24,2680,14580
2013/12/27,2680,14600
2013/12/30,2741,14600
2013/12/31,2681,14600
2014/01/02,2750,14600
2014/01/03,2748,14510
2014/01/06,2707,14425
2014/01/07,2780,14620
2014/01/08,2790,14655
2014/01/09,2759,14750
2014/01/10,2699,14750
2014/01/13,2736,14800
2014/01/14,2738,14700
2014/01/15,2850,14825
2014/01/16,2820,14800
2014/01/17,2845,14860
2014/01/20,2830,14800
2014/01/21,2779,14600
2014/01/22,2756,14560
2014/01/23,2771,14550
2014/01/24,2782,14543
2014/01/27,2717,14400
2014/01/28,2752,14400
2014/01/29,2700,14344
2014/01/30,2600,14408
2014/01/31,2480,14722
2014/02/03,2487,14505
2014/02/04,2569,14723
2014/02/05,2587,15235
2014/02/06,2611,15220
2014/02/07,2630,15200
2014/02/10,2750,15439
2014/02/11,2767,15500
2014/02/12,2767,15461
2014/02/13,2685,14600
2014/02/14,2674,14599
2014/02/17,2683,14500
2014/02/18,2675,14249
2014/02/19,2605,14300
2014/02/20,2500,14134
2014/02/21,2573,14100
2014/02/24,2633,14132
2014/02/25,2620,13651
2014/02/26,2525,13665
2014/02/27,2526,13649
2014/02/28,2500,13201
2014/03/03,2500,12725
2014/03/04,2459,13150
2014/03/05,2450,13100
2014/03/06,2390,13075
2014/03/07,2350,13100
2014/03/10,2335,13180
2014/03/11,2300,13050
2014/03/12,2270,13000
2014/03/13,2254,13026
2014/03/14,2339,13045
2014/03/17,2300,13014
2014/03/18,2334,13028
2014/03/19,2303,12855
2014/03/20,2311,12850
2014/03/24,2336,12957
2014/03/25,2379,12900
2014/03/26,2470,13400
2014/03/27,2415,13450
2014/03/28,2454,13600
2014/03/31,2459,13780
2014/04/01,2465,14079
2014/04/02,2495,14050
2014/04/03,2469,14100
2014/04/04,2444,14208
2014/04/07,2475,14022
2014/04/08,2460,13989
2014/04/09,2455,14030
2014/04/10,2439,13801
2014/04/11,2400,13600
2014/04/14,2378,14195
2014/04/15,2335,13710
2014/04/16,2412,13834
2014/04/17,2410,13900
2014/04/22,2390,13889
2014/04/23,2460,13970
2014/04/24,2437,13900
2014/04/25,2480,13890
2014/04/29,2455,13872
2014/04/30,2460,13598
2014/05/02,2510,13900
2014/05/05,2510,13850
2014/05/06,2586,13800
2014/05/08,2597,13548
2014/05/09,2580,13600
2014/05/12,2583,13547
2014/05/13,2588,13650
2014/05/14,2634,13620
2014/05/15,2576,13538
2014/05/16,2587,13575
2014/05/19,2599,13595
2014/05/20,2598,13564
2014/05/21,2599,13585
2014/05/22,2589,13809
2014/05/23,2598,13732
2014/05/26,2552,13684
2014/05/27,2515,13700
2014/05/28,2558,13700
2014/05/29,2545,13672
2014/05/30,2550,13401
2014/06/02,2566,13495
2014/06/03,2510,13489
2014/06/04,2560,13481
2014/06/05,2509,13309
2014/06/06,2500,13299
2014/06/09,2525,13250
2014/06/10,2589,12950
2014/06/11,2570,12950
2014/06/12,2546,13200
2014/06/13,2573,13200
2014/06/17,2557,13300
2014/06/18,2485,13268
2014/06/19,2470,13198
2014/06/20,2473,13060
2014/06/23,2440,12925
2014/06/24,2458,13287
2014/06/25,2430,13014
2014/06/26,2425,12930
2014/06/27,2423,12798
2014/06/30,2431,12700
2014/07/01,2460,12570
2014/07/02,2440,12351
2014/07/03,2466,12100
2014/07/04,2430,12205
2014/07/07,2421,12111
2014/07/08,2418,12575
2014/07/09,2450,12425
2014/07/10,2423,12400
2014/07/11,2453,12401
2014/07/14,2469,12756
2014/07/15,2439,12995
2014/07/16,2355,12950
2014/07/17,2415,12940
2014/07/18,2399,12900
2014/07/21,2386,12810
2014/07/22,2490,12900
2014/07/23,2487,12900
2014/07/24,2470,12900
2014/07/25,2517,12899
2014/07/28,2425,12890
2014/07/29,2520,12874
2014/07/30,2490,12844
2014/07/31,2506,12809
2014/08/01,2459,12820
2014/08/04,2440,12800
2014/08/05,2461,12825
2014/08/06,2422,12700
2014/08/07,2420,12671
2014/08/08,2424,12520
2014/08/11,2440,12516
2014/08/12,2465,12910
2014/08/13,2433,12892
2014/08/14,2430,13033
2014/08/15,2454,13076
2014/08/18,2432,13281
2014/08/19,2489,13741
2014/08/20,2489,13750
2014/08/21,2486,13476
2014/08/22,2480,13478
2014/08/25,2560,13777
2014/08/26,2556,13615
2014/08/27,2534,13700
2014/08/28,2625,13700
2014/08/29,2639,13838
2014/09/01,2620,13838
2014/09/02,2730,14200
2014/09/03,2700,14471
2014/09/04,2696,14604
2014/09/05,2687,14861
2014/09/08,2687,15301
2014/09/09,2695,15423
2014/09/10,2694,15255
2014/09/11,2698,14940
2014/09/12,2665,14450
2014/09/15,2660,14390
2014/09/16,2630,14018
2014/09/17,2661,14111
2014/09/18,2635,13917
2014/09/19,2660,14109
2014/09/22,2617,14142
2014/09/23,2593,13923
2014/09/25,2590,13921
2014/09/26,2579,13886
2014/09/29,2529,13891
2014/09/30,2520,13999
2014/10/01,2485,13815
2014/10/02,2452,13747
2014/10/03,2524,13765
2014/10/06,2436,13883
2014/10/07,2395,13768
2014/10/08,2354,13417
2014/10/09,2369,13624
2014/10/10,2337,13313
2014/10/13,2315,13550
2014/10/14,2357,13457
2014/10/15,2330,13391
2014/10/16,2373,13647
2014/10/17,2440,13700
2014/10/20,2390,13464
2014/10/21,2357,13352
2014/10/22,2377,13352
2014/10/23,2342,13280
2014/10/24,2287,13205
2014/10/27,2323,13329
2014/10/28,2284,13150
2014/10/29,2291,12855
2014/10/30,2279,12850
2014/10/31,2265,13001
2014/11/03,2394,13050
2014/11/04,2299,12915
2014/11/05,2255,12885
2014/11/06,2238,12450
2014/11/07,2225,12251
2014/11/10,2235,12210
2014/11/11,2230,12252
2014/11/12,2190,12090
2014/11/13,2171,12111
2014/11/14,2177,12200
2014/11/17,2169,12090
2014/11/18,2130,11892
2014/11/19,2105,12150
2014/11/20,2099,11909
2014/11/21,2100,11995
2014/11/24,2100,12050
2014/11/25,2090,12060
2014/11/26,2046,12022
2014/11/27,2049,12039
2014/11/28,2010,12030
2014/12/01,1957,12250
2014/12/02,1983,12300
2014/12/03,1997,11950
2014/12/04,1990,11850
2014/12/05,1999,11850
2014/12/08,2003,11958
2014/12/09,2009,12398
2014/12/10,1990,11994
2014/12/11,1990,11900
2014/12/12,1992,11993
2014/12/15,2011,11770
2014/12/17,2048,11501
2014/12/18,2085,11770
2014/12/19,2119,12420
2014/12/22,2100,12032
2014/12/23,2075,12186
2014/12/24,2081,12124
2014/12/29,2100,12039
2014/12/30,2100,12000
2014/12/31,2126,12076
2015/01/02,2100,12400
2015/01/05,2100,12329
2015/01/06,2070,12000
2015/01/07,2094,12014
2015/01/08,2033,12100
2015/01/09,2072,12000
2015/01/12,2050,12100
2015/01/13,2053,11974
2015/01/14,2015,12114
2015/01/15,2000,12070
2015/01/16,1971,12210
2015/01/19,1990,12280
2015/01/20,2000,12417
2015/01/21,2000,12588
2015/01/22,2000,12500
2015/01/23,2000,12463
2015/01/26,1999,12343
2015/01/27,1979,12156
2015/01/28,1960,12133
2015/01/29,1964,12044
2015/01/30,1967,12050
2015/02/02,1976,12095
2015/02/03,1990,12360
2015/02/04,1961,12250
2015/02/05,1903,12100
2015/02/06,1913,12247
2015/02/09,1920,12050
2015/02/10,1897,11850
2015/02/11,1819,11501
2015/02/12,1800,11444
2015/02/13,1772,11360
2015/02/16,1800,11481
2015/02/17,1870,11658
2015/02/18,1895,11700
2015/02/19,1883,11975
2015/02/20,1899,12500
2015/02/23,1889,12040
2015/02/24,1830,11855
2015/02/25,1785,11812
2015/02/26,1750,11550
2015/02/27,1739,11422
2015/03/02,1761,11350
2015/03/03,1720,11360
2015/03/04,1678,11400
2015/03/05,1600,11500
2015/03/06,1561,11475
2015/03/09,1540,11350
2015/03/10,1503,11050
2015/03/11,1460,11000
2015/03/12,1426,10881
2015/03/13,1434,10800
2015/03/16,1383,10795
2015/03/17,1410,11175
2015/03/18,1372,10523
2015/03/19,1398,10850
2015/03/20,1452,10800
2015/03/23,1515,11001
2015/03/24,1470,11100
2015/03/25,1429,11100
2015/03/26,1440,10943
2015/03/27,1423,10925
2015/03/30,1398,11220
2015/03/31,1369,11267
2015/04/01,1388,11418
2015/04/02,1364,11688
2015/04/07,1330,11400
2015/04/08,1314,11400
2015/04/09,1290,11399
2015/04/10,1280,11400
2015/04/13,1272,11245
2015/04/14,1290,11073
2015/04/15,1359,11020
2015/04/16,1340,11055
2015/04/17,1330,11050
2015/04/20,1315,11031
2015/04/21,1255,10980
2015/04/22,1225,10917
2015/04/23,1251,10888
2015/04/24,1292,11100
2015/04/28,1328,11051
2015/04/29,1326,11101
2015/04/30,1315,11135
2015/05/04,1320,11250
2015/05/05,1358,11483
2015/05/06,1411,11378
2015/05/07,1337,11429
2015/05/08,1336,11496
2015/05/11,1353,11541
2015/05/12,1385,11634
2015/05/13,1357,11689
2015/05/14,1409,11753
2015/05/15,1361,11622
2015/05/18,1361,11560
2015/05/19,1345,11647
2015/05/20,1354,12047
2015/05/21,1370,11882
2015/05/22,1350,11905
2015/05/25,1334,11634
2015/05/26,1308,11436
2015/05/27,1305,11400
2015/05/28,1300,11451
2015/05/29,1307,11521
2015/06/01,1347,11365
2015/06/02,1369,11300
2015/06/03,1328,11250
2015/06/04,1315,11258
2015/06/05,1357,11083
2015/06/08,1340,11069
2015/06/09,1363,10990
2015/06/10,1457,10965
2015/06/11,1438,11000
2015/06/12,1430,10980
2015/06/15,1435,10923
2015/06/17,1440,10945
2015/06/18,1426,10801
2015/06/19,1366,10531
2015/06/22,1392,10200
2015/06/23,1310,10250
2015/06/24,1310,10000
2015/06/25,1325,10040
2015/06/26,1330,9936
2015/06/29,1304,9920
2015/06/30,1285,9900
2015/07/01,1230,9755
2015/07/02,1252,9797
2015/07/03,1232,10000
2015/07/06,1270,9834
2015/07/07,1243,9828
2015/07/08,1190,9900
2015/07/09,1193,9921
2015/07/10,1193,9900
2015/07/13,1195,9688
2015/07/14,1205,9800
2015/07/15,1203,9700
2015/07/16,1277,9990
2015/07/17,1295,10090
2015/07/20,1257,10000
2015/07/21,1306,10354
2015/07/22,1320,10038
2015/07/23,1277,9811
2015/07/24,1230,9750
2015/07/27,1230,9600
2015/07/28,1204,9500
2015/07/29,1277,9635
2015/07/30,1251,9525
2015/07/31,1298,9548
2015/08/03,1228,9453
2015/08/04,1220,9500
2015/08/05,1210,9400
2015/08/06,1234,9230
2015/08/07,1236,9318
2015/08/11,1292,9315
2015/08/12,1235,9104
2015/08/13,1220,9050
2015/08/14,1218,9300
2015/08/17,1209,9403
2015/08/18,1257,9550
2015/08/19,1220,9500
2015/08/20,1299,9500
2015/08/21,1284,9500
2015/08/24,1234,9271
2015/08/25,1248,9300
2015/08/26,1202,9318
2015/08/27,1250,9415
2015/08/28,1275,9462
2015/08/31,1255,9500
2015/09/01,1299,9640
2015/09/02,1264,9859
2015/09/03,1264,9900
2015/09/04,1264,9950
2015/09/07,1179,9839
2015/09/08,1179,9880
2015/09/09,1163,9950
2015/09/10,1110,9910
2015/09/11,1144,10000
2015/09/14,1178,10249
2015/09/15,1245,10293
2015/09/16,1263,11114
2015/09/17,1260,10982
2015/09/18,1327,11330
2015/09/21,1307,11360
2015/09/22,1295,11326
2015/09/23,1245,11051
2015/09/25,1205,11050
2015/09/28,1169,10921
2015/09/29,1167,11065
2015/09/30,1170,11099
2015/10/01,1170,11177
2015/10/02,1255,11596
2015/10/05,1203,11861
2015/10/06,1165,11900
2015/10/07,1189,11831
2015/10/08,1209,12084
2015/10/09,1220,12500
2015/10/12,1180,12300
2015/10/13,1203,12035
2015/10/14,1115,12120
2015/10/15,1110,12034
2015/10/16,1069,12293
2015/10/19,1004,12791
2015/10/20,1051,12600
2015/10/21,1043,12801
2015/10/22,1088,12994
2015/10/23,1073,12890
2015/10/26,1075,13255
2015/10/27,1112,13100
2015/10/28,1101,13000
2015/10/29,1072,13090
2015/10/30,1048,12951
2015/11/02,1020,13350
2015/11/03,1030,13480
2015/11/04,1078,13425
2015/11/05,1004,12659
2015/11/06,981,12386
2015/11/09,973,12272
2015/11/10,933,12332
2015/11/11,977,12440
2015/11/12,927,12052
2015/11/13,920,12192
2015/11/16,966,12000
2015/11/17,957,12000
2015/11/18,949,12255
2015/11/19,936,12166
2015/11/20,927,12500
2015/11/23,932,12325
