Date,Harmony,GoldFields
2015/02/16,3100,5546
2015/02/17,2850,5321
2015/02/18,2836,5136
2015/02/19,2793,5236
2015/02/20,2839,5115
2015/02/23,2713,4994
2015/02/24,2710,5065
2015/02/25,2717,5138
2015/02/26,2780,5387
2015/02/27,2874,5426
2015/03/02,2910,5343
2015/03/03,2835,5124
2015/03/04,2676,5000
2015/03/05,2564,5000
2015/03/06,2416,4800
2015/03/09,2240,4430
2015/03/10,2240,4679
2015/03/11,2120,4637
2015/03/12,2114,4720
2015/03/13,2047,4570
2015/03/16,2053,4559
2015/03/17,2132,4840
2015/03/18,2099,4925
2015/03/19,2213,5254
2015/03/20,2364,5286
2015/03/23,2299,5309
2015/03/24,2242,5307
2015/03/25,2258,5300
2015/03/26,2317,5465
2015/03/27,2166,5259
2015/03/30,2101,5260
2015/03/31,2114,5132
2015/04/01,2207,4980
2015/04/02,2264,5055
2015/04/07,2379,5184
2015/04/08,2251,4960
2015/04/09,2120,4873
2015/04/10,2193,5050
2015/04/13,2190,5198
2015/04/14,2238,5281
2015/04/15,2316,5339
2015/04/16,2310,5129
2015/04/17,2280,5006
2015/04/20,2298,5135
2015/04/21,2434,5285
2015/04/22,2345,5289
2015/04/23,2350,5250
2015/04/24,2297,5141
2015/04/28,2395,5420
2015/04/29,2399,5413
2015/04/30,2280,5428
2015/05/04,2330,5337
2015/05/05,2337,5445
2015/05/06,2252,5096
2015/05/07,2050,4428
2015/05/08,2104,4386
2015/05/11,2085,4325
2015/05/12,2100,4359
2015/05/13,2119,4533
2015/05/14,2030,4508
2015/05/15,1959,4544
2015/05/18,1910,4557
2015/05/19,1800,4340
2015/05/20,1810,4175
2015/05/21,1792,4165
2015/05/22,1820,4114
2015/05/25,1800,4108
2015/05/26,1736,4025
2015/05/27,1692,4030
2015/05/28,1684,4055
2015/05/29,1795,4227
2015/06/01,1788,4156
2015/06/02,1759,4201
2015/06/03,1708,4160
2015/06/04,1655,3987
2015/06/05,1680,3938
2015/06/08,1636,3912
2015/06/09,1687,4000
2015/06/10,1705,4039
2015/06/11,1664,3992
2015/06/12,1672,3899
2015/06/15,1600,3891
2015/06/17,1649,3764
2015/06/18,1704,3863
2015/06/19,1691,3919
2015/06/22,1630,3797
2015/06/23,1585,3812
2015/06/24,1569,3822
2015/06/25,1612,3774
2015/06/26,1651,3900
2015/06/29,1705,4032
2015/06/30,1559,3896
2015/07/01,1565,3817
2015/07/02,1541,3706
2015/07/03,1490,3820
2015/07/06,1585,3915
2015/07/07,1566,4048
2015/07/08,1516,4000
2015/07/09,1473,3801
2015/07/10,1424,3803
2015/07/13,1414,3904
2015/07/14,1431,3866
2015/07/15,1459,3981
2015/07/16,1370,3929
2015/07/17,1376,3788
2015/07/20,1250,3435
2015/07/21,1273,3615
2015/07/22,1246,3650
2015/07/23,1262,3610
2015/07/24,1194,3455
2015/07/27,1300,3722
2015/07/28,1234,3427
2015/07/29,1255,3407
2015/07/30,1214,3445
2015/07/31,1200,3426
2015/08/03,1199,3245
2015/08/04,1167,3182
2015/08/05,1199,3228
2015/08/06,1162,3141
2015/08/07,1212,3272
2015/08/11,1270,3372
2015/08/12,1362,3771
2015/08/13,1300,3537
2015/08/14,1258,3451
2015/08/17,1284,3463
2015/08/18,1260,3618
2015/08/19,1245,3795
2015/08/20,1372,4365
2015/08/21,1340,4521
2015/08/24,1425,4740
2015/08/25,1218,4038
2015/08/26,1140,3699
2015/08/27,1125,3740
2015/08/28,1160,4140
2015/08/31,1128,4259
2015/09/01,1109,4016
2015/09/02,1032,3726
2015/09/03,1050,4040
2015/09/04,990,3886
2015/09/07,1039,3898
2015/09/08,1018,3985
2015/09/09,1003,3935
2015/09/10,972,4000
2015/09/11,899,3575
2015/09/14,1000,3638
2015/09/15,1048,3638
2015/09/16,1053,3615
2015/09/17,1131,3680
2015/09/18,1220,3732
2015/09/21,1058,3663
2015/09/22,915,3609
2015/09/23,900,3521
2015/09/25,941,3765
2015/09/28,885,3570
2015/09/29,911,3588
2015/09/30,863,3605
2015/10/01,855,3602
2015/10/02,873,3778
2015/10/05,902,3930
2015/10/06,924,4055
2015/10/07,873,3917
2015/10/08,938,3921
2015/10/09,952,3976
2015/10/12,1033,4080
2015/10/13,1022,4059
2015/10/14,1058,4130
2015/10/15,1091,4085
2015/10/16,1110,4070
2015/10/19,1025,3835
2015/10/20,1042,3868
2015/10/21,1015,3781
2015/10/22,1037,3801
2015/10/23,1025,3860
2015/10/26,1025,3930
2015/10/27,1056,3980
2015/10/28,1085,3969
2015/10/29,1017,3760
2015/10/30,984,3676
2015/11/02,991,3660
2015/11/03,1035,3770
2015/11/04,1020,3755
2015/11/05,1020,3645
2015/11/06,995,3450
2015/11/09,1020,3516
2015/11/10,1000,3475
2015/11/11,973,3393
2015/11/12,920,3468
2015/11/13,892,3329
2015/11/16,892,3350
2015/11/17,882,3160
2015/11/18,850,3100
2015/11/19,896,3626
2015/11/20,874,3645
2015/11/23,813,3488
