Date,GoldFields,AngloGold
2004/05/12,7160,22102
2004/05/13,7075,21800
2004/05/14,6957,21402
2004/05/17,7200,21697
2004/05/18,6930,20800
2004/05/19,7300,21800
2004/05/20,7249,22100
2004/05/21,7450,22400
2004/05/24,7190,22000
2004/05/25,7500,22620
2004/05/26,7600,22900
2004/05/27,7750,23363
2004/05/28,7610,23110
2004/05/31,7709,22800
2004/06/01,7530,22501
2004/06/02,7213,22100
2004/06/03,7135,21950
2004/06/04,6995,21550
2004/06/07,7121,22101
2004/06/08,7166,22150
2004/06/09,6915,21401
2004/06/10,6880,21100
2004/06/11,6700,20055
2004/06/14,6702,20401
2004/06/15,6606,20050
2004/06/17,6601,19626
2004/06/18,6701,20385
2004/06/21,6600,19798
2004/06/22,6760,20100
2004/06/23,6502,19999
2004/06/24,6830,20550
2004/06/25,6890,20500
2004/06/28,6849,20199
2004/06/29,6515,20000
2004/06/30,6531,20249
2004/07/01,6560,20199
2004/07/02,6450,20000
2004/07/05,6390,20300
2004/07/06,6311,20201
2004/07/07,6327,20300
2004/07/08,6265,20318
2004/07/09,6224,20620
2004/07/12,6150,20430
2004/07/13,6155,20388
2004/07/14,6101,20400
2004/07/15,6030,20400
2004/07/16,5872,20010
2004/07/19,5509,19100
2004/07/20,5550,18801
2004/07/21,5750,19395
2004/07/22,5750,19345
2004/07/23,5805,19550
2004/07/26,5840,19248
2004/07/27,5884,19330
2004/07/28,6151,19795
2004/07/29,6400,20399
2004/07/30,6461,20660
2004/08/02,6649,20900
2004/08/03,6718,21009
2004/08/04,6762,20800
2004/08/05,6699,20700
2004/08/06,6625,20580
2004/08/10,6570,20475
2004/08/11,6601,19900
2004/08/12,7201,20879
2004/08/13,7419,21600
2004/08/16,7700,22599
2004/08/17,7670,22350
2004/08/18,7725,22020
2004/08/19,8090,23300
2004/08/20,8355,24174
2004/08/23,8350,24320
2004/08/24,8200,23300
2004/08/25,8200,23600
2004/08/26,8150,23295
2004/08/27,8202,23406
2004/08/30,8269,23821
2004/08/31,8075,23500
2004/09/01,7970,23367
2004/09/02,7840,23110
2004/09/03,7700,23200
2004/09/06,7700,23300
2004/09/07,7470,22990
2004/09/08,7550,23100
2004/09/09,7625,23349
2004/09/10,7845,23695
2004/09/13,7800,23416
2004/09/14,7930,23685
2004/09/15,7950,24219
2004/09/16,8095,24159
2004/09/17,8130,24038
2004/09/20,8063,23733
2004/09/21,8264,24250
2004/09/22,8475,24405
2004/09/23,8358,24539
2004/09/27,8169,24055
2004/09/28,8474,24536
2004/09/29,8579,24650
2004/09/30,8750,24922
2004/10/01,8700,24750
2004/10/04,8628,23899
2004/10/05,8850,24200
2004/10/06,8900,24805
2004/10/07,9100,24863
2004/10/08,9385,25020
2004/10/11,9100,24875
2004/10/12,9140,24800
2004/10/13,8987,23580
2004/10/14,9089,23626
2004/10/15,9402,23900
2004/10/18,9200,23850
2004/10/19,9010,23551
2004/10/20,8850,23701
2004/10/21,9060,23301
2004/10/22,9200,23299
2004/10/25,9161,24049
2004/10/26,9160,24289
2004/10/27,9100,23979
2004/10/28,8650,22550
2004/10/29,8601,22650
2004/11/01,8603,22888
2004/11/02,8680,22400
2004/11/03,8685,22149
2004/11/04,8450,22848
2004/11/05,8500,22820
2004/11/08,8500,23895
2004/11/09,8500,23900
2004/11/10,8500,23800
2004/11/11,8816,24060
2004/11/12,8350,24499
2004/11/15,8452,25100
2004/11/16,8436,25100
2004/11/17,8906,25020
2004/11/18,8970,24874
2004/11/19,8908,24349
2004/11/22,8835,23903
2004/11/23,8570,23606
2004/11/24,8230,23100
2004/11/25,8251,22750
2004/11/26,8300,23000
2004/11/29,8086,23400
2004/11/30,8220,23345
2004/12/01,8175,23151
2004/12/02,8215,22995
2004/12/03,8090,22600
2004/12/06,7765,21750
2004/12/07,7782,21999
2004/12/08,7462,21599
2004/12/09,7528,21212
2004/12/10,7450,21160
2004/12/13,7429,20901
2004/12/14,7400,20975
2004/12/15,7498,21160
2004/12/17,7405,20840
2004/12/20,7349,20840
2004/12/21,7132,20790
2004/12/22,7150,20989
2004/12/23,7000,20999
2004/12/24,7000,20700
2004/12/28,7005,20800
2004/12/29,6978,20600
2004/12/30,6910,20427
2004/12/31,6950,19901
2005/01/03,7000,20325
2005/01/04,6990,20254
2005/01/05,7095,20250
2005/01/06,7700,20850
2005/01/07,7575,20601
2005/01/10,7521,20500
2005/01/11,7431,20352
2005/01/12,7553,20651
2005/01/13,7401,20101
2005/01/14,7300,19990
2005/01/17,7010,19502
2005/01/18,7091,19890
2005/01/19,6950,19703
2005/01/20,7116,19850
2005/01/21,7100,19771
2005/01/24,7085,19900
2005/01/25,6950,19306
2005/01/26,6742,19200
2005/01/27,6602,18711
2005/01/28,6631,19350
2005/01/31,6840,19569
2005/02/01,7010,19900
2005/02/02,6889,20394
2005/02/03,6800,20299
2005/02/04,6790,20001
2005/02/07,6790,20049
2005/02/08,6730,19552
2005/02/09,6791,19680
2005/02/10,6822,20501
2005/02/11,7025,21130
2005/02/14,7175,21005
2005/02/15,7040,21085
2005/02/16,6832,20930
2005/02/17,6763,20702
2005/02/18,6899,21055
2005/02/21,6926,21799
2005/02/22,6900,21100
2005/02/23,6781,21110
2005/02/24,6950,21150
2005/02/25,6900,20989
2005/02/28,6905,20800
2005/03/01,7000,20702
2005/03/02,6936,20820
2005/03/03,7150,21699
2005/03/04,7060,22000
2005/03/07,7051,21636
2005/03/08,7100,22000
2005/03/09,7255,22370
2005/03/10,7360,22649
2005/03/11,7352,22605
2005/03/14,7425,22645
2005/03/15,7525,22845
2005/03/16,7750,23350
2005/03/17,8141,23701
2005/03/18,7851,22900
2005/03/22,7670,22469
2005/03/23,7637,22300
2005/03/24,7475,21900
2005/03/29,7335,22060
2005/03/30,7125,21400
2005/03/31,7250,21600
2005/04/01,7165,21549
2005/04/04,7025,21700
2005/04/05,6955,21510
2005/04/06,6981,21406
2005/04/07,6856,21400
2005/04/08,6925,21511
2005/04/11,6930,21500
2005/04/12,6731,21300
2005/04/13,6605,21445
2005/04/14,6650,21649
2005/04/15,6710,21450
2005/04/18,6600,21150
2005/04/19,6755,21300
2005/04/20,6822,21720
2005/04/21,6645,21100
2005/04/22,6600,20700
2005/04/25,6230,20027
2005/04/26,6170,20770
2005/04/28,5935,19450
2005/04/29,6100,19500
2005/05/03,5988,19750
2005/05/04,5900,19695
2005/05/05,5795,19700
2005/05/06,5815,19270
2005/05/09,6100,19679
2005/05/10,6185,20005
2005/05/11,6090,19650
2005/05/12,6170,19800
2005/05/13,6150,19305
2005/05/16,6139,19740
2005/05/17,6301,20450
2005/05/18,6691,20875
2005/05/19,6381,20331
2005/05/20,6389,20500
2005/05/23,6630,20700
2005/05/24,6715,20661
2005/05/25,6909,20802
2005/05/26,7070,21427
2005/05/27,7285,21700
2005/05/30,7698,23000
2005/05/31,7401,22599
2005/06/01,7750,23801
2005/06/02,7790,24005
2005/06/03,7275,23775
2005/06/06,7220,23294
2005/06/07,6800,22479
2005/06/08,6860,22500
2005/06/09,6851,22390
2005/06/10,6985,22505
2005/06/13,7400,23995
2005/06/14,7366,23880
2005/06/15,7250,23749
2005/06/17,7390,23768
2005/06/20,7279,23580
2005/06/21,7197,23051
2005/06/22,7101,22651
2005/06/23,7304,23400
2005/06/24,7447,23700
2005/06/27,7260,23605
2005/06/28,7120,23525
2005/06/29,7460,24299
2005/06/30,7620,23950
2005/07/01,7700,24140
2005/07/04,7870,24320
2005/07/05,7870,24401
2005/07/06,7750,24601
2005/07/07,7880,24630
2005/07/08,7899,24600
2005/07/11,7900,24380
2005/07/12,7675,24219
2005/07/13,7805,24449
2005/07/14,7625,24330
2005/07/15,7299,24000
2005/07/18,7350,23824
2005/07/19,7338,23650
2005/07/20,7370,23803
2005/07/21,7210,23199
2005/07/22,7290,23900
2005/07/25,7310,23849
2005/07/26,7107,23299
2005/07/27,7099,22729
2005/07/28,7210,22800
2005/07/29,7199,22703
2005/08/01,7000,22524
2005/08/02,7000,22450
2005/08/03,7031,22600
2005/08/04,7302,23045
2005/08/05,7260,22559
2005/08/08,7067,22270
2005/08/10,6901,21951
2005/08/11,7075,22051
2005/08/12,7371,23010
2005/08/15,7637,23337
2005/08/16,7621,23501
2005/08/17,7496,23520
2005/08/18,7300,23155
2005/08/19,7290,23310
2005/08/22,7320,23125
2005/08/23,7251,23090
2005/08/24,7269,22925
2005/08/25,7060,22875
2005/08/26,7130,22701
2005/08/29,7189,22995
2005/08/30,7130,22652
2005/08/31,7370,22650
2005/09/01,7371,22780
2005/09/02,7300,23000
2005/09/05,7200,22751
2005/09/06,7345,23050
2005/09/07,7350,23000
2005/09/08,7325,23200
2005/09/09,7549,23905
2005/09/12,7600,24600
2005/09/13,7460,24550
2005/09/14,7704,24995
2005/09/15,8205,25527
2005/09/16,8700,27000
2005/09/19,8997,27870
2005/09/20,8881,27400
2005/09/21,9050,27785
2005/09/22,8674,27300
2005/09/23,8490,26850
2005/09/26,8685,27045
2005/09/27,8935,27501
2005/09/28,8845,26770
2005/09/29,9372,27600
2005/09/30,9532,27590
2005/10/03,9261,26840
2005/10/04,9385,27125
2005/10/05,9110,26815
2005/10/06,9419,27100
2005/10/07,9550,27615
2005/10/10,9600,28500
2005/10/11,9450,28600
2005/10/12,9560,28390
2005/10/13,8901,27100
2005/10/14,8800,26520
2005/10/17,9234,27720
2005/10/18,9400,27810
2005/10/19,8960,27410
2005/10/20,8820,27050
2005/10/21,8660,26480
2005/10/24,9093,27500
2005/10/25,9255,28545
2005/10/26,9235,28785
2005/10/27,8800,27545
2005/10/28,8860,26305
2005/10/31,9030,26750
2005/11/01,8798,26290
2005/11/02,8840,26190
2005/11/03,8995,26595
2005/11/04,8900,26295
2005/11/07,9156,26414
2005/11/08,8900,26110
2005/11/09,9150,26590
2005/11/10,9790,27795
2005/11/11,9585,27595
2005/11/14,9897,28440
2005/11/15,9600,28348
2005/11/16,9571,28450
2005/11/17,10000,29300
2005/11/18,10190,28975
2005/11/21,10445,29160
2005/11/22,10550,29505
2005/11/23,10106,28435
2005/11/24,10339,27949
2005/11/25,10318,28606
2005/11/28,10310,28405
2005/11/29,10101,27806
2005/11/30,9925,27845
2005/12/01,9930,27735
2005/12/02,10094,27895
2005/12/05,9810,27401
2005/12/06,9644,27444
2005/12/07,10201,28739
2005/12/08,10475,29600
2005/12/09,10890,30355
2005/12/12,11189,30595
2005/12/13,10520,29006
2005/12/14,10710,29197
2005/12/15,10680,29889
2005/12/19,11099,30750
2005/12/20,10809,29700
2005/12/21,10465,29500
2005/12/22,10769,30695
2005/12/23,10805,31200
2005/12/27,11000,30945
2005/12/28,10921,30600
2005/12/29,11115,31099
2005/12/30,11180,31400
2006/01/03,11780,31790
2006/01/04,11925,32125
2006/01/05,11250,31545
2006/01/06,11735,32010
2006/01/09,11800,32945
2006/01/10,11644,32500
2006/01/11,11700,32500
2006/01/12,11336,32306
2006/01/13,11690,32445
2006/01/16,12030,32715
2006/01/17,12149,33205
2006/01/18,12117,33095
2006/01/19,12440,33500
2006/01/20,12620,34000
2006/01/23,12455,33700
2006/01/24,12490,34400
2006/01/25,12974,35070
2006/01/26,13215,35205
2006/01/27,13650,37100
2006/01/30,13500,36900
2006/01/31,14200,37100
2006/02/01,14610,37545
2006/02/02,14680,37840
2006/02/03,14100,36380
2006/02/06,14210,37050
2006/02/07,14200,36375
2006/02/08,13645,35400
2006/02/09,14190,37175
2006/02/10,14050,36794
2006/02/13,13601,35600
2006/02/14,13250,34525
2006/02/15,13150,34000
2006/02/16,12702,32850
2006/02/17,13549,33600
2006/02/20,13750,32699
2006/02/21,13910,33025
2006/02/22,13861,33240
2006/02/23,14040,33100
2006/02/24,13850,32655
2006/02/27,14149,33200
2006/02/28,13500,31801
2006/03/02,13050,31206
2006/03/03,12750,32051
2006/03/06,12621,31450
2006/03/07,11950,30800
2006/03/08,11725,30800
2006/03/09,12000,30850
2006/03/10,11675,29500
2006/03/13,11940,30395
2006/03/14,12280,31000
2006/03/15,12500,31500
2006/03/16,12350,31500
2006/03/17,12400,31000
2006/03/20,12650,31300
2006/03/22,12550,30770
2006/03/23,12340,30400
2006/03/24,12590,30425
2006/03/27,12950,32300
2006/03/28,12900,32700
2006/03/29,12899,32500
2006/03/30,13549,33200
2006/03/31,13439,32800
2006/04/03,13775,33750
2006/04/04,13650,32595
2006/04/05,13720,32321
2006/04/06,13945,32550
2006/04/07,13798,32290
2006/04/10,13600,31502
2006/04/11,13955,31700
2006/04/12,13735,30605
2006/04/13,14120,30900
2006/04/18,14771,31900
2006/04/19,15001,32277
2006/04/20,14825,31999
2006/04/21,14999,31960
2006/04/24,15000,31900
2006/04/25,15135,32250
2006/04/26,15361,32800
2006/04/28,15126,32601
2006/05/02,15321,33109
2006/05/03,15140,32920
2006/05/04,15099,34017
2006/05/05,14610,33700
2006/05/08,13970,32389
2006/05/09,14375,33600
2006/05/10,15100,34600
2006/05/11,15900,34595
2006/05/12,15994,34400
2006/05/15,14606,32205
2006/05/16,14500,31500
2006/05/17,14910,32200
2006/05/18,14700,31980
2006/05/19,13790,30580
2006/05/22,13051,30000
2006/05/23,13735,31040
2006/05/24,13305,30000
2006/05/25,13440,30422
2006/05/26,13780,30500
2006/05/29,13900,30800
2006/05/30,14314,31006
2006/05/31,14750,30900
2006/06/01,13940,30225
2006/06/02,13925,31400
2006/06/05,14051,31650
2006/06/06,13070,29651
2006/06/07,12717,28801
2006/06/08,11800,27420
2006/06/09,12491,28143
2006/06/12,12250,27702
2006/06/13,11081,25751
2006/06/14,11599,27474
2006/06/15,11975,27675
2006/06/19,12311,29799
2006/06/20,12510,29910
2006/06/21,13680,30855
2006/06/22,14700,31750
2006/06/23,14760,32575
2006/06/26,15250,33350
2006/06/27,15160,33250
2006/06/28,14900,32299
2006/06/29,15490,32625
2006/06/30,16200,35499
2006/07/03,16700,34910
2006/07/04,17160,35000
2006/07/05,16560,34000
2006/07/06,16800,34900
2006/07/07,17000,34880
2006/07/10,16746,34440
2006/07/11,16815,34925
2006/07/12,17380,36040
2006/07/13,16276,34101
2006/07/14,16561,34100
2006/07/17,16950,33800
2006/07/18,16660,33600
2006/07/19,16700,34750
2006/07/20,15900,34089
2006/07/21,14999,33154
2006/07/24,14200,32225
2006/07/25,14300,32425
2006/07/26,14450,33490
2006/07/27,14584,33500
2006/07/28,14200,32700
2006/07/31,14311,33175
2006/08/01,14405,33300
2006/08/02,15305,34800
2006/08/03,15233,34500
2006/08/04,14811,34511
2006/08/07,14500,33802
2006/08/08,14410,34300
2006/08/10,14495,34200
2006/08/11,14425,34240
2006/08/14,13632,33475
2006/08/15,13600,33499
2006/08/16,13785,34231
2006/08/17,13505,34100
2006/08/18,13125,33295
2006/08/21,14051,34600
2006/08/22,14700,35055
2006/08/23,14700,34401
2006/08/24,14750,34450
2006/08/25,14605,34000
2006/08/28,14250,33625
2006/08/29,13780,32425
2006/08/30,14146,32680
2006/08/31,14000,32689
2006/09/01,14575,33050
2006/09/04,14680,33600
2006/09/05,15240,33950
2006/09/06,15926,35053
2006/09/07,15020,33050
2006/09/08,14500,32375
2006/09/11,13490,29916
2006/09/12,13100,29680
2006/09/13,12901,29300
2006/09/14,13075,29532
2006/09/15,12779,29000
2006/09/18,12611,29000
2006/09/19,13120,28700
2006/09/20,13280,28700
2006/09/21,13121,28990
2006/09/22,13710,29475
2006/09/26,13940,29699
2006/09/27,14098,29550
2006/09/28,14015,29495
2006/09/29,13749,29120
2006/10/02,14325,29690
2006/10/03,13702,28422
2006/10/04,13772,28506
2006/10/05,13900,29125
2006/10/06,13829,29075
2006/10/09,13896,29500
2006/10/10,13636,29295
2006/10/11,13340,29200
2006/10/12,12906,28650
2006/10/13,12940,29200
2006/10/16,12919,29000
2006/10/17,12880,29216
2006/10/18,12980,29625
2006/10/19,12765,29260
2006/10/20,12801,30300
2006/10/23,12880,30740
2006/10/24,13052,31465
2006/10/25,13353,32041
2006/10/26,12961,31690
2006/10/27,12465,31074
2006/10/30,12720,31975
2006/10/31,12200,31260
2006/11/01,12540,31475
2006/11/02,12610,31600
2006/11/03,12899,31800
2006/11/06,13185,32250
2006/11/07,13173,31725
2006/11/08,13088,32100
2006/11/09,12790,31825
2006/11/10,13020,32250
2006/11/13,12746,31460
2006/11/14,12936,32225
2006/11/15,12513,31740
2006/11/16,12260,31605
2006/11/17,11940,30251
2006/11/20,12349,31699
2006/11/21,12450,32200
2006/11/22,12502,32701
2006/11/23,12075,32600
2006/11/24,12610,33550
2006/11/27,12550,33695
2006/11/28,12925,33750
2006/11/29,12850,33566
2006/11/30,13285,34350
2006/12/01,13502,34555
2006/12/04,13801,34100
2006/12/05,13600,33700
2006/12/06,13145,32999
2006/12/07,12888,32374
2006/12/08,12850,33398
2006/12/11,12600,33000
2006/12/12,12449,32280
2006/12/13,12470,32300
2006/12/14,12598,32587
2006/12/15,12400,32500
2006/12/18,12801,32450
2006/12/19,12810,32202
2006/12/20,13055,32280
2006/12/21,13169,32450
2006/12/22,12866,31845
2006/12/27,13150,33010
2006/12/28,13350,33399
2006/12/29,13275,32999
2007/01/02,13499,33600
2007/01/03,13150,32800
2007/01/04,12570,32130
2007/01/05,12310,31750
2007/01/09,12475,32551
2007/01/10,12300,32301
2007/01/11,12405,32440
2007/01/12,12310,32201
2007/01/15,12380,32610
2007/01/16,12199,32609
2007/01/17,12155,32801
2007/01/18,12205,33451
2007/01/19,11900,32199
2007/01/22,11950,32500
2007/01/23,12375,33170
2007/01/24,12600,34130
2007/01/25,12626,34699
2007/01/26,12106,33880
2007/01/29,11850,34140
2007/01/30,11700,33650
2007/01/31,12121,34200
2007/02/01,12199,34500
2007/02/02,12000,34200
2007/02/05,12016,33850
2007/02/06,12241,34000
2007/02/07,12199,34000
2007/02/08,11950,33850
2007/02/09,12450,34850
2007/02/12,12625,35230
2007/02/13,12413,34899
2007/02/14,12550,34650
2007/02/15,12575,34300
2007/02/16,12560,33950
2007/02/19,12500,33741
2007/02/20,12255,33105
2007/02/21,12300,33105
2007/02/22,12875,33500
2007/02/23,13250,33400
2007/02/26,13250,33500
2007/02/27,12785,32300
2007/02/28,12496,31500
2007/03/01,12406,31201
2007/03/02,12420,31780
2007/03/05,12306,30600
2007/03/06,12500,31412
2007/03/07,12475,31200
2007/03/08,12580,31425
2007/03/09,12550,31700
2007/03/12,12625,31700
2007/03/13,12685,32050
2007/03/14,12500,31350
2007/03/15,12675,32199
2007/03/16,12780,32800
2007/03/19,12950,33400
2007/03/20,13100,33090
2007/03/22,13055,33038
2007/03/23,13020,33016
2007/03/26,12950,32700
2007/03/27,13100,32422
2007/03/28,13430,33010
2007/03/29,13333,32479
2007/03/30,13450,32500
2007/04/02,13670,32611
2007/04/03,13750,33352
2007/04/04,13700,33200
2007/04/05,13700,32975
2007/04/10,13720,33200
2007/04/11,14200,33461
2007/04/12,14000,33600
2007/04/13,14200,34600
2007/04/16,14174,34924
2007/04/17,14000,34095
2007/04/18,13630,33750
2007/04/19,13330,33189
2007/04/20,13400,33599
2007/04/23,13305,33385
2007/04/24,13035,32575
2007/04/25,13060,31990
2007/04/26,12924,31998
2007/04/30,12801,31531
2007/05/02,12800,31606
2007/05/03,12600,31100
2007/05/04,12650,31100
2007/05/07,12515,30975
2007/05/08,12250,30302
2007/05/09,12220,30400
2007/05/10,12175,30500
2007/05/11,12100,30026
2007/05/14,11682,29601
2007/05/15,12000,30099
2007/05/16,11950,29700
2007/05/17,11925,29501
2007/05/18,12145,30200
2007/05/21,12200,30500
2007/05/22,12200,30475
2007/05/23,12400,30455
2007/05/24,12525,30500
2007/05/25,12300,29921
2007/05/28,12050,29400
2007/05/29,12100,29525
2007/05/30,12090,29100
2007/05/31,12052,29205
2007/06/01,12227,30100
2007/06/04,12200,30725
2007/06/05,12150,30700
2007/06/06,11895,30106
2007/06/07,11775,29750
2007/06/08,11425,29006
2007/06/11,11685,29624
2007/06/12,11352,29075
2007/06/13,11510,29175
2007/06/14,11580,29160
2007/06/15,11721,29025
2007/06/18,11575,29100
2007/06/19,11450,28630
2007/06/20,11700,28661
2007/06/21,11750,28099
2007/06/22,11700,27700
2007/06/25,11699,27405
2007/06/26,11472,26926
2007/06/27,11150,26800
2007/06/28,11000,26585
2007/06/29,10940,26710
2007/07/02,11050,26700
2007/07/03,11000,26655
2007/07/04,10720,26599
2007/07/05,10900,26600
2007/07/06,11090,27875
2007/07/09,11425,28638
2007/07/10,11460,29220
2007/07/11,11360,29095
2007/07/12,11725,29875
2007/07/13,12000,30110
2007/07/16,12155,30087
2007/07/17,12100,30101
2007/07/18,12275,30799
2007/07/19,12389,30654
2007/07/20,12500,31450
2007/07/23,12241,31050
2007/07/24,12150,31045
2007/07/25,11875,30040
2007/07/26,11810,29992
2007/07/27,11572,29101
2007/07/30,11680,29620
2007/07/31,11739,30122
2007/08/01,11209,29271
2007/08/02,11250,29250
2007/08/03,11145,28800
2007/08/06,10600,27250
2007/08/07,10465,27000
2007/08/08,11005,27200
2007/08/10,10914,26600
2007/08/13,10730,26980
2007/08/14,10625,26867
2007/08/15,10890,26900
2007/08/16,10575,26349
2007/08/17,10434,26175
2007/08/20,10400,26900
2007/08/21,10345,26900
2007/08/22,10560,26950
2007/08/23,10625,27598
2007/08/24,10655,27076
2007/08/27,10580,27332
2007/08/28,10750,27005
2007/08/29,10675,27050
2007/08/30,10678,27549
2007/08/31,10950,27921
2007/09/03,11100,28950
2007/09/04,11190,29205
2007/09/05,11240,29095
2007/09/06,11400,29300
2007/09/07,11860,30701
2007/09/10,11811,30000
2007/09/11,12025,30000
2007/09/12,12145,31169
2007/09/13,12060,31795
2007/09/14,12038,32000
2007/09/17,11950,32200
2007/09/18,11940,32499
2007/09/19,12399,33033
2007/09/20,12875,33330
2007/09/21,12700,33249
2007/09/25,12200,32599
2007/09/26,12400,31825
2007/09/27,12490,32190
2007/09/28,12415,32620
2007/10/01,12126,30350
2007/10/02,12070,30201
2007/10/03,12025,29955
2007/10/04,12060,30699
2007/10/05,12298,30350
2007/10/08,12130,30320
2007/10/09,12376,30200
2007/10/10,12595,30111
2007/10/11,12700,30300
2007/10/12,12640,30280
2007/10/15,12779,30374
2007/10/16,12650,29601
2007/10/17,12400,29875
2007/10/18,12090,29775
2007/10/19,12201,29795
2007/10/22,11710,29125
2007/10/23,11980,29625
2007/10/24,11760,29470
2007/10/25,11850,30249
2007/10/26,11640,29525
2007/10/29,11800,29700
2007/10/30,11655,29540
2007/10/31,11688,30399
2007/11/01,11301,29270
2007/11/02,11250,27910
2007/11/05,11385,28000
2007/11/06,11500,29210
2007/11/07,11902,30000
2007/11/08,12500,30649
2007/11/09,12550,31180
2007/11/12,12290,31291
2007/11/13,12101,31400
2007/11/14,12300,31515
2007/11/15,11899,30500
2007/11/16,11740,29900
2007/11/19,11659,28950
2007/11/20,11600,29500
2007/11/21,11550,29700
2007/11/22,11500,30299
2007/11/23,11700,30399
2007/11/26,11905,31497
2007/11/27,12000,31850
2007/11/28,11550,31583
2007/11/29,11600,31895
2007/11/30,11509,33800
2007/12/03,11215,33190
2007/12/04,11448,32825
2007/12/05,11422,32755
2007/12/06,10967,31290
2007/12/07,10639,30599
2007/12/10,10470,29601
2007/12/11,10742,30748
2007/12/12,10600,29800
2007/12/13,10390,29530
2007/12/14,10031,29300
2007/12/18,9890,29117
2007/12/19,9800,28200
2007/12/20,9358,28500
2007/12/21,9881,29356
2007/12/24,10190,30099
2007/12/27,10111,29800
2007/12/28,9867,29149
2007/12/31,9900,29300
2008/01/02,10150,29810
2008/01/03,10880,31852
2008/01/04,11206,31575
2008/01/07,11080,31650
2008/01/08,11550,33449
2008/01/09,11725,33700
2008/01/10,11820,33824
2008/01/11,11975,34699
2008/01/14,12100,34400
2008/01/15,11800,33610
2008/01/16,11425,32450
2008/01/17,11900,33599
2008/01/18,11550,31010
2008/01/21,10601,29800
2008/01/22,11132,30510
2008/01/23,11000,29901
2008/01/24,11788,31400
2008/01/25,10788,30299
2008/01/28,10380,29900
2008/01/29,10700,29890
2008/01/30,11075,30800
2008/01/31,11219,31190
2008/02/01,10900,31290
2008/02/04,10050,30051
2008/02/05,10200,29699
2008/02/06,10695,30400
2008/02/07,10600,29899
2008/02/08,10605,28300
2008/02/11,10520,26850
2008/02/12,10500,26850
2008/02/13,10285,26500
2008/02/14,10290,26250
2008/02/15,10201,25700
2008/02/18,10400,25800
2008/02/19,10465,26600
2008/02/20,11000,27005
2008/02/21,11900,28200
2008/02/22,11556,28050
2008/02/25,10875,26700
2008/02/26,10625,26060
2008/02/27,10650,25801
2008/02/28,10768,26705
2008/02/29,10950,28350
2008/03/03,11625,28800
2008/03/04,11800,29200
2008/03/05,11785,28900
2008/03/06,12250,29575
2008/03/07,12763,29500
2008/03/10,12250,28200
2008/03/11,12200,28050
2008/03/12,12225,27500
2008/03/13,13087,27201
2008/03/14,13165,27405
2008/03/17,13500,27745
2008/03/18,12900,27230
2008/03/19,12415,26750
