Date,Coronation,Brait
2009/01/23,430,1285
2009/01/26,425,1285
2009/01/27,440,1260
2009/01/28,445,1260
2009/01/29,450,1235
2009/01/30,450,1235
2009/02/02,450,1235
2009/02/03,450,1272
2009/02/04,440,1201
2009/02/05,440,1250
2009/02/06,445,1200
2009/02/09,450,1150
2009/02/10,440,1135
2009/02/11,440,1114
2009/02/12,440,1120
2009/02/13,430,1105
2009/02/16,425,1075
2009/02/17,425,1050
2009/02/18,430,1060
2009/02/19,435,1080
2009/02/20,430,1058
2009/02/23,431,1100
2009/02/24,430,1100
2009/02/25,431,1130
2009/02/26,435,1160
2009/02/27,440,1143
2009/03/02,440,1143
2009/03/03,435,1150
2009/03/04,435,1150
2009/03/05,435,1130
2009/03/06,435,1110
2009/03/09,435,1100
2009/03/10,440,1083
2009/03/11,450,1050
2009/03/12,460,1000
2009/03/13,460,1034
2009/03/16,466,1010
2009/03/17,459,1000
2009/03/18,450,975
2009/03/19,460,975
2009/03/20,451,970
2009/03/23,451,950
2009/03/24,460,950
2009/03/25,500,935
2009/03/26,500,950
2009/03/27,490,1000
2009/03/30,475,1070
2009/03/31,490,1050
2009/04/01,490,1100
2009/04/02,500,1099
2009/04/03,519,1060
2009/04/06,500,1090
2009/04/07,500,1090
2009/04/08,516,1106
2009/04/09,531,1130
2009/04/14,551,1200
2009/04/15,550,1200
2009/04/16,560,1179
2009/04/17,560,1200
2009/04/20,560,1201
2009/04/21,570,1190
2009/04/23,569,1190
2009/04/24,560,1250
2009/04/28,560,1250
2009/04/29,570,1220
2009/04/30,570,1200
2009/05/04,580,1220
2009/05/05,580,1220
2009/05/06,560,1269
2009/05/07,560,1282
2009/05/08,560,1282
2009/05/11,560,1250
2009/05/12,559,1310
2009/05/13,535,1300
2009/05/14,500,1250
2009/05/15,510,1250
2009/05/18,520,1250
2009/05/19,521,1250
2009/05/20,540,1250
2009/05/21,530,1200
2009/05/22,530,1240
2009/05/25,525,1300
2009/05/26,525,1290
2009/05/27,525,1299
2009/05/28,525,1310
2009/05/29,527,1400
2009/06/01,546,1552
2009/06/02,550,1525
2009/06/03,550,1600
2009/06/04,550,1600
2009/06/05,550,1600
2009/06/08,560,1600
2009/06/09,565,1600
2009/06/10,570,1600
2009/06/11,600,1595
2009/06/12,610,1600
2009/06/15,610,1575
2009/06/17,590,1570
2009/06/18,590,1550
2009/06/19,590,1550
2009/06/22,588,1537
2009/06/23,590,1530
2009/06/24,570,1530
2009/06/25,580,1545
2009/06/26,590,1550
2009/06/29,610,1570
2009/06/30,611,1570
2009/07/01,610,1575
2009/07/02,620,1595
2009/07/03,625,1602
2009/07/06,625,1625
2009/07/07,640,1600
2009/07/08,640,1650
2009/07/09,625,1750
2009/07/10,630,1749
2009/07/13,612,1700
2009/07/14,630,1680
2009/07/15,670,1700
2009/07/16,655,1695
2009/07/17,653,1695
2009/07/20,665,1700
2009/07/21,665,1700
2009/07/22,663,1700
2009/07/23,656,1700
2009/07/24,670,1690
2009/07/27,661,1700
2009/07/28,661,1710
2009/07/29,660,1710
2009/07/30,670,1749
2009/07/31,680,1850
2009/08/03,680,1710
2009/08/04,670,1700
2009/08/05,670,1680
2009/08/06,685,1680
2009/08/07,694,1700
2009/08/11,720,1690
2009/08/12,695,1675
2009/08/13,700,1700
2009/08/14,705,1700
2009/08/17,700,1700
2009/08/18,700,1700
2009/08/19,705,1690
2009/08/20,709,1700
2009/08/21,715,1775
2009/08/24,715,1942
2009/08/25,720,1850
2009/08/26,735,1850
2009/08/27,740,1800
2009/08/28,760,1801
2009/08/31,760,1850
2009/09/01,760,1900
2009/09/02,753,1887
2009/09/03,760,1853
2009/09/04,750,1900
2009/09/07,750,1880
2009/09/08,770,1850
2009/09/09,750,1860
2009/09/10,730,1871
2009/09/11,732,1850
2009/09/14,730,1833
2009/09/15,740,1825
2009/09/16,750,1875
2009/09/17,762,1875
2009/09/18,740,1811
2009/09/21,741,1820
2009/09/22,760,1820
2009/09/23,745,1815
2009/09/25,780,1800
2009/09/28,775,1800
2009/09/29,770,1900
2009/09/30,770,1900
2009/10/01,760,1970
2009/10/02,740,1950
2009/10/05,740,1900
2009/10/06,745,1975
2009/10/07,727,1975
2009/10/08,750,1956
2009/10/09,725,1940
2009/10/12,725,1911
2009/10/13,721,1898
2009/10/14,750,1885
2009/10/15,750,1861
2009/10/16,750,1860
2009/10/19,755,1850
2009/10/20,750,1850
2009/10/21,760,1849
2009/10/22,770,1825
2009/10/23,775,1826
2009/10/26,770,1849
2009/10/27,769,1850
2009/10/28,760,1862
2009/10/29,850,1862
2009/10/30,807,1845
2009/11/02,800,1826
2009/11/03,790,1799
2009/11/04,790,1762
2009/11/05,800,1736
2009/11/06,800,1730
2009/11/09,800,1750
2009/11/10,825,1765
2009/11/11,840,1770
2009/11/12,830,1780
2009/11/13,830,1840
2009/11/16,830,1831
2009/11/17,826,1845
2009/11/18,830,1820
2009/11/19,880,1815
2009/11/20,850,1810
2009/11/23,861,1777
2009/11/24,867,1820
2009/11/25,867,1825
2009/11/26,830,1825
2009/11/27,830,1802
2009/11/30,835,1793
2009/12/01,857,1817
2009/12/02,850,1864
2009/12/03,856,1882
2009/12/04,899,1870
2009/12/07,860,1810
2009/12/08,830,1835
2009/12/09,820,1860
2009/12/10,830,1900
2009/12/11,860,1920
2009/12/14,863,1950
2009/12/15,865,1962
2009/12/17,880,1965
2009/12/18,865,1970
2009/12/21,865,2000
2009/12/22,890,2025
2009/12/23,885,2031
2009/12/24,884,2050
2009/12/28,870,2025
2009/12/29,870,2050
2009/12/30,875,2055
2009/12/31,875,2100
2010/01/04,885,2055
2010/01/05,870,2065
2010/01/06,870,2170
2010/01/07,880,2170
2010/01/08,950,2145
2010/01/11,940,2101
2010/01/12,915,2150
2010/01/13,900,2110
2010/01/14,890,2100
2010/01/15,900,2150
2010/01/18,885,2138
2010/01/19,900,2002
2010/01/20,900,2021
2010/01/21,900,2110
2010/01/22,890,2135
2010/01/25,885,2103
2010/01/26,850,2110
2010/01/27,890,2135
2010/01/28,870,2130
2010/01/29,890,2100
2010/02/01,870,2130
2010/02/02,890,2100
2010/02/03,890,2100
2010/02/04,890,2020
2010/02/05,859,2010
2010/02/08,850,2040
2010/02/09,850,2090
2010/02/10,840,2075
2010/02/11,850,1980
2010/02/12,850,2050
2010/02/15,860,2030
2010/02/16,860,2075
2010/02/17,850,2075
2010/02/18,850,2070
2010/02/19,850,2040
2010/02/22,870,2040
2010/02/23,890,2040
2010/02/24,885,1990
2010/02/25,885,1975
2010/02/26,885,2000
2010/03/01,890,2000
2010/03/02,880,2020
2010/03/03,890,2040
2010/03/04,900,2009
2010/03/05,909,2025
2010/03/08,925,2019
2010/03/09,920,2000
2010/03/10,920,2000
2010/03/11,920,2020
2010/03/12,920,1995
2010/03/15,920,2000
2010/03/16,920,2000
2010/03/17,940,1975
2010/03/18,925,2010
2010/03/19,925,2000
2010/03/23,945,2000
2010/03/24,945,2000
2010/03/25,950,2020
2010/03/26,952,1990
2010/03/29,965,2020
2010/03/30,975,2050
2010/03/31,974,2015
2010/04/01,970,2000
2010/04/06,975,1990
2010/04/07,975,1960
2010/04/08,960,1985
2010/04/09,970,1990
2010/04/12,995,2000
2010/04/13,976,2000
2010/04/14,995,2020
2010/04/15,1050,2000
2010/04/16,1049,2066
2010/04/19,1048,2050
2010/04/20,1050,2095
2010/04/21,1035,2130
2010/04/22,1044,2150
2010/04/23,1112,2150
2010/04/26,1150,2110
2010/04/28,1130,2103
2010/04/29,1150,2105
2010/04/30,1145,2080
2010/05/03,1140,2080
2010/05/04,1130,2110
2010/05/05,1120,2120
2010/05/06,1150,2200
2010/05/07,1110,2100
2010/05/10,1134,2200
2010/05/11,1145,2250
2010/05/12,1150,2300
2010/05/13,1150,2300
2010/05/14,1149,2300
2010/05/17,1150,2300
2010/05/18,1149,2299
2010/05/19,1149,2275
2010/05/20,1120,2100
2010/05/21,1118,2150
2010/05/24,1065,2160
2010/05/25,1040,2148
2010/05/26,1040,2150
2010/05/27,1047,2195
2010/05/28,1070,2250
2010/05/31,1065,2250
2010/06/01,1064,2274
2010/06/02,1080,2239
2010/06/03,1098,2220
2010/06/04,1098,2150
2010/06/07,1097,2200
2010/06/08,1085,2121
2010/06/09,1090,2150
2010/06/10,1070,2200
2010/06/11,1088,2220
2010/06/14,1084,2250
2010/06/15,1090,2339
2010/06/17,1090,2305
2010/06/18,1093,2305
2010/06/21,1097,2325
2010/06/22,1081,2325
2010/06/23,1110,2325
2010/06/24,1120,2330
2010/06/25,1120,2350
2010/06/28,1120,2355
2010/06/29,1100,2300
2010/06/30,1095,2305
2010/07/01,1122,2330
2010/07/02,1123,2340
2010/07/05,1122,2330
2010/07/06,1122,2300
2010/07/07,1125,2210
2010/07/08,1149,2300
2010/07/09,1148,2286
2010/07/12,1160,2300
2010/07/13,1200,2280
2010/07/14,1227,2280
2010/07/15,1230,2275
2010/07/16,1235,2300
2010/07/19,1235,2300
2010/07/20,1230,2290
2010/07/21,1250,2270
2010/07/22,1250,2270
2010/07/23,1250,2261
2010/07/26,1255,2275
2010/07/27,1260,2290
2010/07/28,1260,2279
2010/07/29,1265,2300
2010/07/30,1270,2300
2010/08/02,1270,2203
2010/08/03,1269,2190
2010/08/04,1245,2185
2010/08/05,1200,2131
2010/08/06,1240,2150
2010/08/10,1215,2135
2010/08/11,1250,2135
2010/08/12,1249,2179
2010/08/13,1248,2128
2010/08/16,1249,2130
2010/08/17,1245,2140
2010/08/18,1245,2103
2010/08/19,1245,2100
2010/08/20,1245,2100
2010/08/23,1260,2099
2010/08/24,1252,2080
2010/08/25,1255,2090
2010/08/26,1266,2100
2010/08/27,1260,2140
2010/08/30,1250,2150
2010/08/31,1275,2150
2010/09/01,1251,2150
2010/09/02,1280,2022
2010/09/03,1300,2039
2010/09/06,1290,2044
2010/09/07,1290,2006
2010/09/08,1290,2060
2010/09/09,1274,2045
2010/09/10,1270,2038
2010/09/13,1284,2090
2010/09/14,1297,2069
2010/09/15,1330,2055
2010/09/16,1347,2058
2010/09/17,1385,2070
2010/09/20,1385,2085
2010/09/21,1390,2123
2010/09/22,1395,2140
2010/09/23,1418,2139
2010/09/27,1490,2139
2010/09/28,1490,2100
2010/09/29,1485,2100
2010/09/30,1479,2100
2010/10/01,1478,2137
2010/10/04,1445,2150
2010/10/05,1437,2175
2010/10/06,1444,2220
2010/10/07,1435,2211
2010/10/08,1427,2281
2010/10/11,1471,2325
2010/10/12,1479,2375
2010/10/13,1500,2425
2010/10/14,1485,2425
2010/10/15,1450,2440
2010/10/18,1458,2440
2010/10/19,1507,2450
2010/10/20,1500,2424
2010/10/21,1515,2425
2010/10/22,1499,2424
2010/10/25,1480,2430
2010/10/26,1500,2450
2010/10/27,1501,2450
2010/10/28,1509,2480
2010/10/29,1500,2420
2010/11/01,1535,2380
2010/11/02,1516,2400
2010/11/03,1555,2460
2010/11/04,1600,2475
2010/11/05,1583,2485
2010/11/08,1630,2475
2010/11/09,1700,2485
2010/11/10,1710,2485
2010/11/11,1715,2483
2010/11/12,1720,2480
2010/11/15,1680,2502
2010/11/16,1682,2535
2010/11/17,1680,2520
2010/11/18,1712,2530
2010/11/19,1713,2510
2010/11/22,1730,2530
2010/11/23,1720,2523
2010/11/24,1720,2535
2010/11/25,1720,2528
2010/11/26,1750,2530
2010/11/29,1666,2449
2010/11/30,1688,2430
2010/12/01,1695,2377
2010/12/02,1695,2359
2010/12/03,1699,2350
2010/12/06,1695,2355
2010/12/07,1699,2349
2010/12/08,1700,2345
2010/12/09,1696,2345
2010/12/10,1713,2360
2010/12/13,1713,2380
2010/12/14,1740,2400
2010/12/15,1752,2385
2010/12/17,1870,2392
2010/12/20,1857,2399
2010/12/21,1875,2410
2010/12/22,1860,2420
2010/12/23,1832,2431
2010/12/24,1850,2440
2010/12/28,1879,2430
2010/12/29,1890,2421
2010/12/30,1872,2425
2010/12/31,1875,2420
2011/01/03,1875,2444
2011/01/04,1875,2450
2011/01/05,1848,2450
2011/01/06,1869,2449
2011/01/07,1845,2446
2011/01/10,1770,2450
2011/01/11,1740,2531
2011/01/12,1800,2675
2011/01/13,1811,2650
2011/01/14,1815,2607
2011/01/17,1815,2559
2011/01/18,1755,2515
2011/01/19,1795,2390
2011/01/20,1760,2297
2011/01/21,1770,2300
2011/01/24,1770,2220
2011/01/25,1780,2200
2011/01/26,1783,2300
2011/01/27,1791,2300
2011/01/28,1760,2275
2011/01/31,1746,2290
2011/02/01,1725,2342
2011/02/02,1748,2324
2011/02/03,1769,2320
2011/02/04,1738,2319
2011/02/07,1701,2298
2011/02/08,1703,2287
2011/02/09,1700,2300
2011/02/10,1650,2310
2011/02/11,1670,2315
2011/02/14,1699,2298
2011/02/15,1680,2282
2011/02/16,1666,2270
2011/02/17,1686,2243
2011/02/18,1700,2215
2011/02/21,1685,2200
2011/02/22,1660,2190
2011/02/23,1668,2150
2011/02/24,1659,2140
2011/02/25,1655,2150
2011/02/28,1655,2250
2011/03/01,1721,2200
2011/03/02,1691,2076
2011/03/03,1723,1870
2011/03/04,1725,1850
2011/03/07,1716,1799
2011/03/08,1705,1755
2011/03/09,1700,1875
2011/03/10,1670,1860
2011/03/11,1658,1900
2011/03/14,1645,1880
2011/03/15,1653,1820
2011/03/16,1676,1875
2011/03/17,1690,1880
2011/03/18,1605,1901
2011/03/22,1700,1910
2011/03/23,1698,1910
2011/03/24,1740,1900
2011/03/25,1733,1851
2011/03/28,1750,1870
2011/03/29,1760,1868
2011/03/30,1761,1875
2011/03/31,1780,1875
2011/04/01,1800,1890
2011/04/04,1806,1890
2011/04/05,1836,1861
2011/04/06,1840,1880
2011/04/07,1855,1880
2011/04/08,1856,1885
2011/04/11,1834,1885
2011/04/12,1828,1873
2011/04/13,1830,1882
2011/04/14,1845,1882
2011/04/15,1850,1880
2011/04/18,1855,1858
2011/04/19,1850,1849
2011/04/20,1850,1840
2011/04/21,1875,1870
2011/04/26,1875,1870
2011/04/28,1884,1870
2011/04/29,1900,1870
2011/05/03,1900,1869
2011/05/04,1895,1880
2011/05/05,1850,1865
2011/05/06,1865,1865
2011/05/09,1846,1856
2011/05/10,1875,1840
2011/05/11,1860,1840
2011/05/12,1879,1790
2011/05/13,1880,1689
2011/05/16,1882,1670
2011/05/17,1905,1660
2011/05/19,1907,1669
2011/05/20,1908,1649
2011/05/23,1881,1637
2011/05/24,1900,1646
2011/05/25,1900,1650
2011/05/26,1925,1655
2011/05/27,1935,1650
2011/05/30,1945,1654
2011/05/31,1965,1699
2011/06/01,1980,1653
2011/06/02,1975,1660
2011/06/03,1960,1660
2011/06/06,1885,1665
2011/06/07,1890,1667
2011/06/08,1882,1660
2011/06/09,1870,1684
2011/06/10,1864,1683
2011/06/13,1825,1680
2011/06/14,1830,1677
2011/06/15,1849,1673
2011/06/17,1900,1750
2011/06/20,1875,1680
2011/06/21,1883,1680
2011/06/22,1850,1670
2011/06/23,1820,1650
2011/06/24,1895,1670
2011/06/27,1880,1650
2011/06/28,1905,1659
2011/06/29,1932,1655
2011/06/30,1930,1654
2011/07/01,1970,1660
2011/07/04,1958,1660
2011/07/05,1960,1670
2011/07/06,1951,1695
2011/07/07,1979,1763
2011/07/08,1980,1785
2011/07/11,1980,1770
2011/07/12,1980,1760
2011/07/13,1990,1760
2011/07/14,2010,1760
2011/07/15,2020,1760
2011/07/18,2014,1750
2011/07/19,2010,1770
2011/07/20,2050,1768
2011/07/21,2060,1780
2011/07/22,2070,1786
2011/07/25,2070,1785
2011/07/26,2075,1786
2011/07/27,2076,1760
2011/07/28,2070,1769
2011/07/29,2002,1750
2011/08/01,2060,1750
2011/08/02,2090,1730
2011/08/03,2095,1745
2011/08/04,2035,1725
2011/08/05,2000,1700
2011/08/08,1930,1660
2011/08/10,2000,1679
2011/08/11,1976,1648
2011/08/12,1975,1690
2011/08/15,1998,1689
2011/08/16,2000,1712
2011/08/17,1996,1698
2011/08/18,1970,1685
2011/08/19,1940,1677
2011/08/22,1952,1684
2011/08/23,1901,1687
2011/08/24,1971,1665
2011/08/25,1987,1659
2011/08/26,1967,1661
2011/08/29,1984,1715
2011/08/30,1986,1725
2011/08/31,1990,1776
2011/09/01,2048,1759
2011/09/02,2000,1730
2011/09/05,2009,1714
2011/09/06,2004,1719
2011/09/07,2000,1719
2011/09/08,2018,1747
2011/09/09,2000,1750
2011/09/12,1988,1749
2011/09/13,1990,1747
2011/09/14,1999,1749
2011/09/15,1990,1757
2011/09/16,2007,1785
2011/09/19,1998,1747
2011/09/20,2000,1778
2011/09/21,2012,1775
2011/09/22,2000,1720
2011/09/23,1964,1732
2011/09/26,1975,1704
2011/09/27,1980,1740
2011/09/28,1996,1740
2011/09/29,1995,1745
2011/09/30,2000,1760
2011/10/03,1993,1757
2011/10/04,2000,1745
2011/10/05,1996,1799
2011/10/06,1994,1785
2011/10/07,1990,1815
2011/10/10,1997,1814
2011/10/11,1999,1815
2011/10/12,2005,1820
2011/10/13,2015,1829
2011/10/14,2015,1825
2011/10/17,2035,1830
2011/10/18,2050,1824
2011/10/19,2050,1833
2011/10/20,2065,1840
2011/10/21,2099,1839
2011/10/24,2150,1869
2011/10/25,2139,1879
2011/10/26,2185,1870
2011/10/27,2260,1876
2011/10/28,2248,1895
2011/10/31,2255,1900
2011/11/01,2245,1910
2011/11/02,2285,1924
2011/11/03,2280,1914
2011/11/04,2295,1907
2011/11/07,2285,1925
2011/11/08,2300,1955
2011/11/09,2335,1960
2011/11/10,2320,1959
2011/11/11,2325,1960
2011/11/14,2337,1943
2011/11/15,2330,1918
2011/11/16,2330,1899
2011/11/17,2369,1890
2011/11/18,2360,1875
2011/11/21,2313,1860
2011/11/22,2332,1850
2011/11/23,2340,1862
2011/12/02,2340,1862
2011/12/05,2340,1862
2011/12/06,2340,1862
2011/12/07,2340,1862
2011/12/08,2340,1862
2011/12/09,2340,1862
2011/12/12,2340,1862
2011/12/13,2283,1951
2011/12/14,2280,1952
2011/12/15,2155,2010
2011/12/19,2238,1945
2011/12/20,2275,1950
2011/12/21,2245,1940
2011/12/22,2250,1938
2011/12/23,2240,1968
2011/12/28,2250,1987
2011/12/29,2258,1988
2011/12/30,2270,1995
2012/01/03,2280,2010
2012/01/04,2300,1997
2012/01/05,2282,1982
2012/01/06,2300,1980
2012/01/09,2320,1988
2012/01/10,2300,1985
2012/01/11,2295,1986
2012/01/12,2300,1999
2012/01/13,2313,1990
2012/01/16,2319,1985
2012/01/17,2360,1976
2012/01/18,2435,1992
2012/01/19,2460,2010
2012/01/20,2500,2009
2012/01/23,2550,2003
2012/01/24,2525,2007
2012/01/25,2520,2005
2012/01/26,2534,1990
2012/01/27,2539,1996
2012/01/30,2450,1996
2012/01/31,2535,2000
2012/02/01,2557,2005
2012/02/02,2650,2004
2012/02/03,2710,2004
2012/02/06,2740,1998
2012/02/07,2720,1998
2012/02/08,2749,2001
2012/02/09,2693,2015
2012/02/10,2640,2030
2012/02/13,2690,2030
2012/02/14,2699,2030
2012/02/15,2750,2056
2012/02/16,2792,2075
2012/02/17,2800,2145
2012/02/20,2783,2165
2012/02/21,2792,2136
2012/02/22,2808,2129
2012/02/23,2820,2121
2012/02/24,2745,2140
2012/02/27,2799,2130
2012/02/28,2800,2118
2012/02/29,2745,2112
2012/03/01,2788,2107
2012/03/02,2779,2125
2012/03/05,2770,2118
2012/03/06,2720,2085
2012/03/07,2748,2090
2012/03/08,2755,2100
2012/03/09,2774,2106
2012/03/12,2775,2090
2012/03/13,2789,2091
2012/03/14,2791,2095
2012/03/15,2785,2080
2012/03/16,2800,2071
2012/03/19,2785,2082
2012/03/20,2782,2050
2012/03/22,2740,2050
2012/03/23,2745,2030
2012/03/26,2777,2062
2012/03/27,2785,2080
2012/03/28,2800,2078
2012/03/29,2820,2094
2012/03/30,2850,2081
2012/04/02,2855,2110
2012/04/03,2860,2146
2012/04/04,2850,2120
2012/04/05,2880,2110
2012/04/10,2880,2091
2012/04/11,2870,2110
2012/04/12,2875,2130
2012/04/13,2870,2140
2012/04/16,2890,2165
2012/04/17,2897,2216
2012/04/18,2900,2266
2012/04/19,2898,2295
2012/04/20,2905,2340
2012/04/23,2888,2333
2012/04/24,2820,2399
2012/04/25,2812,2425
2012/04/26,2900,2457
2012/04/30,2920,2435
2012/05/02,2949,2400
2012/05/03,2949,2383
2012/05/04,2950,2365
2012/05/07,2930,2399
2012/05/08,2936,2373
2012/05/09,2875,2351
2012/05/10,2889,2371
2012/05/11,2879,2360
2012/05/14,2892,2352
2012/05/15,2730,2360
2012/05/16,2700,2355
2012/05/17,2680,2390
2012/05/18,2625,2368
2012/05/21,2570,2366
2012/05/22,2630,2380
2012/05/23,2595,2350
2012/05/24,2590,2359
2012/05/25,2591,2423
2012/05/28,2608,2472
2012/05/29,2610,2480
2012/05/30,2612,2440
2012/05/31,2632,2469
2012/06/01,2620,2450
2012/06/04,2478,2435
2012/06/05,2450,2450
2012/06/06,2450,2450
2012/06/07,2500,2464
2012/06/08,2515,2462
2012/06/11,2560,2500
2012/06/12,2585,2540
2012/06/13,2560,2570
2012/06/14,2525,2640
2012/06/15,2620,2616
2012/06/18,2675,2650
2012/06/19,2688,2630
2012/06/20,2693,2650
2012/06/21,2700,2650
2012/06/22,2690,2623
2012/06/25,2686,2650
2012/06/26,2620,2585
2012/06/27,2620,2560
2012/06/28,2605,2500
2012/06/29,2767,2598
2012/07/02,2841,2585
2012/07/03,2956,2650
2012/07/04,2936,2660
2012/07/05,2950,2800
2012/07/06,2958,2752
2012/07/09,2910,2750
2012/07/10,2920,2835
2012/07/11,2915,2790
2012/07/12,2875,2775
2012/07/13,2890,2770
2012/07/16,2875,2800
2012/07/17,2875,2831
2012/07/18,2890,2862
2012/07/19,2885,2800
2012/07/20,2876,2792
2012/07/23,2830,2700
2012/07/24,2890,2800
2012/07/25,2889,2845
2012/07/26,2889,2842
2012/07/27,2950,2840
2012/07/30,2945,2850
2012/07/31,2944,2827
2012/08/01,2945,2780
2012/08/02,2925,2811
2012/08/03,2950,2860
2012/08/06,2940,2875
2012/08/07,3000,2890
2012/08/08,3014,2920
2012/08/10,3013,2899
2012/08/13,3003,2884
2012/08/14,3000,2830
2012/08/15,2990,2780
2012/08/16,3020,2817
2012/08/17,3000,2818
2012/08/20,2986,2821
2012/08/21,2977,2845
2012/08/22,2969,2840
2012/08/23,3000,2850
2012/08/24,3020,2840
2012/08/27,3020,2858
2012/08/28,3005,2850
2012/08/29,2965,2855
2012/08/30,2970,2874
2012/08/31,2955,2850
2012/09/03,3009,2867
2012/09/04,2991,2880
2012/09/05,2980,2863
2012/09/06,3000,2880
2012/09/07,3015,2873
2012/09/10,3012,2810
2012/09/11,3020,2860
2012/09/12,3031,2841
2012/09/13,3020,2895
2012/09/14,3086,2880
2012/09/17,3140,2863
2012/09/18,3155,2866
2012/09/19,3177,2860
2012/09/20,3165,2867
2012/09/21,3029,2892
2012/09/25,3071,2884
2012/09/26,3050,2890
2012/09/27,3063,2855
2012/09/28,3100,2940
2012/10/01,3050,2916
2012/10/02,3089,2971
2012/10/03,3106,3041
2012/10/04,3111,3030
2012/10/05,3175,3025
2012/10/08,3125,2948
2012/10/09,3137,2940
2012/10/10,3203,2982
2012/10/11,3302,3000
2012/10/12,3283,2986
2012/10/15,3289,3027
2012/10/16,3300,3133
2012/10/17,3300,3253
2012/10/18,3245,3319
2012/10/19,3268,3281
2012/10/22,3290,3380
2012/10/23,3295,3380
2012/10/24,3295,3400
2012/10/25,3299,3400
2012/10/26,3297,3365
2012/10/29,3275,3375
2012/10/30,3300,3485
2012/10/31,3345,3410
2012/11/01,3352,3622
2012/11/02,3350,3513
2012/11/05,3339,3510
2012/11/06,3365,3465
2012/11/07,3397,3470
2012/11/08,3402,3470
2012/11/09,3520,3476
2012/11/12,3575,3555
2012/11/13,3528,3587
2012/11/14,3565,3600
2012/11/15,3580,3572
2012/11/16,3575,3558
2012/11/19,3680,3544
2012/11/21,3778,3523
2012/11/22,3800,3530
2012/11/23,3825,3518
2012/11/24,3825,3518
2012/11/25,3825,3518
2012/11/26,3760,3570
2012/11/27,3811,3560
2012/11/28,3770,3550
2012/11/29,3724,3590
2012/11/30,3751,3530
2012/12/03,3694,3530
2012/12/04,3790,3585
2012/12/05,3730,3585
2012/12/06,3800,3664
2012/12/07,3780,3600
2012/12/10,3845,3611
2012/12/11,3860,3600
2012/12/12,3950,3620
2012/12/13,3998,3640
2012/12/14,4000,3700
2012/12/18,4010,3707
2012/12/19,4055,3813
2012/12/20,4025,3760
2012/12/21,4025,3684
2012/12/24,4070,3700
2012/12/27,4100,3722
2012/12/28,4069,3693
2012/12/31,3966,3674
2013/01/02,4100,3702
2013/01/03,4115,3700
2013/01/04,4113,3735
2013/01/07,4130,3790
2013/01/08,4134,3775
2013/01/09,4100,3844
2013/01/10,4055,3769
2013/01/11,4095,3800
2013/01/14,4138,3785
2013/01/15,4060,3620
2013/01/16,4057,3550
2013/01/17,4160,3548
2013/01/18,4280,3495
2013/01/21,4225,3469
2013/01/22,4219,3459
2013/01/23,4310,3408
2013/01/24,4460,3460
2013/01/25,4550,3393
2013/01/28,4650,3350
2013/01/29,4566,3183
2013/01/30,4470,3200
2013/01/31,4398,3200
2013/02/01,4400,3269
2013/02/04,4330,3215
2013/02/05,4339,3287
2013/02/06,4454,3320
2013/02/07,4514,3382
2013/02/08,4530,3424
2013/02/11,4558,3400
2013/02/12,4520,3350
2013/02/13,4571,3286
2013/02/14,4635,3280
2013/02/15,4680,3275
2013/02/18,4680,3270
2013/02/19,4731,3245
2013/02/20,4770,3250
2013/02/21,4693,3311
2013/02/22,4690,3328
2013/02/25,4700,3360
2013/02/26,4677,3295
2013/02/27,4620,3269
2013/02/28,4719,3236
2013/03/01,4825,3280
2013/03/04,4848,3271
2013/03/05,4850,3300
2013/03/06,4834,3335
2013/03/07,4794,3340
2013/03/08,4788,3377
2013/03/11,4787,3450
2013/03/12,4660,3350
2013/03/13,4700,3390
2013/03/14,4925,3383
2013/03/15,4714,3477
2013/03/18,4720,3430
2013/03/19,4725,3387
2013/03/20,4740,3415
2013/03/22,4748,3396
2013/03/25,4782,3492
2013/03/26,4845,3500
2013/03/27,4798,3500
2013/03/28,4800,3480
2013/04/02,4930,3575
2013/04/03,4914,3577
2013/04/04,4915,3583
2013/04/05,4781,3435
2013/04/08,4811,3540
2013/04/09,4747,3558
2013/04/10,4895,3620
2013/04/11,5000,3678
2013/04/12,5070,3617
2013/04/15,5105,3512
2013/04/16,5089,3564
2013/04/17,5013,3542
2013/04/18,5075,3500
2013/04/19,5100,3522
2013/04/22,5068,3525
2013/04/23,5106,3570
2013/04/24,5165,3666
2013/04/25,5250,3735
2013/04/26,5350,3700
2013/04/29,5365,3700
2013/04/30,5370,3666
2013/05/02,5540,3680
2013/05/03,5650,3691
2013/05/06,5571,3663
2013/05/07,5520,3699
2013/05/08,5542,3724
2013/05/09,5605,3775
2013/05/10,5798,3792
2013/05/13,5760,3800
2013/05/14,5750,3839
2013/05/15,5860,3879
2013/05/16,5739,3855
2013/05/17,5920,3800
2013/05/20,5835,3700
2013/05/21,6070,3791
2013/05/22,6117,3765
2013/05/23,6071,3657
2013/05/24,6210,3714
2013/05/27,6315,3760
2013/05/28,6482,3750
2013/05/29,6430,3700
2013/05/30,6470,3641
2013/05/31,6255,3499
2013/06/03,6080,3600
2013/06/04,6250,3680
2013/06/05,6175,3800
2013/06/06,5825,3848
2013/06/07,5877,3990
2013/06/10,5825,4060
2013/06/11,5655,3830
2013/06/12,5830,3850
2013/06/13,5972,3868
2013/06/14,6020,3930
2013/06/18,6115,4030
2013/06/19,6130,3995
2013/06/20,5785,3935
2013/06/21,6026,3920
2013/06/24,5845,3930
2013/06/25,6005,3900
