Date,Group5,M&R
2015/02/18,2630,1895
2015/02/19,2584,1883
2015/02/20,2640,1899
2015/02/23,2640,1889
2015/02/24,2545,1830
2015/02/25,2510,1785
2015/02/26,2490,1750
2015/02/27,2500,1739
2015/03/02,2514,1761
2015/03/03,2556,1720
2015/03/04,2559,1678
2015/03/05,2580,1600
2015/03/06,2580,1561
2015/03/09,2550,1540
2015/03/10,2520,1503
2015/03/11,2575,1460
2015/03/12,2566,1426
2015/03/13,2550,1434
2015/03/16,2530,1383
2015/03/17,2430,1410
2015/03/18,2365,1372
2015/03/19,2325,1398
2015/03/20,2455,1452
2015/03/23,2463,1515
2015/03/24,2360,1470
2015/03/25,2262,1429
2015/03/26,2237,1440
2015/03/27,2300,1423
2015/03/30,2471,1398
2015/03/31,2514,1369
2015/04/01,2490,1388
2015/04/02,2475,1364
2015/04/07,2475,1330
2015/04/08,2515,1314
2015/04/09,2612,1290
2015/04/10,2660,1280
2015/04/13,2638,1272
2015/04/14,2635,1290
2015/04/15,2639,1359
2015/04/16,2620,1340
2015/04/17,2600,1330
2015/04/20,2550,1315
2015/04/21,2547,1255
2015/04/22,2583,1225
2015/04/23,2560,1251
2015/04/24,2540,1292
2015/04/28,2585,1328
2015/04/29,2750,1326
2015/04/30,2740,1315
2015/05/04,2715,1320
2015/05/05,2809,1358
2015/05/06,2915,1411
2015/05/07,2915,1337
2015/05/08,3100,1336
2015/05/11,3110,1353
2015/05/12,3100,1385
2015/05/13,3025,1357
2015/05/14,3100,1409
2015/05/15,3000,1361
2015/05/18,2846,1361
2015/05/19,2869,1345
2015/05/20,2900,1354
2015/05/21,2960,1370
2015/05/22,2881,1350
2015/05/25,2850,1334
2015/05/26,2800,1308
2015/05/27,2918,1305
2015/05/28,2924,1300
2015/05/29,2800,1307
2015/06/01,2816,1347
2015/06/02,2840,1369
2015/06/03,2802,1328
2015/06/04,2886,1315
2015/06/05,2863,1357
2015/06/08,2800,1340
2015/06/09,2695,1363
2015/06/10,2720,1457
2015/06/11,2727,1438
2015/06/12,2690,1430
2015/06/15,2675,1435
2015/06/17,2710,1440
2015/06/18,2800,1426
2015/06/19,2880,1366
2015/06/22,2884,1392
2015/06/23,2899,1310
2015/06/24,2765,1310
2015/06/25,2800,1325
2015/06/26,2880,1330
2015/06/29,2800,1304
2015/06/30,2844,1285
2015/07/01,2810,1230
2015/07/02,2782,1252
2015/07/03,2783,1232
2015/07/06,2623,1270
2015/07/07,2670,1243
2015/07/08,2626,1190
2015/07/09,2485,1193
2015/07/10,2498,1193
2015/07/13,2450,1195
2015/07/14,2490,1205
2015/07/15,2515,1203
2015/07/16,2500,1277
2015/07/17,2482,1295
2015/07/20,2475,1257
2015/07/21,2490,1306
2015/07/22,2550,1320
2015/07/23,2523,1277
2015/07/24,2520,1230
2015/07/27,2200,1230
2015/07/28,2250,1204
2015/07/29,2250,1277
2015/07/30,2334,1251
2015/07/31,2350,1298
2015/08/03,2300,1228
2015/08/04,2285,1220
2015/08/05,2290,1210
2015/08/06,2260,1234
2015/08/07,2179,1236
2015/08/11,2200,1292
2015/08/12,2185,1235
2015/08/13,2123,1220
2015/08/14,2100,1218
2015/08/17,2175,1209
2015/08/18,2200,1257
2015/08/19,2249,1220
2015/08/20,2300,1299
2015/08/21,2290,1284
2015/08/24,2210,1234
2015/08/25,2200,1248
2015/08/26,2200,1202
2015/08/27,2224,1250
2015/08/28,2255,1275
2015/08/31,2230,1255
2015/09/01,2270,1299
2015/09/02,2227,1264
2015/09/03,2230,1264
2015/09/04,2198,1264
2015/09/07,2149,1179
2015/09/08,2143,1179
2015/09/09,2102,1163
2015/09/10,2055,1110
2015/09/11,2059,1144
2015/09/14,2149,1178
2015/09/15,2190,1245
2015/09/16,2147,1263
2015/09/17,2165,1260
2015/09/18,2055,1327
2015/09/21,2079,1307
2015/09/22,2000,1295
2015/09/23,2040,1245
2015/09/25,1990,1205
2015/09/28,1966,1169
2015/09/29,1950,1167
2015/09/30,1880,1170
2015/10/01,1910,1170
2015/10/02,1950,1255
2015/10/05,1975,1203
2015/10/06,2040,1165
2015/10/07,1951,1189
2015/10/08,2000,1209
2015/10/09,2050,1220
2015/10/12,2019,1180
2015/10/13,2000,1203
2015/10/14,2009,1115
2015/10/15,2008,1110
2015/10/16,2017,1069
2015/10/19,2085,1004
2015/10/20,2050,1051
2015/10/21,2104,1043
2015/10/22,2123,1088
2015/10/23,2120,1073
2015/10/26,2149,1075
2015/10/27,2170,1112
2015/10/28,2160,1101
2015/10/29,2165,1072
2015/10/30,2200,1048
2015/11/02,2159,1020
2015/11/03,2238,1030
2015/11/04,2245,1078
2015/11/05,2250,1004
2015/11/06,2318,981
2015/11/09,2250,973
2015/11/10,2125,933
2015/11/11,2200,977
2015/11/12,2143,927
2015/11/13,2101,920
2015/11/16,2045,966
2015/11/17,2070,957
2015/11/18,2119,949
2015/11/19,2070,936
2015/11/20,2100,927
2015/11/23,2119,932
