Date,Brait,SASFIN
2009/06/17,1570,2795
2009/06/18,1550,2770
2009/06/19,1550,2750
2009/06/22,1537,2750
2009/06/23,1530,2750
2009/06/24,1530,2750
2009/06/25,1545,2750
2009/06/26,1550,2750
2009/06/29,1570,2750
2009/06/30,1570,2625
2009/07/01,1575,2625
2009/07/02,1595,2625
2009/07/03,1602,2625
2009/07/06,1625,2615
2009/07/07,1600,2615
2009/07/08,1650,2615
2009/07/09,1750,2625
2009/07/10,1749,2700
2009/07/13,1700,2750
2009/07/14,1680,2811
2009/07/15,1700,3000
2009/07/16,1695,2975
2009/07/17,1695,2975
2009/07/20,1700,2975
2009/07/21,1700,3200
2009/07/22,1700,3170
2009/07/23,1700,3200
2009/07/24,1690,3200
2009/07/27,1700,3204
2009/07/28,1710,3240
2009/07/29,1710,3240
2009/07/30,1749,3280
2009/07/31,1850,3400
2009/08/03,1710,3450
2009/08/04,1700,3450
2009/08/05,1680,3500
2009/08/06,1680,3625
2009/08/07,1700,3600
2009/08/11,1690,3650
2009/08/12,1675,3601
2009/08/13,1700,3620
2009/08/14,1700,3650
2009/08/17,1700,3650
2009/08/18,1700,3620
2009/08/19,1690,3622
2009/08/20,1700,3650
2009/08/21,1775,3650
2009/08/24,1942,3620
2009/08/25,1850,3725
2009/08/26,1850,3726
2009/08/27,1800,3726
2009/08/28,1801,3726
2009/08/31,1850,3726
2009/09/01,1900,3800
2009/09/02,1887,3800
2009/09/03,1853,3800
2009/09/04,1900,3850
2009/09/07,1880,3850
2009/09/08,1850,3850
2009/09/09,1860,4150
2009/09/10,1871,4175
2009/09/11,1850,4100
2009/09/14,1833,4000
2009/09/15,1825,4099
2009/09/16,1875,4100
2009/09/17,1875,4250
2009/09/18,1811,4300
2009/09/21,1820,4300
2009/09/22,1820,4310
2009/09/23,1815,4370
2009/09/25,1800,4385
2009/09/28,1800,4200
2009/09/29,1900,4225
2009/09/30,1900,4350
2009/10/01,1970,4350
2009/10/02,1950,4295
2009/10/05,1900,4150
2009/10/06,1975,4150
2009/10/07,1975,4220
2009/10/08,1956,4175
2009/10/09,1940,4150
2009/10/12,1911,4200
2009/10/13,1898,4150
2009/10/14,1885,4150
2009/10/15,1861,4100
2009/10/16,1860,4100
2009/10/19,1850,4098
2009/10/20,1850,4097
2009/10/21,1849,3980
2009/10/22,1825,4000
2009/10/23,1826,3980
2009/10/26,1849,3900
2009/10/27,1850,3900
2009/10/28,1862,3750
2009/10/29,1862,3760
2009/10/30,1845,3800
2009/11/02,1826,3799
2009/11/03,1799,3799
2009/11/04,1762,3799
2009/11/05,1736,3799
2009/11/06,1730,3600
2009/11/09,1750,3799
2009/11/10,1765,3720
2009/11/11,1770,3720
2009/11/12,1780,3800
2009/11/13,1840,3701
2009/11/16,1831,4149
2009/11/17,1845,3990
2009/11/18,1820,3991
2009/11/19,1815,3991
2009/11/20,1810,3950
2009/11/23,1777,3925
2009/11/24,1820,3920
2009/11/25,1825,3933
2009/11/26,1825,4000
2009/11/27,1802,4000
2009/11/30,1793,4007
2009/12/01,1817,4011
2009/12/02,1864,4007
2009/12/03,1882,4008
2009/12/04,1870,3901
2009/12/07,1810,3850
2009/12/08,1835,3850
2009/12/09,1860,3850
2009/12/10,1900,4000
2009/12/11,1920,3860
2009/12/14,1950,3860
2009/12/15,1962,4000
2009/12/17,1965,4000
2009/12/18,1970,4000
2009/12/21,2000,3980
2009/12/22,2025,3980
2009/12/23,2031,3865
2009/12/24,2050,3865
2009/12/28,2025,3860
2009/12/29,2050,3750
2009/12/30,2055,3750
2009/12/31,2100,3900
2010/01/04,2055,3900
2010/01/05,2065,3890
2010/01/06,2170,3900
2010/01/07,2170,3900
2010/01/08,2145,3890
2010/01/11,2101,3900
2010/01/12,2150,3850
2010/01/13,2110,3750
2010/01/14,2100,3750
2010/01/15,2150,3750
2010/01/18,2138,3750
2010/01/19,2002,3750
2010/01/20,2021,3750
2010/01/21,2110,3750
2010/01/22,2135,3700
2010/01/25,2103,3700
2010/01/26,2110,3650
2010/01/27,2135,3625
2010/01/28,2130,3625
2010/01/29,2100,3552
2010/02/01,2130,3570
2010/02/02,2100,3650
2010/02/03,2100,3660
2010/02/04,2020,3660
2010/02/05,2010,3675
2010/02/08,2040,3675
2010/02/09,2090,3820
2010/02/10,2075,3800
2010/02/11,1980,3875
2010/02/12,2050,3750
2010/02/15,2030,3700
2010/02/16,2075,3700
2010/02/17,2075,3700
2010/02/18,2070,3700
2010/02/19,2040,3700
2010/02/22,2040,3700
2010/02/23,2040,3700
2010/02/24,1990,3750
2010/02/25,1975,3700
2010/02/26,2000,3700
2010/03/01,2000,3700
2010/03/02,2020,3700
2010/03/03,2040,3693
2010/03/04,2009,3700
2010/03/05,2025,3840
2010/03/08,2019,3800
2010/03/09,2000,3700
2010/03/10,2000,3650
2010/03/11,2020,3650
2010/03/12,1995,3600
2010/03/15,2000,3500
2010/03/16,2000,3500
2010/03/17,1975,3700
2010/03/18,2010,3750
2010/03/19,2000,3750
2010/03/23,2000,3730
2010/03/24,2000,3720
2010/03/25,2020,3720
2010/03/26,1990,3720
2010/03/29,2020,3800
2010/03/30,2050,3750
2010/03/31,2015,3800
2010/04/01,2000,3750
2010/04/06,1990,3650
2010/04/07,1960,3700
2010/04/08,1985,3700
2010/04/09,1990,3650
2010/04/12,2000,3740
2010/04/13,2000,3740
2010/04/14,2020,3685
2010/04/15,2000,3795
2010/04/16,2066,3700
2010/04/19,2050,3700
2010/04/20,2095,3685
2010/04/21,2130,3650
2010/04/22,2150,3670
2010/04/23,2150,3740
2010/04/26,2110,3900
2010/04/28,2103,3889
2010/04/29,2105,3889
2010/04/30,2080,3850
2010/05/03,2080,3750
2010/05/04,2110,3750
2010/05/05,2120,3750
2010/05/06,2200,3751
2010/05/07,2100,3725
2010/05/10,2200,3710
2010/05/11,2250,3740
2010/05/12,2300,3740
2010/05/13,2300,3750
2010/05/14,2300,3715
2010/05/17,2300,3715
2010/05/18,2299,3715
2010/05/19,2275,3715
2010/05/20,2100,3715
2010/05/21,2150,3715
2010/05/24,2160,3710
2010/05/25,2148,3710
2010/05/26,2150,3710
2010/05/27,2195,3846
2010/05/28,2250,3800
2010/05/31,2250,3710
2010/06/01,2274,3798
2010/06/02,2239,3740
2010/06/03,2220,3740
2010/06/04,2150,3710
2010/06/07,2200,3710
2010/06/08,2121,3710
2010/06/09,2150,3785
2010/06/10,2200,3740
2010/06/11,2220,3800
2010/06/14,2250,3800
2010/06/15,2339,3800
2010/06/17,2305,3712
2010/06/18,2305,3711
2010/06/21,2325,3711
2010/06/22,2325,3710
2010/06/23,2325,3800
2010/06/24,2330,3800
2010/06/25,2350,3799
2010/06/28,2355,3720
2010/06/29,2300,3788
2010/06/30,2305,3710
2010/07/01,2330,3710
2010/07/02,2340,3710
2010/07/05,2330,3710
2010/07/06,2300,3720
2010/07/07,2210,3710
2010/07/08,2300,3710
2010/07/09,2286,3710
2010/07/12,2300,3710
2010/07/13,2280,3711
2010/07/14,2280,3711
2010/07/15,2275,3710
2010/07/16,2300,3750
2010/07/19,2300,3710
2010/07/20,2290,3710
2010/07/21,2270,3710
2010/07/22,2270,3800
2010/07/23,2261,3711
2010/07/26,2275,3710
2010/07/27,2290,3710
2010/07/28,2279,3730
2010/07/29,2300,3730
2010/07/30,2300,3740
2010/08/02,2203,3750
2010/08/03,2190,3751
2010/08/04,2185,3750
2010/08/05,2131,3750
2010/08/06,2150,3750
2010/08/10,2135,3750
2010/08/11,2135,3750
2010/08/12,2179,3750
2010/08/13,2128,3750
2010/08/16,2130,3710
2010/08/17,2140,3750
2010/08/18,2103,3755
2010/08/19,2100,3715
2010/08/20,2100,3715
2010/08/23,2099,3715
2010/08/24,2080,3775
2010/08/25,2090,3770
2010/08/26,2100,3720
2010/08/27,2140,3720
2010/08/30,2150,3720
2010/08/31,2150,3720
2010/09/01,2150,3720
2010/09/02,2022,3720
2010/09/03,2039,3720
2010/09/06,2044,3720
2010/09/07,2006,3720
2010/09/08,2060,3620
2010/09/09,2045,3600
2010/09/10,2038,3600
2010/09/13,2090,3500
2010/09/14,2069,3500
2010/09/15,2055,3501
2010/09/16,2058,3550
2010/09/17,2070,3550
2010/09/20,2085,3550
2010/09/21,2123,3555
2010/09/22,2140,3749
2010/09/23,2139,3600
2010/09/27,2139,3600
2010/09/28,2100,3600
2010/09/29,2100,3650
2010/09/30,2100,3610
2010/10/01,2137,3610
2010/10/04,2150,3730
2010/10/05,2175,3730
2010/10/06,2220,3600
2010/10/07,2211,3600
2010/10/08,2281,3600
2010/10/11,2325,3600
2010/10/12,2375,3600
2010/10/13,2425,3650
2010/10/14,2425,3650
2010/10/15,2440,3650
2010/10/18,2440,3700
2010/10/19,2450,3700
2010/10/20,2424,3660
2010/10/21,2425,3662
2010/10/22,2424,3660
2010/10/25,2430,3700
2010/10/26,2450,3700
2010/10/27,2450,3700
2010/10/28,2480,3700
2010/10/29,2420,3705
2010/11/01,2380,3730
2010/11/02,2400,3730
2010/11/03,2460,3775
2010/11/04,2475,3800
2010/11/05,2485,3760
2010/11/08,2475,3800
2010/11/09,2485,3800
2010/11/10,2485,3900
2010/11/11,2483,3815
2010/11/12,2480,3750
2010/11/15,2502,3800
2010/11/16,2535,3800
2010/11/17,2520,3815
2010/11/18,2530,3801
2010/11/19,2510,3830
2010/11/22,2530,3830
2010/11/23,2523,3898
2010/11/24,2535,3950
2010/11/25,2528,3979
2010/11/26,2530,3949
2010/11/29,2449,3830
2010/11/30,2430,3850
2010/12/01,2377,3831
2010/12/02,2359,3835
2010/12/03,2350,3898
2010/12/06,2355,3898
2010/12/07,2349,3835
2010/12/08,2345,3835
2010/12/09,2345,3831
2010/12/10,2360,3831
2010/12/13,2380,3880
2010/12/14,2400,3831
2010/12/15,2385,3880
2010/12/17,2392,3800
2010/12/20,2399,3831
2010/12/21,2410,3831
2010/12/22,2420,3880
2010/12/23,2431,3860
2010/12/24,2440,3860
2010/12/28,2430,3850
2010/12/29,2421,3831
2010/12/30,2425,3831
2010/12/31,2420,3900
2011/01/03,2444,3831
2011/01/04,2450,3831
2011/01/05,2450,3835
2011/01/06,2449,3835
2011/01/07,2446,3870
2011/01/10,2450,3870
2011/01/11,2531,3850
2011/01/12,2675,3845
2011/01/13,2650,3860
2011/01/14,2607,3861
2011/01/17,2559,3900
2011/01/18,2515,3900
2011/01/19,2390,3900
2011/01/20,2297,3900
2011/01/21,2300,3900
2011/01/24,2220,3900
2011/01/25,2200,3900
2011/01/26,2300,3900
2011/01/27,2300,3900
2011/01/28,2275,3972
2011/01/31,2290,4200
2011/02/01,2342,4200
2011/02/02,2324,4199
