Date,Discovery,Liberty
2012/12/14,5900,11360
2012/12/18,6000,11391
2012/12/19,6030,11358
2012/12/20,6020,11444
2012/12/21,6040,11390
2012/12/24,6112,11250
2012/12/27,6138,11323
2012/12/28,6212,11200
2012/12/31,6219,11117
2013/01/02,6233,11301
2013/01/03,6200,11330
2013/01/04,6156,11441
2013/01/07,6065,11570
2013/01/08,6090,11490
2013/01/09,6205,11460
2013/01/10,6154,11350
2013/01/11,6187,11300
2013/01/14,6248,11400
2013/01/15,6181,11400
2013/01/16,6279,11451
2013/01/17,6250,11635
2013/01/18,6454,11660
2013/01/21,6362,11400
2013/01/22,6395,11365
2013/01/23,6413,11516
2013/01/24,6500,11550
2013/01/25,6629,11450
2013/01/28,6749,11475
2013/01/29,6642,11550
2013/01/30,6552,11500
2013/01/31,6624,11550
2013/02/01,6500,11650
2013/02/04,6400,11290
2013/02/05,6332,11280
2013/02/06,6335,11265
2013/02/07,6326,11401
2013/02/08,6335,11449
2013/02/11,6315,11673
2013/02/12,6458,11800
2013/02/13,6441,11800
2013/02/14,6485,11800
2013/02/15,6562,11770
2013/02/18,6530,11744
2013/02/19,6540,11700
2013/02/20,6540,11730
2013/02/21,6748,11560
2013/02/22,6860,11600
2013/02/25,7010,11600
2013/02/26,7070,11449
2013/02/27,7258,11500
2013/02/28,7510,11650
2013/03/01,7751,11875
2013/03/04,7496,11870
2013/03/05,7500,11900
2013/03/06,7570,11975
2013/03/07,7722,11943
2013/03/08,7600,11950
2013/03/11,7600,12020
2013/03/12,7620,12070
2013/03/13,7819,12150
2013/03/14,7900,12102
2013/03/15,7641,12356
2013/03/18,7600,12200
2013/03/19,7700,12240
2013/03/20,7790,12500
2013/03/22,7925,12189
2013/03/25,7935,11975
2013/03/26,7980,12200
2013/03/27,7850,12000
2013/03/28,7824,12000
2013/04/02,7799,11919
2013/04/03,7650,11850
2013/04/04,7600,11850
2013/04/05,7450,11651
2013/04/08,7669,11390
2013/04/09,7580,11169
2013/04/10,7745,11300
2013/04/11,7799,11290
2013/04/12,7820,11116
2013/04/15,7770,11070
2013/04/16,7871,11200
2013/04/17,7898,11300
2013/04/18,7925,11300
2013/04/19,7898,11595
2013/04/22,7889,11600
2013/04/23,7950,11600
2013/04/24,7900,11489
2013/04/25,7960,11529
2013/04/26,7980,11675
2013/04/29,7975,11770
2013/04/30,8174,11950
2013/05/02,8200,12300
2013/05/03,8451,11980
2013/05/06,8449,12000
2013/05/07,8153,11930
2013/05/08,8271,12500
2013/05/09,8239,12368
2013/05/10,8350,12550
2013/05/13,8621,12442
2013/05/14,8700,12447
2013/05/15,8499,12930
2013/05/16,8398,13018
2013/05/17,8400,13600
2013/05/20,8250,12810
2013/05/21,8451,13138
2013/05/22,8294,13116
2013/05/23,8051,12910
2013/05/24,7960,12750
2013/05/27,8248,12950
2013/05/28,8385,13267
2013/05/29,7990,13040
2013/05/30,8025,12601
2013/05/31,8100,12590
2013/06/03,8090,12300
2013/06/04,8271,12490
2013/06/05,8270,12550
2013/06/06,8016,12322
2013/06/07,8064,12487
2013/06/10,8050,12729
2013/06/11,7818,11903
2013/06/12,7815,11900
2013/06/13,7875,11600
2013/06/14,7999,11820
2013/06/18,8220,12350
2013/06/19,8134,12200
2013/06/20,7880,12073
2013/06/21,7830,11855
2013/06/24,7462,11200
2013/06/25,7818,11301
2013/06/26,8134,11521
2013/06/27,8250,11651
2013/06/28,8406,11994
2013/07/01,8594,12124
2013/07/02,8471,11990
2013/07/03,8217,11700
2013/07/04,8570,12045
2013/07/05,8261,11648
2013/07/08,8440,11567
2013/07/09,8650,11684
2013/07/10,8594,11578
2013/07/11,8660,11900
2013/07/12,8675,12100
2013/07/15,8651,12270
2013/07/16,8628,12281
2013/07/17,9200,12256
2013/07/18,8913,12305
2013/07/19,8719,12013
2013/07/22,8700,11895
2013/07/23,8903,12301
2013/07/24,8870,12196
2013/07/25,9000,12039
2013/07/26,8801,12100
2013/07/29,8955,12124
2013/07/30,8938,12250
2013/07/31,8925,12260
2013/08/01,9010,11900
2013/08/02,9100,11980
2013/08/05,9484,12000
2013/08/06,9515,11824
2013/08/07,9400,11700
2013/08/08,9451,11630
2013/08/12,9494,11840
2013/08/13,9506,12000
2013/08/14,9635,11893
2013/08/15,9600,11720
2013/08/16,9550,11660
2013/08/19,9540,11680
2013/08/20,9550,11625
2013/08/21,9530,11550
2013/08/22,9650,11400
2013/08/23,9755,11640
2013/08/26,9831,11569
2013/08/27,9505,11310
2013/08/28,8641,11300
2013/08/29,8230,11300
2013/08/30,8463,11500
2013/09/02,8430,11385
2013/09/03,8700,11525
2013/09/04,8350,11462
2013/09/05,8545,11678
2013/09/06,8575,11670
2013/09/09,8702,11615
2013/09/10,8899,11897
2013/09/11,8816,11935
2013/09/12,8720,12000
2013/09/13,8699,11997
2013/09/16,8571,11929
2013/09/17,8654,11852
2013/09/18,8550,11621
2013/09/19,8875,12270
2013/09/20,8791,11901
2013/09/23,8750,12027
2013/09/25,8724,12029
2013/09/26,8475,12000
2013/09/27,8300,11848
2013/09/30,8108,11700
2013/10/01,8155,11700
2013/10/02,8220,11700
2013/10/03,8200,12074
2013/10/04,8128,11986
2013/10/07,7975,11948
2013/10/08,7800,11790
2013/10/09,7800,11650
2013/10/10,8000,11690
2013/10/11,8000,11700
2013/10/14,8030,11750
2013/10/15,8199,11910
2013/10/16,8261,12167
2013/10/17,8224,12300
2013/10/18,8185,12447
2013/10/21,8244,12461
2013/10/22,8400,12290
2013/10/23,8300,12400
2013/10/24,8315,12497
2013/10/25,8400,12422
2013/10/28,8450,12499
2013/10/29,8500,12481
2013/10/30,8455,12475
2013/10/31,8500,12400
2013/11/01,8571,12355
2013/11/04,8412,12400
2013/11/05,8350,12455
2013/11/06,8356,12400
2013/11/07,8327,12400
2013/11/08,8100,12265
2013/11/11,8252,12400
2013/11/12,8311,12400
2013/11/13,8125,12200
2013/11/14,8206,12100
2013/11/15,8101,12100
2013/11/18,8160,12438
2013/11/19,8121,12200
2013/11/20,8210,12227
2013/11/21,8119,12221
2013/11/22,8115,12008
2013/11/25,8225,12099
2013/11/26,8051,12279
2013/11/27,8075,12370
2013/11/28,8090,12346
2013/11/29,8149,12330
2013/12/02,8245,12249
2013/12/03,8087,12268
2013/12/04,7980,12149
2013/12/05,7910,11890
2013/12/06,7988,11730
2013/12/09,7930,11681
2013/12/10,7800,11804
2013/12/11,7825,11620
2013/12/12,7805,11800
2013/12/13,7778,11903
2013/12/17,7890,11900
2013/12/18,7809,11912
2013/12/19,7910,12084
2013/12/20,7996,11919
2013/12/23,8165,12052
2013/12/24,8175,11950
2013/12/27,8330,12120
2013/12/30,8400,12250
2013/12/31,8450,12160
2014/01/02,8515,12200
2014/01/03,8401,12143
2014/01/06,8187,12100
2014/01/07,8450,12235
2014/01/08,8336,12166
2014/01/09,8130,12200
2014/01/10,8205,12300
2014/01/13,8230,12520
2014/01/14,8180,12590
2014/01/15,8219,12600
2014/01/16,8046,12625
2014/01/17,7940,12400
2014/01/20,8041,12300
2014/01/21,8200,12495
2014/01/22,8143,12477
2014/01/23,8205,12452
2014/01/24,8000,12400
2014/01/27,7946,12110
2014/01/28,7940,12030
2014/01/29,7770,11928
2014/01/30,7573,11500
2014/01/31,7500,11397
2014/02/03,7360,11275
2014/02/04,7110,11348
2014/02/05,7230,11399
2014/02/06,7230,11478
2014/02/07,7334,11700
2014/02/10,7500,11670
2014/02/11,7477,11775
2014/02/12,7793,11935
2014/02/13,7738,11947
2014/02/14,7805,11948
2014/02/17,7925,12150
2014/02/18,7925,12220
2014/02/19,7863,12136
2014/02/20,7750,12158
2014/02/21,7800,12035
2014/02/24,7755,12100
2014/02/25,7815,12020
2014/02/26,7790,12000
2014/02/27,7821,11870
2014/02/28,7944,12258
2014/03/03,7900,12050
2014/03/04,7940,12124
2014/03/05,7825,12190
2014/03/06,7845,12400
2014/03/07,7902,12350
2014/03/10,7932,12300
2014/03/11,7891,12297
2014/03/12,7750,12151
2014/03/13,7829,12339
2014/03/14,7750,12300
2014/03/17,7700,12451
2014/03/18,7800,12607
2014/03/19,7762,12426
2014/03/20,7834,12155
2014/03/24,7800,11918
2014/03/25,7875,12105
2014/03/26,7900,12180
2014/03/27,8085,12194
2014/03/28,8284,12547
2014/03/31,8437,12435
2014/04/01,8355,12447
2014/04/02,8467,12443
2014/04/03,8669,12415
2014/04/04,8875,12625
2014/04/07,8950,12872
2014/04/08,8935,12781
2014/04/09,8887,12979
2014/04/10,8800,13219
2014/04/11,8750,12909
2014/04/14,8801,12900
2014/04/15,8937,12900
2014/04/16,8877,12841
2014/04/17,8900,12986
2014/04/22,9000,13049
2014/04/23,8951,12987
2014/04/24,8953,12880
2014/04/25,9057,12902
2014/04/29,9089,12999
2014/04/30,9120,12603
2014/05/02,9200,13000
2014/05/05,9150,13020
2014/05/06,9171,12989
2014/05/08,9410,13100
2014/05/09,9315,13080
2014/05/12,9315,12900
2014/05/13,9400,13000
2014/05/14,9300,13000
2014/05/15,9201,12937
2014/05/16,9048,12995
2014/05/19,9321,12991
2014/05/20,9359,12872
2014/05/21,9203,12925
2014/05/22,9345,13180
2014/05/23,9330,13038
2014/05/26,9240,12954
2014/05/27,9090,13020
2014/05/28,9000,13000
2014/05/29,9170,12940
2014/05/30,9150,12950
2014/06/02,8977,12950
2014/06/03,8911,13050
2014/06/04,8875,12910
2014/06/05,9095,13083
2014/06/06,9100,13055
2014/06/09,9107,13024
2014/06/10,9050,13049
2014/06/11,9133,13003
2014/06/12,9116,13021
2014/06/13,9020,13201
2014/06/17,9301,13277
2014/06/18,9097,13173
2014/06/19,9251,13201
2014/06/20,9360,13488
2014/06/23,9340,13260
2014/06/24,9445,13324
2014/06/25,9415,13150
2014/06/26,9500,12998
2014/06/27,9480,12940
2014/06/30,9715,13000
2014/07/01,9790,12996
2014/07/02,9700,13003
2014/07/03,9647,13001
2014/07/04,9625,13003
2014/07/07,9600,12937
2014/07/08,9649,12960
2014/07/09,9700,12740
2014/07/10,9583,12718
2014/07/11,9517,12849
2014/07/14,9615,12811
2014/07/15,9602,12713
2014/07/16,9730,12749
2014/07/17,9700,12753
2014/07/18,9705,12589
2014/07/21,9511,12670
2014/07/22,9692,12843
2014/07/23,9850,12950
2014/07/24,9800,13060
2014/07/25,9761,13060
2014/07/28,9740,12940
2014/07/29,9740,13181
2014/07/30,9494,13040
2014/07/31,9400,12950
2014/08/01,9394,12870
2014/08/04,9548,13049
2014/08/05,9721,13205
2014/08/06,9508,13200
2014/08/07,9548,13200
2014/08/08,9540,12849
2014/08/11,9730,13040
2014/08/12,9800,13185
2014/08/13,9800,13050
2014/08/14,9911,13200
2014/08/15,9859,13195
2014/08/18,9745,13316
2014/08/19,9787,13473
2014/08/20,9700,13300
2014/08/21,9700,13297
2014/08/22,9765,13252
2014/08/25,9795,13196
2014/08/26,9815,13221
2014/08/27,10000,13170
2014/08/28,9905,13100
2014/08/29,9815,13058
2014/09/01,9880,13037
2014/09/02,9930,13017
2014/09/03,10177,12848
2014/09/04,10350,13154
2014/09/05,10275,13206
2014/09/08,10358,13450
2014/09/09,10208,13245
2014/09/10,10213,13190
2014/09/11,10273,13108
2014/09/12,10300,13185
2014/09/15,10155,12995
2014/09/16,10236,13000
2014/09/17,10253,13020
2014/09/18,10270,12970
2014/09/19,10167,12900
2014/09/22,9934,12805
2014/09/23,9835,12579
2014/09/25,9700,12227
2014/09/26,9741,12375
2014/09/29,9698,12255
2014/09/30,9833,12322
2014/10/01,9675,12062
2014/10/02,9533,12090
2014/10/03,9602,12069
2014/10/06,9635,12214
2014/10/07,9450,12050
2014/10/08,9210,12173
2014/10/09,9050,11990
2014/10/10,9170,11980
2014/10/13,9216,12018
2014/10/14,9416,12080
2014/10/15,9170,11780
2014/10/16,9329,11900
2014/10/17,9470,11680
2014/10/20,9500,11760
2014/10/21,9740,12018
2014/10/22,9632,12041
2014/10/23,9640,12080
2014/10/24,9600,12160
2014/10/27,9792,12259
2014/10/28,9940,12256
2014/10/29,9939,12430
2014/10/30,9899,12400
2014/10/31,10033,12764
2014/11/03,10120,12889
2014/11/04,10072,12750
2014/11/05,10000,12684
2014/11/06,9953,12612
2014/11/07,10017,12605
2014/11/10,10450,12600
2014/11/11,10478,12685
2014/11/12,10571,13093
2014/11/13,10300,13250
2014/11/14,10506,13199
2014/11/17,10544,13155
2014/11/18,10624,13391
2014/11/19,10693,13370
2014/11/20,10469,13115
2014/11/21,10888,13160
2014/11/24,10977,12990
2014/11/25,11075,13093
2014/11/26,10950,13025
2014/11/27,11079,13064
2014/11/28,11150,13124
2014/12/01,10928,13095
2014/12/02,11040,12955
2014/12/03,11025,12785
2014/12/04,11020,12785
2014/12/05,10940,12657
2014/12/08,11045,12640
2014/12/09,10800,12456
2014/12/10,10747,12201
2014/12/11,10813,12203
2014/12/12,10549,12205
2014/12/15,10482,12078
2014/12/17,10262,12200
2014/12/18,10851,12225
2014/12/19,11023,12220
2014/12/22,10883,12225
2014/12/23,10989,12192
2014/12/24,10896,12161
2014/12/29,11186,12240
2014/12/30,11069,12289
2014/12/31,11140,12269
2015/01/02,10940,12240
2015/01/05,10715,12025
2015/01/06,11100,12085
2015/01/07,11091,12100
2015/01/08,11465,12300
2015/01/09,11143,12168
2015/01/12,11000,12080
2015/01/13,11430,12182
2015/01/14,11362,12250
2015/01/15,11500,12206
2015/01/16,11663,12175
2015/01/19,11773,12225
2015/01/20,11524,12170
2015/01/21,11590,12326
2015/01/22,11375,12550
2015/01/23,11430,12825
2015/01/26,11489,12870
2015/01/27,11560,13015
2015/01/28,11660,13100
2015/01/29,11629,13060
2015/01/30,11530,13110
2015/02/02,11447,13127
2015/02/03,11599,13273
2015/02/04,11548,13210
2015/02/05,11704,13255
2015/02/06,11935,13267
2015/02/09,11840,13328
2015/02/10,11892,13391
2015/02/11,11900,13479
2015/02/12,11930,13380
2015/02/13,11831,13536
2015/02/16,11916,13411
2015/02/17,11890,13320
2015/02/18,11611,13390
2015/02/19,11700,13500
2015/02/20,11500,13446
2015/02/23,11540,13525
2015/02/24,11410,13610
2015/02/25,11950,13667
2015/02/26,11940,14081
2015/02/27,11979,14136
2015/03/02,11900,14675
2015/03/03,12100,14625
2015/03/04,12478,14708
2015/03/05,13200,14800
2015/03/06,13000,14990
2015/03/09,12802,14949
2015/03/10,12800,14880
2015/03/11,12750,14609
2015/03/12,13000,14850
2015/03/13,13005,15140
2015/03/16,12350,15175
2015/03/17,12289,15101
2015/03/18,12315,14905
2015/03/19,12800,15147
2015/03/20,12450,14958
2015/03/23,12040,15090
2015/03/24,12106,15350
2015/03/25,12092,16040
2015/03/26,12100,16000
2015/03/27,12280,15850
2015/03/30,12394,16313
2015/03/31,12480,16785
2015/04/01,12850,16963
2015/04/02,13150,16500
2015/04/07,13356,16500
2015/04/08,13249,16500
2015/04/09,13320,16420
2015/04/10,13650,16548
2015/04/13,14195,17300
2015/04/14,13758,16880
2015/04/15,13550,16665
2015/04/16,13586,16465
2015/04/17,13613,16437
2015/04/20,13730,16819
2015/04/21,13750,17116
2015/04/22,13401,17101
2015/04/23,13667,17400
2015/04/24,13452,17005
2015/04/28,13300,16780
2015/04/29,13054,16550
2015/04/30,13208,16580
2015/05/04,12908,16600
2015/05/05,12926,16600
2015/05/06,12751,16360
2015/05/07,12525,16220
2015/05/08,12591,16374
2015/05/11,12760,16561
2015/05/12,12475,16637
2015/05/13,12449,16762
2015/05/14,12300,16614
2015/05/15,12258,16850
2015/05/18,12400,16700
2015/05/19,12757,16850
2015/05/20,12770,16950
2015/05/21,12550,16805
2015/05/22,12800,16560
2015/05/25,12681,16390
2015/05/26,12343,15972
2015/05/27,12399,16250
2015/05/28,12297,16099
2015/05/29,12182,15693
2015/06/01,12000,15673
2015/06/02,11811,15380
2015/06/03,11801,15553
2015/06/04,11822,15523
2015/06/05,11900,15480
2015/06/08,11935,15357
2015/06/09,11752,15095
2015/06/10,12030,15195
2015/06/11,12210,14824
2015/06/12,12293,14690
2015/06/15,11979,14735
2015/06/17,12179,14395
2015/06/18,12000,14528
2015/06/19,12010,14224
2015/06/22,12220,14423
2015/06/23,12409,14538
2015/06/24,12555,14299
2015/06/25,12884,14687
2015/06/26,12688,14700
2015/06/29,12453,14351
2015/06/30,12647,14517
2015/07/01,12740,14323
2015/07/02,12812,14635
2015/07/03,13055,14440
2015/07/06,12772,14536
2015/07/07,12313,13880
2015/07/08,12491,14170
2015/07/09,13060,14760
2015/07/10,13420,14868
2015/07/13,13634,15238
2015/07/14,13361,15069
2015/07/15,13611,15150
2015/07/16,13858,15000
2015/07/17,13900,14914
2015/07/20,14059,14954
2015/07/21,13795,15100
2015/07/22,13530,14800
2015/07/23,13700,14800
2015/07/24,13401,14741
2015/07/27,13650,14559
2015/07/28,13353,14272
2015/07/29,13550,14575
2015/07/30,13650,14253
2015/07/31,13585,14220
2015/08/03,13550,14150
2015/08/04,13750,14330
2015/08/05,13777,14521
2015/08/06,13750,14325
2015/08/07,13564,14100
2015/08/11,13626,14000
2015/08/12,13240,13600
2015/08/13,13342,13553
2015/08/14,13209,13804
2015/08/17,13401,13753
2015/08/18,13512,13804
2015/08/19,13332,13550
2015/08/20,13008,13159
2015/08/21,12737,12900
2015/08/24,12408,12655
2015/08/25,12927,13199
2015/08/26,13004,12850
2015/08/27,12897,12845
2015/08/28,13339,13000
2015/08/31,13401,12880
2015/09/01,12905,12475
2015/09/02,13076,12151
2015/09/03,13369,12370
2015/09/04,12915,12300
2015/09/07,12635,12080
2015/09/08,12834,12145
2015/09/09,13000,12250
2015/09/10,12903,12407
2015/09/11,12975,12247
2015/09/14,13365,12578
2015/09/15,13218,12280
2015/09/16,13372,12428
2015/09/17,13764,12670
2015/09/18,13769,12674
2015/09/21,13600,12413
2015/09/22,13275,12360
2015/09/23,13510,12358
2015/09/25,13436,12442
2015/09/28,13203,12020
2015/09/29,13268,12174
2015/09/30,13766,12625
2015/10/01,13655,12630
2015/10/02,13850,12892
2015/10/05,13935,13373
2015/10/06,13790,13120
2015/10/07,13835,13205
2015/10/08,13750,13416
2015/10/09,13735,13380
2015/10/12,13899,13215
2015/10/13,13907,13090
2015/10/14,13900,13141
2015/10/15,14200,13175
2015/10/16,14352,13283
2015/10/19,14570,13496
2015/10/20,14360,13366
2015/10/21,14343,13104
2015/10/22,14401,13059
2015/10/23,14596,13383
2015/10/26,14780,13670
2015/10/27,14965,13604
2015/10/28,15393,13580
2015/10/29,15075,13388
2015/10/30,14800,13554
2015/11/02,15295,13425
2015/11/03,15220,13496
2015/11/04,15467,13800
2015/11/05,14971,13700
2015/11/06,14550,13482
2015/11/09,14696,13570
2015/11/10,14170,13256
2015/11/11,14539,13290
2015/11/12,14432,12700
2015/11/13,13818,12480
2015/11/16,13984,12700
2015/11/17,14344,13046
2015/11/18,14474,12700
2015/11/19,14922,13123
2015/11/20,15090,13191
2015/11/23,15305,13400
