Date,MMI,Sanlam
2013/05/24,2590,4771
2013/05/27,2570,4820
2013/05/28,2643,4928
2013/05/29,2401,4763
2013/05/30,2381,4757
2013/05/31,2384,4740
2013/06/03,2324,4707
2013/06/04,2387,4720
2013/06/05,2344,4822
2013/06/06,2278,4723
2013/06/07,2252,4760
2013/06/10,2330,4709
2013/06/11,2204,4469
2013/06/12,2189,4390
2013/06/13,2126,4278
2013/06/14,2113,4325
2013/06/18,2189,4500
2013/06/19,2142,4500
2013/06/20,2095,4290
2013/06/21,2075,4225
2013/06/24,1981,4133
2013/06/25,2052,4320
2013/06/26,2127,4462
2013/06/27,2188,4470
2013/06/28,2217,4600
2013/07/01,2285,4691
2013/07/02,2260,4709
2013/07/03,2150,4521
2013/07/04,2180,4700
2013/07/05,2135,4526
2013/07/08,2129,4589
2013/07/09,2084,4587
2013/07/10,2086,4599
2013/07/11,2098,4668
2013/07/12,2172,4752
2013/07/15,2214,4750
2013/07/16,2211,4705
2013/07/17,2263,4800
2013/07/18,2283,4889
2013/07/19,2141,4689
2013/07/22,2228,4717
2013/07/23,2320,4760
2013/07/24,2280,4640
2013/07/25,2230,4625
2013/07/26,2151,4647
2013/07/29,2156,4693
2013/07/30,2150,4620
2013/07/31,2150,4753
2013/08/01,2210,4740
2013/08/02,2261,4791
2013/08/05,2203,4695
2013/08/06,2190,4655
2013/08/07,2235,4596
2013/08/08,2190,4610
2013/08/12,2176,4700
2013/08/13,2170,4700
2013/08/14,2204,4750
2013/08/15,2204,4644
2013/08/16,2194,4736
2013/08/19,2205,4638
2013/08/20,2200,4607
2013/08/21,2190,4592
2013/08/22,2190,4750
2013/08/23,2170,4750
2013/08/26,2172,4789
2013/08/27,2145,4720
2013/08/28,2087,4512
2013/08/29,2094,4589
2013/08/30,2057,4603
2013/09/02,2075,4702
2013/09/03,2123,4687
2013/09/04,2127,4678
2013/09/05,2214,4695
2013/09/06,2264,4700
2013/09/09,2284,4700
2013/09/10,2291,4775
2013/09/11,2322,4680
2013/09/12,2421,4748
2013/09/13,2415,4706
2013/09/16,2418,4745
2013/09/17,2441,4800
2013/09/18,2436,4760
2013/09/19,2504,4918
2013/09/20,2420,4821
2013/09/23,2473,4854
2013/09/25,2500,4872
2013/09/26,2479,4820
2013/09/27,2470,4815
2013/09/30,2440,4686
2013/10/01,2444,4741
2013/10/02,2423,4811
2013/10/03,2450,4850
2013/10/04,2429,4777
2013/10/07,2428,4732
2013/10/08,2429,4730
2013/10/09,2405,4635
2013/10/10,2450,4731
2013/10/11,2454,4795
2013/10/14,2390,4814
2013/10/15,2443,4943
2013/10/16,2470,4980
2013/10/17,2469,4956
2013/10/18,2472,5227
2013/10/21,2474,5286
2013/10/22,2484,5500
2013/10/23,2460,5351
2013/10/24,2474,5270
2013/10/25,2450,5256
2013/10/28,2448,5350
2013/10/29,2465,5329
2013/10/30,2460,5385
2013/10/31,2465,5388
2013/11/01,2470,5395
2013/11/04,2462,5400
2013/11/05,2463,5374
2013/11/06,2550,5394
2013/11/07,2523,5380
2013/11/08,2463,5300
2013/11/11,2420,5309
2013/11/12,2444,5309
2013/11/13,2413,5142
2013/11/14,2418,5210
2013/11/15,2435,5180
2013/11/18,2489,5230
2013/11/19,2438,5214
2013/11/20,2459,5240
2013/11/21,2440,5183
2013/11/22,2450,5168
2013/11/25,2422,5190
2013/11/26,2449,5045
2013/11/27,2460,5085
2013/11/28,2602,5129
2013/11/29,2597,5157
2013/12/02,2580,5188
2013/12/03,2540,4995
2013/12/04,2523,4940
2013/12/05,2520,5015
2013/12/06,2544,5100
2013/12/09,2530,5110
2013/12/10,2518,5145
2013/12/11,2501,5073
2013/12/12,2433,4960
2013/12/13,2422,4970
2013/12/17,2460,5100
2013/12/18,2453,5078
2013/12/19,2475,5168
2013/12/20,2480,5145
2013/12/23,2507,5240
2013/12/24,2546,5196
2013/12/27,2530,5240
2013/12/30,2579,5291
2013/12/31,2530,5324
2014/01/02,2600,5340
2014/01/03,2549,5290
2014/01/06,2520,5160
2014/01/07,2541,5256
2014/01/08,2536,5107
2014/01/09,2505,5196
2014/01/10,2536,5272
2014/01/13,2610,5370
2014/01/14,2571,5250
2014/01/15,2600,5259
2014/01/16,2600,5110
2014/01/17,2500,4951
2014/01/20,2500,4997
2014/01/21,2560,5071
2014/01/22,2523,5075
2014/01/23,2500,4955
2014/01/24,2444,4885
2014/01/27,2430,4829
2014/01/28,2431,4839
2014/01/29,2390,4678
2014/01/30,2308,4666
2014/01/31,2356,4769
2014/02/03,2334,4775
2014/02/04,2325,4800
2014/02/05,2301,4702
2014/02/06,2313,4736
2014/02/07,2377,4825
2014/02/10,2362,5100
2014/02/11,2315,5080
2014/02/12,2399,5219
2014/02/13,2369,5115
2014/02/14,2372,5230
2014/02/17,2401,5238
2014/02/18,2382,5225
2014/02/19,2397,5185
2014/02/20,2322,5115
2014/02/21,2270,5083
2014/02/24,2257,5109
2014/02/25,2255,5115
2014/02/26,2250,5160
2014/02/27,2245,5160
2014/02/28,2289,5290
2014/03/03,2263,5240
2014/03/04,2302,5370
2014/03/05,2315,5380
2014/03/06,2363,5227
2014/03/07,2441,5319
2014/03/10,2434,5325
2014/03/11,2405,5293
2014/03/12,2410,5256
2014/03/13,2396,5285
2014/03/14,2366,5264
2014/03/17,2374,5290
2014/03/18,2430,5301
2014/03/19,2477,5353
2014/03/20,2430,5250
2014/03/24,2438,5306
2014/03/25,2435,5450
2014/03/26,2513,5620
2014/03/27,2504,5633
2014/03/28,2504,5809
2014/03/31,2460,5754
2014/04/01,2465,5880
2014/04/02,2435,5780
2014/04/03,2500,5660
2014/04/04,2600,5683
2014/04/07,2600,5499
2014/04/08,2575,5489
2014/04/09,2576,5487
2014/04/10,2645,5490
2014/04/11,2570,5469
2014/04/14,2570,5461
2014/04/15,2534,5386
2014/04/16,2527,5455
2014/04/17,2602,5505
2014/04/22,2610,5521
2014/04/23,2607,5532
2014/04/24,2625,5587
2014/04/25,2653,5664
2014/04/29,2640,5620
2014/04/30,2640,5625
2014/05/02,2702,5700
2014/05/05,2706,5690
2014/05/06,2720,5621
2014/05/08,2683,5696
2014/05/09,2642,5715
2014/05/12,2683,5710
2014/05/13,2715,5773
2014/05/14,2690,5851
2014/05/15,2640,5837
2014/05/16,2610,5806
2014/05/19,2666,5904
2014/05/20,2663,5840
2014/05/21,2641,5900
2014/05/22,2652,5935
2014/05/23,2685,6000
2014/05/26,2657,5950
2014/05/27,2611,5920
2014/05/28,2621,5938
2014/05/29,2620,5972
2014/05/30,2557,5911
2014/06/02,2578,5985
2014/06/03,2608,6037
2014/06/04,2615,5923
2014/06/05,2657,6201
2014/06/06,2660,6180
2014/06/09,2604,6117
2014/06/10,2615,6177
2014/06/11,2634,6134
2014/06/12,2614,6136
2014/06/13,2603,6116
2014/06/17,2660,6166
2014/06/18,2619,6128
2014/06/19,2654,6220
2014/06/20,2682,6141
2014/06/23,2655,6145
2014/06/24,2658,6249
2014/06/25,2598,6163
2014/06/26,2587,6169
2014/06/27,2596,6152
2014/06/30,2625,6175
2014/07/01,2608,6300
2014/07/02,2610,6320
2014/07/03,2606,6230
2014/07/04,2590,6185
2014/07/07,2604,6212
2014/07/08,2594,6215
2014/07/09,2569,6300
2014/07/10,2571,6180
2014/07/11,2565,6157
2014/07/14,2552,6152
2014/07/15,2570,6115
2014/07/16,2579,6197
2014/07/17,2591,6123
2014/07/18,2529,6109
2014/07/21,2520,6048
2014/07/22,2513,6187
2014/07/23,2550,6118
2014/07/24,2565,6129
2014/07/25,2574,6080
2014/07/28,2583,6175
2014/07/29,2610,6250
2014/07/30,2602,6102
2014/07/31,2599,6110
2014/08/01,2590,6074
2014/08/04,2605,6154
2014/08/05,2626,6150
2014/08/06,2600,6024
2014/08/07,2600,6019
2014/08/08,2564,6018
2014/08/11,2631,6140
2014/08/12,2650,6172
2014/08/13,2637,6338
2014/08/14,2642,6382
2014/08/15,2633,6362
2014/08/18,2679,6420
2014/08/19,2675,6453
2014/08/20,2679,6413
2014/08/21,2685,6456
2014/08/22,2692,6400
2014/08/25,2685,6476
2014/08/26,2697,6595
2014/08/27,2700,6603
2014/08/28,2725,6630
2014/08/29,2749,6600
2014/09/01,2786,6542
2014/09/02,2825,6555
2014/09/03,2820,6829
2014/09/04,2830,6879
2014/09/05,2832,6870
2014/09/08,2821,6800
2014/09/09,2804,6818
2014/09/10,2839,6800
2014/09/11,2870,6827
2014/09/12,2911,6820
2014/09/15,2875,6770
2014/09/16,2856,6800
2014/09/17,2880,6809
2014/09/18,2940,6873
2014/09/19,2826,6847
2014/09/22,2830,6715
2014/09/23,2778,6654
2014/09/25,2790,6553
2014/09/26,2800,6475
2014/09/29,2620,6461
2014/09/30,2621,6530
2014/10/01,2635,6496
2014/10/02,2644,6393
2014/10/03,2656,6456
2014/10/06,2630,6590
2014/10/07,2611,6424
2014/10/08,2607,6294
2014/10/09,2616,6330
2014/10/10,2560,6140
2014/10/13,2575,6246
2014/10/14,2612,6340
2014/10/15,2540,6081
2014/10/16,2590,6103
2014/10/17,2609,6220
2014/10/20,2608,6211
2014/10/21,2628,6438
2014/10/22,2660,6390
2014/10/23,2650,6511
2014/10/24,2663,6526
2014/10/27,2688,6602
2014/10/28,2719,6746
2014/10/29,2770,6840
2014/10/30,2788,6751
2014/10/31,2819,6965
2014/11/03,2857,7088
2014/11/04,2822,7140
2014/11/05,2883,7098
2014/11/06,2850,7080
2014/11/07,2875,7096
2014/11/10,2946,7198
2014/11/11,2976,7271
2014/11/12,3023,7249
2014/11/13,3003,7127
2014/11/14,3038,7130
2014/11/17,3001,7213
2014/11/18,3084,7190
2014/11/19,3019,7225
2014/11/20,3008,7101
2014/11/21,3075,7283
2014/11/24,3083,7290
2014/11/25,3040,7170
2014/11/26,3112,7201
2014/11/27,3125,7254
2014/11/28,3155,7320
2014/12/01,3046,7065
2014/12/02,3109,7100
2014/12/03,3075,6782
2014/12/04,3078,6740
2014/12/05,3022,6876
2014/12/08,3041,6974
2014/12/09,3015,6876
2014/12/10,3015,6860
2014/12/11,2982,6798
2014/12/12,2968,6803
2014/12/15,2918,6567
2014/12/17,2889,6576
2014/12/18,2992,6964
2014/12/19,2999,6935
2014/12/22,2990,6878
2014/12/23,3004,6981
2014/12/24,2980,6871
2014/12/29,3013,7005
2014/12/30,3019,6970
2014/12/31,3000,7000
2015/01/02,3031,6932
2015/01/05,2947,6555
2015/01/06,2990,6660
2015/01/07,2972,6690
2015/01/08,3055,6700
2015/01/09,2993,6494
2015/01/12,2929,6390
2015/01/13,2974,6533
2015/01/14,2946,6396
2015/01/15,2920,6399
2015/01/16,2960,6343
2015/01/19,2962,6420
2015/01/20,2941,6418
2015/01/21,2963,6549
2015/01/22,3031,6660
2015/01/23,3083,6801
2015/01/26,3086,6762
2015/01/27,3109,6938
2015/01/28,3133,6990
2015/01/29,3110,7050
2015/01/30,3133,7023
2015/02/02,3134,6976
2015/02/03,3212,6990
2015/02/04,3189,7279
2015/02/05,3208,7300
2015/02/06,3246,7241
2015/02/09,3255,7320
2015/02/10,3263,7500
2015/02/11,3294,7603
2015/02/12,3320,7775
2015/02/13,3335,7892
2015/02/16,3300,7788
2015/02/17,3290,7751
2015/02/18,3283,7701
2015/02/19,3300,7753
2015/02/20,3289,7800
2015/02/23,3291,7728
2015/02/24,3382,7751
2015/02/25,3333,7889
2015/02/26,3269,7784
2015/02/27,3255,7560
2015/03/02,3209,7506
2015/03/03,3210,7463
2015/03/04,3230,7402
2015/03/05,3245,7280
2015/03/06,3262,7536
2015/03/09,3209,7718
2015/03/10,3160,7718
2015/03/11,3155,7800
2015/03/12,3225,7887
2015/03/13,3242,7880
2015/03/16,3194,7850
2015/03/17,3275,7875
2015/03/18,3286,7875
2015/03/19,3327,7900
2015/03/20,3230,7825
2015/03/23,3172,7915
2015/03/24,3220,8041
2015/03/25,3254,7960
2015/03/26,3198,7725
2015/03/27,3205,7745
2015/03/30,3243,7801
2015/03/31,3282,7837
2015/04/01,3280,7889
2015/04/02,3314,7994
2015/04/07,3307,8053
2015/04/08,3280,7950
2015/04/09,3330,7901
2015/04/10,3380,8101
2015/04/13,3475,7793
2015/04/14,3390,7720
2015/04/15,3372,7695
2015/04/16,3416,7784
2015/04/17,3375,7677
2015/04/20,3390,7822
2015/04/21,3452,7805
2015/04/22,3425,7611
2015/04/23,3425,7716
2015/04/24,3421,7839
2015/04/28,3374,7725
2015/04/29,3366,7608
2015/04/30,3385,7697
2015/05/04,3352,7496
2015/05/05,3388,7579
2015/05/06,3300,7425
2015/05/07,3262,7324
2015/05/08,3319,7462
2015/05/11,3278,7323
2015/05/12,3246,7295
2015/05/13,3237,7265
2015/05/14,3220,7224
2015/05/15,3223,7351
2015/05/18,3302,7322
2015/05/19,3318,7446
2015/05/20,3358,7541
2015/05/21,3305,7498
2015/05/22,3241,7390
2015/05/25,3239,7300
2015/05/26,3148,7100
2015/05/27,3150,7042
2015/05/28,3138,6959
2015/05/29,3062,6847
2015/06/01,3018,6810
2015/06/02,2969,6809
2015/06/03,2960,6761
2015/06/04,2930,6833
2015/06/05,2956,6900
2015/06/08,2965,6822
2015/06/09,2965,6704
2015/06/10,2971,6862
2015/06/11,3023,6876
2015/06/12,2958,6721
2015/06/15,2933,6675
2015/06/17,2926,6761
2015/06/18,2935,6708
2015/06/19,2829,6642
2015/06/22,2917,6794
2015/06/23,2947,6788
2015/06/24,2954,6892
2015/06/25,3004,6907
2015/06/26,2964,6770
2015/06/29,2963,6645
2015/06/30,3015,6634
2015/07/01,2983,6736
2015/07/02,3040,6755
2015/07/03,3034,6785
2015/07/06,3000,6660
2015/07/07,2906,6423
2015/07/08,2935,6644
2015/07/09,3073,6910
2015/07/10,3100,7061
2015/07/13,3107,7294
2015/07/14,3054,7181
2015/07/15,3070,7094
2015/07/16,3096,7185
2015/07/17,3095,7212
2015/07/20,3134,7277
2015/07/21,3104,7220
2015/07/22,3023,6987
2015/07/23,3019,6961
2015/07/24,2959,6831
2015/07/27,2928,6872
2015/07/28,2880,6695
2015/07/29,2910,6867
2015/07/30,2920,6642
2015/07/31,2945,6682
2015/08/03,2893,6676
2015/08/04,2989,6889
2015/08/05,3000,6775
2015/08/06,3016,6851
2015/08/07,2994,6793
2015/08/11,2983,6794
2015/08/12,2848,6403
2015/08/13,2920,6550
2015/08/14,2839,6483
2015/08/17,2805,6360
2015/08/18,2800,6420
2015/08/19,2800,6330
2015/08/20,2806,6197
2015/08/21,2769,6050
2015/08/24,2671,5950
2015/08/25,2800,6375
2015/08/26,2757,6178
2015/08/27,2780,6314
2015/08/28,2822,6479
2015/08/31,2811,6379
2015/09/01,2756,6175
2015/09/02,2760,6250
2015/09/03,2749,6141
2015/09/04,2660,5926
2015/09/07,2640,5706
2015/09/08,2635,5925
2015/09/09,2589,5984
2015/09/10,2590,6005
2015/09/11,2495,5874
2015/09/14,2577,6045
2015/09/15,2556,5950
2015/09/16,2558,6084
2015/09/17,2570,6165
2015/09/18,2591,6100
2015/09/21,2545,6000
2015/09/22,2508,5830
2015/09/23,2541,5929
2015/09/25,2509,5893
2015/09/28,2384,5760
2015/09/29,2312,5826
2015/09/30,2379,5980
2015/10/01,2400,6080
2015/10/02,2440,6153
2015/10/05,2498,6384
2015/10/06,2457,6415
2015/10/07,2507,6458
2015/10/08,2507,6428
2015/10/09,2526,6542
2015/10/12,2521,6475
2015/10/13,2508,6478
2015/10/14,2512,6391
2015/10/15,2490,6357
2015/10/16,2455,6374
2015/10/19,2485,6559
2015/10/20,2422,6430
2015/10/21,2382,6384
2015/10/22,2386,6330
2015/10/23,2475,6396
2015/10/26,2553,6357
2015/10/27,2527,6256
2015/10/28,2552,6391
2015/10/29,2514,6310
2015/10/30,2510,6250
2015/11/02,2504,6285
2015/11/03,2562,6280
2015/11/04,2567,6385
2015/11/05,2544,6250
2015/11/06,2459,6050
2015/11/09,2481,6012
2015/11/10,2410,5760
2015/11/11,2415,5721
2015/11/12,2371,5577
2015/11/13,2320,5549
2015/11/16,2367,5740
2015/11/17,2401,5964
2015/11/18,2373,5805
2015/11/19,2499,6048
2015/11/20,2530,6145
2015/11/23,2534,6309
