Date,M&R,AVENGE
2012/12/28,2449,3023
2012/12/31,2475,3066
2013/01/02,2430,3060
2013/01/03,2430,3063
2013/01/04,2487,3090
2013/01/07,2490,3189
2013/01/08,2500,3199
2013/01/09,2500,3176
2013/01/10,2507,3070
2013/01/11,2494,3100
2013/01/14,2500,3090
2013/01/15,2500,3107
2013/01/16,2413,3086
2013/01/17,2430,3060
2013/01/18,2450,2959
2013/01/21,2427,2857
2013/01/22,2450,2851
2013/01/23,2482,2840
2013/01/24,2465,2876
2013/01/25,2500,2926
2013/01/28,2500,2998
2013/01/29,2498,3000
2013/01/30,2513,3029
2013/01/31,2545,3125
2013/02/01,2527,3090
2013/02/04,2435,2966
2013/02/05,2447,2965
2013/02/06,2451,2973
2013/02/07,2455,2960
2013/02/08,2425,2965
2013/02/11,2424,2990
2013/02/12,2425,2960
2013/02/13,2450,3016
2013/02/14,2472,3250
2013/02/15,2452,3225
2013/02/18,2500,3175
2013/02/19,2500,3199
2013/02/20,2464,3188
2013/02/21,2450,3167
2013/02/22,2464,3114
2013/02/25,2498,3198
2013/02/26,2502,3162
2013/02/27,2464,3157
2013/02/28,2501,3280
2013/03/01,2470,3388
2013/03/04,2500,3484
2013/03/05,2507,3621
2013/03/06,2485,3574
2013/03/07,2450,3560
2013/03/08,2432,3568
2013/03/11,2479,3688
2013/03/12,2506,3740
2013/03/13,2452,3700
2013/03/14,2460,3700
2013/03/15,2415,3589
2013/03/18,2399,3580
2013/03/19,2417,3580
2013/03/20,2390,3500
2013/03/22,2323,3394
2013/03/25,2353,3365
2013/03/26,2370,3370
2013/03/27,2361,3295
2013/03/28,2349,3227
2013/04/02,2385,3230
2013/04/03,2343,3135
2013/04/04,2310,3090
2013/04/05,2325,3100
2013/04/08,2290,3118
2013/04/09,2309,3074
2013/04/10,2310,3108
2013/04/11,2300,3090
2013/04/12,2260,3048
2013/04/15,2165,2877
2013/04/16,2236,2990
2013/04/17,2252,3020
2013/04/18,2230,3036
2013/04/19,2272,3070
2013/04/22,2270,3100
2013/04/23,2282,3092
2013/04/24,2260,3090
2013/04/25,2294,3161
2013/04/26,2300,3115
2013/04/29,2275,3100
2013/04/30,2197,2950
2013/05/02,2200,3050
2013/05/03,2199,3032
2013/05/06,2224,3024
2013/05/07,2230,3052
2013/05/08,2245,3020
2013/05/09,2250,3005
2013/05/10,2258,3055
2013/05/13,2190,3051
2013/05/14,2151,3084
2013/05/15,2150,3068
2013/05/16,2177,2975
2013/05/17,2202,2826
2013/05/20,2165,2830
2013/05/21,2170,2820
2013/05/22,2200,2807
2013/05/23,2168,2806
2013/05/24,2190,2901
2013/05/27,2202,2900
2013/05/28,2190,2903
2013/05/29,2185,2905
2013/05/30,2202,2901
2013/05/31,2279,2910
2013/06/03,2220,2905
2013/06/04,2227,3060
2013/06/05,2250,3012
2013/06/06,2258,2880
2013/06/07,2286,2936
2013/06/10,2295,2914
2013/06/11,2257,2840
2013/06/12,2275,2808
2013/06/13,2409,2800
2013/06/14,2365,2810
2013/06/18,2429,2866
2013/06/19,2478,2885
2013/06/20,2472,2800
2013/06/21,2509,2785
2013/06/24,2531,2929
2013/06/25,2470,2825
2013/06/26,2441,2800
2013/06/27,2401,2955
2013/06/28,2513,2990
2013/07/01,2566,2975
2013/07/02,2599,2993
2013/07/03,2601,2886
2013/07/04,2625,2900
2013/07/05,2600,2875
2013/07/08,2623,2866
2013/07/09,2560,2828
2013/07/10,2560,2827
2013/07/11,2625,2854
2013/07/12,2634,2935
2013/07/15,2622,2955
2013/07/16,2600,2970
2013/07/17,2550,2985
2013/07/18,2517,2986
2013/07/19,2525,2965
2013/07/22,2576,3053
2013/07/23,2590,3155
2013/07/24,2555,3130
2013/07/25,2580,3096
2013/07/26,2580,3097
2013/07/29,2519,2990
2013/07/30,2519,2970
2013/07/31,2378,2929
2013/08/01,2495,2985
2013/08/02,2500,3015
2013/08/05,2388,2670
2013/08/06,2365,2600
2013/08/07,2496,2600
2013/08/08,2541,2629
2013/08/12,2590,2622
2013/08/13,2450,2650
2013/08/14,2468,2692
2013/08/15,2402,2714
2013/08/16,2360,2700
2013/08/19,2355,2732
2013/08/20,2390,2709
2013/08/21,2434,2738
2013/08/22,2428,2755
2013/08/23,2389,2722
2013/08/26,2530,2730
2013/08/27,2502,2720
2013/08/28,2395,2645
2013/08/29,2450,2660
2013/08/30,2590,2724
2013/09/02,2605,2725
2013/09/03,2745,2890
2013/09/04,2781,2915
2013/09/05,2800,2930
2013/09/06,2820,2960
2013/09/09,2815,2925
2013/09/10,2880,2840
2013/09/11,2846,2710
2013/09/12,2890,2700
2013/09/13,2869,2670
2013/09/16,2865,2620
2013/09/17,2850,2614
2013/09/18,2780,2550
2013/09/19,2788,2485
2013/09/20,2752,2520
2013/09/23,2743,2500
2013/09/25,2750,2535
2013/09/26,2725,2520
2013/09/27,2717,2500
2013/09/30,2750,2440
2013/10/01,2690,2430
2013/10/02,2740,2502
2013/10/03,2750,2529
2013/10/04,2731,2490
2013/10/07,2740,2575
2013/10/08,2808,2657
2013/10/09,2874,2780
2013/10/10,2840,2770
2013/10/11,2899,2845
2013/10/14,2838,2746
2013/10/15,2840,2766
2013/10/16,2882,2780
2013/10/17,2799,2690
2013/10/18,2790,2737
2013/10/21,2880,2850
2013/10/22,2910,2850
2013/10/23,2916,2875
2013/10/24,2940,2980
2013/10/25,2970,2970
2013/10/28,3030,3095
2013/10/29,3057,3000
2013/10/30,3070,2982
2013/10/31,3064,2950
2013/11/01,3030,2900
2013/11/04,3030,2955
2013/11/05,3040,3000
2013/11/06,3125,3040
2013/11/07,3130,3146
2013/11/08,3083,3060
2013/11/11,3100,3007
2013/11/12,3080,2971
2013/11/13,3070,2940
2013/11/14,3084,2900
2013/11/15,3100,3053
2013/11/18,3119,3124
2013/11/19,3042,3001
2013/11/20,3015,3134
2013/11/21,3039,3130
2013/11/22,3012,3100
2013/11/25,2970,3036
2013/11/26,2875,2947
2013/11/27,2851,2975
2013/11/28,2837,3000
2013/11/29,2870,2951
2013/12/02,2866,2992
2013/12/03,2867,2897
2013/12/04,2860,2968
2013/12/05,2805,2846
2013/12/06,2775,2930
2013/12/09,2745,2932
2013/12/10,2763,2950
2013/12/11,2775,2926
2013/12/12,2720,2799
2013/12/13,2700,2824
2013/12/17,2700,2933
2013/12/18,2700,2900
2013/12/19,2671,2783
2013/12/20,2680,2693
2013/12/23,2680,2698
2013/12/24,2680,2696
2013/12/27,2680,2679
2013/12/30,2741,2708
2013/12/31,2681,2644
2014/01/02,2750,2630
2014/01/03,2748,2587
2014/01/06,2707,2530
2014/01/07,2780,2579
2014/01/08,2790,2546
2014/01/09,2759,2580
2014/01/10,2699,2496
2014/01/13,2736,2517
2014/01/14,2738,2480
2014/01/15,2850,2508
2014/01/16,2820,2596
2014/01/17,2845,2554
2014/01/20,2830,2506
2014/01/21,2779,2504
2014/01/22,2756,2510
2014/01/23,2771,2531
2014/01/24,2782,2485
2014/01/27,2717,2417
2014/01/28,2752,2434
2014/01/29,2700,2381
2014/01/30,2600,2312
2014/01/31,2480,2335
2014/02/03,2487,2365
2014/02/04,2569,2364
2014/02/05,2587,2357
2014/02/06,2611,2345
2014/02/07,2630,2360
2014/02/10,2750,2395
2014/02/11,2767,2366
2014/02/12,2767,2350
2014/02/13,2685,2341
2014/02/14,2674,2354
2014/02/17,2683,2335
2014/02/18,2675,2275
2014/02/19,2605,2231
2014/02/20,2500,2205
2014/02/21,2573,2240
2014/02/24,2633,2230
2014/02/25,2620,2180
2014/02/26,2525,2254
2014/02/27,2526,2210
2014/02/28,2500,2220
2014/03/03,2500,2194
2014/03/04,2459,2125
2014/03/05,2450,2140
2014/03/06,2390,2178
2014/03/07,2350,2136
2014/03/10,2335,2085
2014/03/11,2300,2046
2014/03/12,2270,2072
2014/03/13,2254,2155
2014/03/14,2339,2235
2014/03/17,2300,2250
2014/03/18,2334,2205
2014/03/19,2303,2208
2014/03/20,2311,2114
2014/03/24,2336,2190
2014/03/25,2379,2200
2014/03/26,2470,2320
2014/03/27,2415,2217
2014/03/28,2454,2292
2014/03/31,2459,2266
2014/04/01,2465,2277
2014/04/02,2495,2430
2014/04/03,2469,2380
2014/04/04,2444,2357
2014/04/07,2475,2309
2014/04/08,2460,2289
2014/04/09,2455,2293
2014/04/10,2439,2280
2014/04/11,2400,2262
2014/04/14,2378,2288
2014/04/15,2335,2280
2014/04/16,2412,2300
2014/04/17,2410,2305
2014/04/22,2390,2272
2014/04/23,2460,2358
2014/04/24,2437,2297
2014/04/25,2480,2276
2014/04/29,2455,2287
2014/04/30,2460,2260
2014/05/02,2510,2280
2014/05/05,2510,2335
2014/05/06,2586,2320
2014/05/08,2597,2365
2014/05/09,2580,2375
2014/05/12,2583,2411
2014/05/13,2588,2443
2014/05/14,2634,2455
2014/05/15,2576,2399
2014/05/16,2587,2394
2014/05/19,2599,2435
2014/05/20,2598,2482
2014/05/21,2599,2400
2014/05/22,2589,2400
2014/05/23,2598,2389
2014/05/26,2552,2380
2014/05/27,2515,2354
2014/05/28,2558,2355
2014/05/29,2545,2375
2014/05/30,2550,2364
2014/06/02,2566,2350
2014/06/03,2510,2325
2014/06/04,2560,2300
2014/06/05,2509,2270
2014/06/06,2500,2266
2014/06/09,2525,2255
2014/06/10,2589,2265
2014/06/11,2570,2284
2014/06/12,2546,2282
2014/06/13,2573,2278
2014/06/17,2557,2303
2014/06/18,2485,2261
2014/06/19,2470,2269
2014/06/20,2473,2260
2014/06/23,2440,2286
2014/06/24,2458,2286
2014/06/25,2430,2281
2014/06/26,2425,2279
2014/06/27,2423,2265
2014/06/30,2431,2315
2014/07/01,2460,2350
2014/07/02,2440,2250
2014/07/03,2466,2394
2014/07/04,2430,2350
2014/07/07,2421,2380
2014/07/08,2418,2410
2014/07/09,2450,2400
2014/07/10,2423,2398
2014/07/11,2453,2430
2014/07/14,2469,2422
2014/07/15,2439,2344
2014/07/16,2355,2200
2014/07/17,2415,2227
2014/07/18,2399,2267
2014/07/21,2386,2305
2014/07/22,2490,2300
2014/07/23,2487,2311
2014/07/24,2470,2361
2014/07/25,2517,2401
2014/07/28,2425,2419
2014/07/29,2520,2445
2014/07/30,2490,2443
2014/07/31,2506,2431
2014/08/01,2459,2390
2014/08/04,2440,2400
2014/08/05,2461,2408
2014/08/06,2422,2371
2014/08/07,2420,2370
2014/08/08,2424,2311
2014/08/11,2440,2327
2014/08/12,2465,2291
2014/08/13,2433,2308
2014/08/14,2430,2240
2014/08/15,2454,2290
2014/08/18,2432,2317
2014/08/19,2489,2345
2014/08/20,2489,2312
2014/08/21,2486,2320
2014/08/22,2480,2321
2014/08/25,2560,2330
2014/08/26,2556,2382
2014/08/27,2534,2350
2014/08/28,2625,2359
2014/08/29,2639,2284
2014/09/01,2620,2250
2014/09/02,2730,2285
2014/09/03,2700,2280
2014/09/04,2696,2277
2014/09/05,2687,2280
2014/09/08,2687,2267
2014/09/09,2695,2250
2014/09/10,2694,2253
2014/09/11,2698,2278
2014/09/12,2665,2280
2014/09/15,2660,2270
2014/09/16,2630,2240
2014/09/17,2661,2239
2014/09/18,2635,2227
2014/09/19,2660,2261
2014/09/22,2617,2295
2014/09/23,2593,2240
2014/09/25,2590,2241
2014/09/26,2579,2283
2014/09/29,2529,2235
2014/09/30,2520,2222
2014/10/01,2485,2250
2014/10/02,2452,2246
2014/10/03,2524,2270
2014/10/06,2436,2256
2014/10/07,2395,2214
2014/10/08,2354,2214
2014/10/09,2369,2212
2014/10/10,2337,2150
2014/10/13,2315,2158
2014/10/14,2357,2131
2014/10/15,2330,2052
2014/10/16,2373,2080
2014/10/17,2440,2110
2014/10/20,2390,2123
2014/10/21,2357,2082
2014/10/22,2377,2140
2014/10/23,2342,2104
2014/10/24,2287,2070
2014/10/27,2323,2069
2014/10/28,2284,2069
2014/10/29,2291,2034
2014/10/30,2279,2010
2014/10/31,2265,2026
2014/11/03,2394,2100
2014/11/04,2299,2061
2014/11/05,2255,1990
2014/11/06,2238,1934
2014/11/07,2225,1895
2014/11/10,2235,1894
2014/11/11,2230,1849
2014/11/12,2190,1800
2014/11/13,2171,1753
2014/11/14,2177,1745
2014/11/17,2169,1730
2014/11/18,2130,1641
2014/11/19,2105,1627
2014/11/20,2099,1715
2014/11/21,2100,1795
2014/11/24,2100,1829
2014/11/25,2090,1750
2014/11/26,2046,1718
2014/11/27,2049,1661
2014/11/28,2010,1701
2014/12/01,1957,1716
2014/12/02,1983,1720
2014/12/03,1997,1651
2014/12/04,1990,1658
2014/12/05,1999,1710
2014/12/08,2003,1665
2014/12/09,2009,1659
2014/12/10,1990,1581
2014/12/11,1990,1601
2014/12/12,1992,1550
2014/12/15,2011,1513
2014/12/17,2048,1537
2014/12/18,2085,1599
2014/12/19,2119,1652
2014/12/22,2100,1639
2014/12/23,2075,1678
2014/12/24,2081,1695
2014/12/29,2100,1713
2014/12/30,2100,1721
2014/12/31,2126,1740
2015/01/02,2100,1735
2015/01/05,2100,1789
2015/01/06,2070,1700
2015/01/07,2094,1735
2015/01/08,2033,1660
2015/01/09,2072,1619
2015/01/12,2050,1628
2015/01/13,2053,1653
2015/01/14,2015,1650
2015/01/15,2000,1630
2015/01/16,1971,1610
2015/01/19,1990,1648
2015/01/20,2000,1700
2015/01/21,2000,1695
2015/01/22,2000,1670
2015/01/23,2000,1682
2015/01/26,1999,1710
2015/01/27,1979,1688
2015/01/28,1960,1668
2015/01/29,1964,1712
2015/01/30,1967,1781
2015/02/02,1976,1818
2015/02/03,1990,1870
2015/02/04,1961,1809
2015/02/05,1903,1805
2015/02/06,1913,1750
2015/02/09,1920,1726
2015/02/10,1897,1678
2015/02/11,1819,1626
2015/02/12,1800,1532
2015/02/13,1772,1519
2015/02/16,1800,1587
2015/02/17,1870,1710
2015/02/18,1895,1655
2015/02/19,1883,1660
2015/02/20,1899,1660
2015/02/23,1889,1660
2015/02/24,1830,1595
2015/02/25,1785,1554
2015/02/26,1750,1554
2015/02/27,1739,1561
2015/03/02,1761,1587
2015/03/03,1720,1527
2015/03/04,1678,1443
2015/03/05,1600,1320
2015/03/06,1561,1400
2015/03/09,1540,1403
2015/03/10,1503,1375
2015/03/11,1460,1351
2015/03/12,1426,1325
2015/03/13,1434,1344
2015/03/16,1383,1365
2015/03/17,1410,1270
2015/03/18,1372,1256
2015/03/19,1398,1263
2015/03/20,1452,1283
2015/03/23,1515,1289
2015/03/24,1470,1272
2015/03/25,1429,1183
2015/03/26,1440,1150
2015/03/27,1423,1125
2015/03/30,1398,1140
2015/03/31,1369,1124
2015/04/01,1388,1162
2015/04/02,1364,1170
2015/04/07,1330,1165
2015/04/08,1314,1155
2015/04/09,1290,1150
2015/04/10,1280,1160
2015/04/13,1272,1120
2015/04/14,1290,1118
2015/04/15,1359,1127
2015/04/16,1340,1146
2015/04/17,1330,1140
2015/04/20,1315,1145
2015/04/21,1255,1090
2015/04/22,1225,1045
2015/04/23,1251,1063
2015/04/24,1292,1085
2015/04/28,1328,1105
2015/04/29,1326,1054
2015/04/30,1315,1070
2015/05/04,1320,1100
2015/05/05,1358,1137
2015/05/06,1411,1143
2015/05/07,1337,1111
2015/05/08,1336,1124
2015/05/11,1353,1127
2015/05/12,1385,1112
2015/05/13,1357,1108
2015/05/14,1409,1105
2015/05/15,1361,1080
2015/05/18,1361,1064
2015/05/19,1345,1015
2015/05/20,1354,1058
2015/05/21,1370,1025
2015/05/22,1350,998
2015/05/25,1334,955
2015/05/26,1308,890
2015/05/27,1305,880
2015/05/28,1300,858
2015/05/29,1307,855
2015/06/01,1347,845
2015/06/02,1369,835
2015/06/03,1328,835
2015/06/04,1315,815
2015/06/05,1357,815
2015/06/08,1340,825
2015/06/09,1363,828
2015/06/10,1457,900
2015/06/11,1438,755
2015/06/12,1430,730
2015/06/15,1435,726
2015/06/17,1440,725
2015/06/18,1426,730
2015/06/19,1366,667
2015/06/22,1392,630
2015/06/23,1310,595
2015/06/24,1310,580
2015/06/25,1325,585
2015/06/26,1330,585
2015/06/29,1304,576
2015/06/30,1285,575
2015/07/01,1230,570
2015/07/02,1252,578
2015/07/03,1232,590
2015/07/06,1270,600
2015/07/07,1243,594
2015/07/08,1190,581
2015/07/09,1193,588
2015/07/10,1193,580
2015/07/13,1195,574
2015/07/14,1205,570
2015/07/15,1203,570
2015/07/16,1277,543
2015/07/17,1295,584
2015/07/20,1257,603
2015/07/21,1306,641
2015/07/22,1320,655
2015/07/23,1277,703
2015/07/24,1230,670
2015/07/27,1230,641
2015/07/28,1204,625
2015/07/29,1277,620
2015/07/30,1251,623
2015/07/31,1298,645
2015/08/03,1228,620
2015/08/04,1220,635
2015/08/05,1210,633
2015/08/06,1234,623
2015/08/07,1236,625
2015/08/11,1292,623
2015/08/12,1235,608
2015/08/13,1220,596
2015/08/14,1218,551
2015/08/17,1209,512
2015/08/18,1257,498
2015/08/19,1220,500
2015/08/20,1299,500
2015/08/21,1284,485
2015/08/24,1234,471
2015/08/25,1248,471
2015/08/26,1202,470
2015/08/27,1250,460
2015/08/28,1275,485
2015/08/31,1255,481
2015/09/01,1299,500
2015/09/02,1264,545
2015/09/03,1264,576
2015/09/04,1264,535
2015/09/07,1179,570
2015/09/08,1179,516
2015/09/09,1163,515
2015/09/10,1110,500
2015/09/11,1144,485
2015/09/14,1178,483
2015/09/15,1245,465
2015/09/16,1263,462
2015/09/17,1260,441
2015/09/18,1327,405
2015/09/21,1307,399
2015/09/22,1295,396
2015/09/23,1245,382
2015/09/25,1205,360
2015/09/28,1169,357
2015/09/29,1167,356
2015/09/30,1170,360
2015/10/01,1170,341
2015/10/02,1255,344
2015/10/05,1203,363
2015/10/06,1165,395
2015/10/07,1189,417
2015/10/08,1209,435
2015/10/09,1220,450
2015/10/12,1180,465
2015/10/13,1203,435
2015/10/14,1115,400
2015/10/15,1110,406
2015/10/16,1069,399
2015/10/19,1004,380
2015/10/20,1051,375
2015/10/21,1043,366
2015/10/22,1088,345
2015/10/23,1073,350
2015/10/26,1075,351
2015/10/27,1112,350
2015/10/28,1101,345
2015/10/29,1072,347
2015/10/30,1048,342
2015/11/02,1020,341
2015/11/03,1030,337
2015/11/04,1078,333
2015/11/05,1004,333
2015/11/06,981,325
2015/11/09,973,316
2015/11/10,933,304
2015/11/11,977,290
2015/11/12,927,266
2015/11/13,920,273
2015/11/16,966,275
2015/11/17,957,289
2015/11/18,949,287
2015/11/19,936,270
2015/11/20,927,258
2015/11/23,932,262
