Date,M&R,PPC
2004/05/12,1360,1402
2004/05/13,1367,1440
2004/05/14,1400,1410
2004/05/17,1390,1465
2004/05/18,1320,1423
2004/05/19,1361,1410.5
2004/05/20,1370,1417
2004/05/21,1380,1417.5
2004/05/24,1380,1410
2004/05/25,1365,1408
2004/05/26,1400,1420
2004/05/27,1400,1415
2004/05/28,1450,1424
2004/05/31,1380,1410.5
2004/06/01,1400,1426.5
2004/06/02,1400,1417
2004/06/03,1385,1417
2004/06/04,1370,1417.1
2004/06/07,1351,1418
2004/06/08,1347,1417.3
2004/06/09,1300,1421
2004/06/10,1320,1423.1
2004/06/11,1320,1430
2004/06/14,1290,1480.1
2004/06/15,1300,1475
2004/06/17,1295,1524
2004/06/18,1280,1500
2004/06/21,1290,1490
2004/06/22,1280,1456
2004/06/23,1280,1495
2004/06/24,1295,1502.5
2004/06/25,1300,1502.5
2004/06/28,1300,1507.5
2004/06/29,1294,1544
2004/06/30,1295,1560
2004/07/01,1300,1570
2004/07/02,1290,1580
2004/07/05,1260,1570
2004/07/06,1275,1551
2004/07/07,1270,1531
2004/07/08,1286,1510.5
2004/07/09,1285,1540
2004/07/12,1301,1530
2004/07/13,1310,1534.5
2004/07/14,1300,1510
2004/07/15,1300,1542.5
2004/07/16,1300,1555
2004/07/19,1290,1600
2004/07/20,1298,1598
2004/07/21,1290,1650
2004/07/22,1255,1648
2004/07/23,1245,1660
2004/07/26,1230,1663
2004/07/27,1217,1740.1
2004/07/28,1220,1732.5
2004/07/29,1235,1690
2004/07/30,1259,1689.9
2004/08/02,1275,1660
2004/08/03,1290,1670
2004/08/04,1265,1655
2004/08/05,1260,1652.5
2004/08/06,1225,1622.5
2004/08/10,1205,1614.9
2004/08/11,1210,1586
2004/08/12,1220,1600
2004/08/13,1240,1640
2004/08/16,1261,1635
2004/08/17,1265,1660
2004/08/18,1260,1670
2004/08/19,1250,1680
2004/08/20,1300,1748
2004/08/23,1317,1739.9
2004/08/24,1310,1699.9
2004/08/25,1290,1661
2004/08/26,1274,1665
2004/08/27,1250,1655
2004/08/30,1250,1680
2004/08/31,1230,1730
2004/09/01,1220,1730
2004/09/02,1185,1750
2004/09/03,1210,1800
2004/09/06,1195,1815
2004/09/07,1200,1785
2004/09/08,1200,1780
2004/09/09,1200,1790
2004/09/10,1200,1794.9
2004/09/13,1183,1776
2004/09/14,1200,1776
2004/09/15,1200,1780
2004/09/16,1200,1785
2004/09/17,1200,1790
2004/09/20,1200,1814.6
2004/09/21,1200,1810
2004/09/22,1180,1805
2004/09/23,1180,1800
2004/09/27,1180,1810
2004/09/28,1170,1810
2004/09/29,1180,1800
2004/09/30,1160,1810
2004/10/01,1200,1820
2004/10/04,1220,1822.7
2004/10/05,1225,1870
2004/10/06,1209,1910
2004/10/07,1195,1928
2004/10/08,1200,1900
2004/10/11,1180,1848
2004/10/12,1176,1855
2004/10/13,1180,1880
2004/10/14,1210,1880
2004/10/15,1240,1890
2004/10/18,1230,1905
2004/10/19,1245,1910
2004/10/20,1235,1880
2004/10/21,1252,1900
2004/10/22,1270,1940
2004/10/25,1300,1960
2004/10/26,1363,2036.5
2004/10/27,1402,2040
2004/10/28,1430,2015
2004/10/29,1431,2014
2004/11/01,1475,2020
2004/11/02,1510,2040
2004/11/03,1500,2075
2004/11/04,1490,2175
2004/11/05,1480,2175
2004/11/08,1450,2175
2004/11/09,1435,2180
2004/11/10,1420,2240
2004/11/11,1390,2400
2004/11/12,1440,2460
2004/11/15,1450,2565
2004/11/16,1460,2570
2004/11/17,1475,2500
2004/11/18,1450,2400
2004/11/19,1427,2380
2004/11/22,1440,2350
2004/11/23,1430,2290
2004/11/24,1445,2290
2004/11/25,1470,2400
2004/11/26,1470,2384.9
2004/11/29,1450,2370
2004/11/30,1495,2400
2004/12/01,1449,2430
2004/12/02,1425,2435
2004/12/03,1415,2430
2004/12/06,1410,2440
2004/12/07,1450,2445
2004/12/08,1410,2449
2004/12/09,1405,2500.1
2004/12/10,1400,2580
2004/12/13,1400,2660
2004/12/14,1410,2700
2004/12/15,1380,2720
2004/12/17,1375,2700
2004/12/20,1420,2700
2004/12/21,1430,2735
2004/12/22,1401,2710.5
2004/12/23,1386,2730
2004/12/24,1380,2730
2004/12/28,1345,2800
2004/12/29,1395,2800
2004/12/30,1384,2850
2004/12/31,1375,2850
2005/01/03,1388,2600
2005/01/04,1350,2587.5
2005/01/05,1340,2560
2005/01/06,1350,2500
2005/01/07,1425,2470
2005/01/10,1435,2410
2005/01/11,1440,2420
2005/01/12,1490,2400
2005/01/13,1500,2380
2005/01/14,1534,2269
2005/01/17,1530,2220
2005/01/18,1495,2180
2005/01/19,1515,2285
2005/01/20,1500,2270
2005/01/21,1490,2265
2005/01/24,1475,2260
2005/01/25,1460,2298.9
2005/01/26,1430,2339.7
2005/01/27,1450,2379.9
2005/01/28,1420,2380
2005/01/31,1450,2370
2005/02/01,1460,2320
2005/02/02,1425,2308.3
2005/02/03,1400,2280
2005/02/04,1400,2260
2005/02/07,1396,2260
2005/02/08,1395,2255.1
2005/02/09,1400,2280
2005/02/10,1430,2161.1
2005/02/11,1433,2240
2005/02/14,1430,2270
2005/02/15,1430,2289.3
2005/02/16,1470,2277.5
2005/02/17,1500,2276
2005/02/18,1501,2270
2005/02/21,1530,2275
2005/02/22,1515,2270
2005/02/23,1521,2289.9
2005/02/24,1538,2310
2005/02/25,1530,2310
2005/02/28,1525,2301
2005/03/01,1495,2340
2005/03/02,1488,2345
2005/03/03,1465,2370
2005/03/04,1465,2375
2005/03/07,1480,2357
2005/03/08,1459,2320.1
2005/03/09,1440,2334
2005/03/10,1435,2330
2005/03/11,1400,2350
2005/03/14,1388,2387
2005/03/15,1380,2400
2005/03/16,1353,2310
2005/03/17,1353,2330.5
2005/03/18,1395,2296
2005/03/22,1385,2240
2005/03/23,1355,2165.2
2005/03/24,1330,2280.1
2005/03/29,1310,2300
2005/03/30,1336,2250
2005/03/31,1362,2212
2005/04/01,1402,2289
2005/04/04,1440,2260
2005/04/05,1425,2279
2005/04/06,1440,2265
2005/04/07,1450,2220.1
2005/04/08,1450,2210
2005/04/11,1430,2202
2005/04/12,1400,2180
2005/04/13,1410,2165
2005/04/14,1392,2200
2005/04/15,1380,2200
2005/04/18,1380,2175
2005/04/19,1380,2160
2005/04/20,1378,2190
2005/04/21,1375,2200
2005/04/22,1370,2180
2005/04/25,1380,2180.1
2005/04/26,1390,2210
2005/04/28,1370,2205
2005/04/29,1380,2230
2005/05/03,1360,2290
2005/05/04,1380,2334
2005/05/05,1375,2400
2005/05/06,1445,2339
2005/05/09,1450,2310
2005/05/10,1445,2300
2005/05/11,1430,2250
2005/05/12,1420,2240
2005/05/13,1430,2202.5
2005/05/16,1420,2250
2005/05/17,1445,2235
2005/05/18,1430,2240
2005/05/19,1410,2229.7
2005/05/20,1400,2225
2005/05/23,1365,2225
2005/05/24,1370,2240
2005/05/25,1400,2236
2005/05/26,1403,2240
2005/05/27,1400,2237.5
2005/05/30,1370,2200.5
2005/05/31,1365,2180
2005/06/01,1370,2110.5
2005/06/02,1375,2130
2005/06/03,1380,2170
2005/06/06,1410,2185
2005/06/07,1416,2175.6
2005/06/08,1412,2190
2005/06/09,1415,2150
2005/06/10,1415,2150
2005/06/13,1420,2150
2005/06/14,1380,2160
2005/06/15,1400,2149.9
2005/06/17,1410,2150
2005/06/20,1390,2150
2005/06/21,1401,2150
2005/06/22,1410,2155
2005/06/23,1453,2223
2005/06/24,1420,2220
2005/06/27,1400,2220
2005/06/28,1400,2260.8
2005/06/29,1420,2260
2005/06/30,1400,2299.5
2005/07/01,1400,2420
2005/07/04,1433,2390.1
2005/07/05,1395,2350
2005/07/06,1395,2360
2005/07/07,1395,2355
2005/07/08,1395,2360
2005/07/11,1409,2400
2005/07/12,1400,2410
2005/07/13,1400,2417
2005/07/14,1400,2490.1
2005/07/15,1395,2531
2005/07/18,1448,2539.9
2005/07/19,1435,2531
2005/07/20,1437,2505
2005/07/21,1449,2480
2005/07/22,1451,2500
2005/07/25,1485,2500
2005/07/26,1475,2490
2005/07/27,1470,2520
2005/07/28,1486,2530
2005/07/29,1480,2520
2005/08/01,1510,2550
2005/08/02,1500,2530
2005/08/03,1471,2560
2005/08/04,1470,2572
2005/08/05,1471,2650
2005/08/08,1480,2600.5
2005/08/10,1500,2570
2005/08/11,1490,2520
2005/08/12,1487,2520
2005/08/15,1495,2500
2005/08/16,1495,2549.7
2005/08/17,1502,2500
2005/08/18,1500,2500
2005/08/19,1580,2559.9
2005/08/22,1623,2570
2005/08/23,1600,2590
2005/08/24,1599,2581.5
2005/08/25,1580,2585
2005/08/26,1570,2559.9
2005/08/29,1560,2570
2005/08/30,1590,2560
2005/08/31,1599,2595
2005/09/01,1630,2640
2005/09/02,1700,2640
2005/09/05,1725,2669
2005/09/06,1820,2720
2005/09/07,1785,2800.8
2005/09/08,1755,2834.9
2005/09/09,1770,2850
2005/09/12,1800,2880
2005/09/13,1835,2874
2005/09/14,1835,2858.4
2005/09/15,1865,2829
2005/09/16,1920,2800
2005/09/19,1920,2830
2005/09/20,1902,2820
2005/09/21,1890,2815
2005/09/22,1930,2790
2005/09/23,1920,2750
2005/09/26,1930,2755
2005/09/27,1930,2790
2005/09/28,1935,2850
2005/09/29,1960,2854.9
2005/09/30,1965,2910
2005/10/03,1939,3011
2005/10/04,1930,2995
2005/10/05,1920,2980
2005/10/06,1900,2987.2
2005/10/07,1870,2998
2005/10/10,1870,3130
2005/10/11,1890,3130
2005/10/12,1960,3100
2005/10/13,1950,3020
2005/10/14,1880,2900
2005/10/17,1896,2900
2005/10/18,1875,2900
2005/10/19,1835,2800
2005/10/20,1850,2820
2005/10/21,1855,2820
2005/10/24,1900,2900
2005/10/25,1905,2950
2005/10/26,1928,2970
2005/10/27,1930,2841.7
2005/10/28,1930,2900
2005/10/31,1931,3000
2005/11/01,1935,3000
2005/11/02,1965,3000.6
2005/11/03,2000,3100
2005/11/04,2020,3060
2005/11/07,2060,3099
2005/11/08,2050,3125
2005/11/09,2020,3100
2005/11/10,2045,3060
2005/11/11,2020,3118
2005/11/14,1970,3185
2005/11/15,1900,3160
2005/11/16,1889,3140
2005/11/17,1880,3190
2005/11/18,1900,3210
2005/11/21,1935,3270
2005/11/22,1930,3200
2005/11/23,1940,3275
2005/11/24,1960,3278
2005/11/25,1910,3250
2005/11/28,1890,3243.6
2005/11/29,1900,3168.5
2005/11/30,1890,3100
2005/12/01,1875,3130
2005/12/02,1910,3100.1
2005/12/05,1920,3133
2005/12/06,1950,3139.8
2005/12/07,1930,3159.8
2005/12/08,1890,3180
2005/12/09,1870,3170
2005/12/12,1890,3194
2005/12/13,1885,3193
2005/12/14,1880,3220
2005/12/15,1925,3180
2005/12/19,1935,3220
2005/12/20,1950,3205
2005/12/21,1935,3231.7
2005/12/22,1930,3199.6
2005/12/23,1930,3201
2005/12/27,1935,3249
2005/12/28,1930,3230
2005/12/29,1940,3250
2005/12/30,1960,3067.5
2006/01/03,2020,3070
2006/01/04,2074,3062.5
2006/01/05,2050,3012.6
2006/01/06,2100,3030
2006/01/09,2134,3069.9
2006/01/10,2120,3102
2006/01/11,2115,3165
2006/01/12,2174,3205.4
2006/01/13,2085,3350
2006/01/16,2040,3206.1
2006/01/17,2010,3226
2006/01/18,1999,3280
2006/01/19,2000,3264.9
2006/01/20,1984,3329
2006/01/23,1970,3355
2006/01/24,1970,3326.5
2006/01/25,1980,3315
2006/01/26,2024,3297.5
2006/01/27,2036,3290
2006/01/30,2085,3320
2006/01/31,2110,3340
2006/02/01,2181,3449.8
2006/02/02,2200,3526
2006/02/03,2190,3375
2006/02/06,2200,3448.9
2006/02/07,2225,3540
2006/02/08,2200,3600
2006/02/09,2225,3605
2006/02/10,2190,3750
2006/02/13,2110,3630.2
2006/02/14,2137,3550
2006/02/15,2190,3560
2006/02/16,2160,3520
2006/02/17,2202,3660
2006/02/20,2215,3730
2006/02/21,2205,3722.1
2006/02/22,2225,3794
2006/02/23,2225,3702
2006/02/24,2235,3758.8
2006/02/27,2311,3901.1
2006/02/28,2281,3809.2
2006/03/02,2385,3874.2
2006/03/03,2401,3850
2006/03/06,2520,3882.8
2006/03/07,2465,3610
2006/03/08,2450,3640
2006/03/09,2480,3780
2006/03/10,2480,3902
2006/03/13,2600,4050
2006/03/14,2610,4120
2006/03/15,2601,4117.5
2006/03/16,2595,4119
2006/03/17,2580,4037.5
2006/03/20,2620,4040
2006/03/22,2776,4099
2006/03/23,2800,4150
2006/03/24,2805,4145
2006/03/27,2835,4150
2006/03/28,2850,4101
2006/03/29,2780,4170.2
2006/03/30,2785,4191.3
2006/03/31,2770,4190
2006/04/03,2764,4100
2006/04/04,2761,4080
2006/04/05,2775,4099.9
2006/04/06,2700,4101
2006/04/07,2640,4199.4
2006/04/10,2706,4170
2006/04/11,2784,4200
2006/04/12,2700,4135
2006/04/13,2685,4036
2006/04/18,2725,4020
2006/04/19,2715,4106.4
2006/04/20,2700,4107.5
2006/04/21,2640,4144.9
2006/04/24,2641,4136
2006/04/25,2655,4144.9
2006/04/26,2725,4150
2006/04/28,2720,4190
2006/05/02,2710,4165
2006/05/03,2710,4190.1
2006/05/04,2725,4196.1
2006/05/05,2670,4260
2006/05/08,2637,4270.7
2006/05/09,2711,4300.1
2006/05/10,2735,4330
2006/05/11,2745,4259.1
2006/05/12,2723,4070
2006/05/15,2635,3920
2006/05/16,2650,4015
2006/05/17,2650,3965
2006/05/18,2625,3900
2006/05/19,2549,3950
2006/05/22,2520,3750
2006/05/23,2519,4000
2006/05/24,2515,3830
2006/05/25,2540,3780.2
2006/05/26,2550,3825
2006/05/29,2512,3789.5
2006/05/30,2528,3700
2006/05/31,2451,3570.5
2006/06/01,2472,3600.4
2006/06/02,2500,3650
2006/06/05,2500,3750
2006/06/06,2425,3605.1
2006/06/07,2130,3550
2006/06/08,2215,3405.7
2006/06/09,2180,3500
2006/06/12,2255,3549.9
2006/06/13,2250,3458.8
2006/06/14,2350,3579.9
2006/06/15,2500,3730
2006/06/19,2543,3779.8
2006/06/20,2580,3749
2006/06/21,2520,3750
2006/06/22,2520,3680
2006/06/23,2500,3699.9
2006/06/26,2400,3474.6
2006/06/27,2400,3570.1
2006/06/28,2401,3569
2006/06/29,2410,3599.9
2006/06/30,2540,3674.9
2006/07/03,2650,3727.5
2006/07/04,2585,3706
2006/07/05,2561,3650
2006/07/06,2592,3637.5
2006/07/07,2615,3600
2006/07/10,2601,3635
2006/07/11,2666,3668.5
2006/07/12,2702,3710
2006/07/13,2666,3698.1
2006/07/14,2574,3710
2006/07/17,2521,3675
2006/07/18,2540,3623.5
2006/07/19,2580,3734.5
2006/07/20,2600,3740
2006/07/21,2600,3650
2006/07/24,2686,3670
2006/07/25,2655,3710
2006/07/26,2640,3710
2006/07/27,2600,3704
2006/07/28,2550,3699.5
2006/07/31,2521,3700
2006/08/01,2536,3687.6
2006/08/02,2550,3654.5
2006/08/03,2600,3669.5
2006/08/04,2641,3750
2006/08/07,2660,3710
2006/08/08,2775,3725
2006/08/10,2915,3670
2006/08/11,3021,3750
2006/08/14,2975,3820
2006/08/15,2980,3900
2006/08/16,3045,3915
2006/08/17,3130,3969.5
2006/08/18,3050,3920
2006/08/21,3000,3880
2006/08/22,2990,3869.5
2006/08/23,2944,3833.8
2006/08/24,2920,3820
2006/08/25,3000,3834
2006/08/28,3015,3850
2006/08/29,3046,3888.9
2006/08/30,3030,3875
2006/08/31,2915,3890
2006/09/01,3007,4004.8
2006/09/04,3040,4000
2006/09/05,3100,3945.1
2006/09/06,3200,3912.6
2006/09/07,3100,3741.8
2006/09/08,3120,3795
2006/09/11,3076,3675.4
2006/09/12,3180,3810
2006/09/13,3240,3810
2006/09/14,3210,3820
2006/09/15,3251,3800
2006/09/18,3300,3730
2006/09/19,3320,3832.5
2006/09/20,3325,3729
2006/09/21,3260,3574.3
2006/09/22,3261,3626.6
2006/09/26,3230,3670
2006/09/27,3200,3600
2006/09/28,3200,3570
2006/09/29,3200,3478.8
2006/10/02,3204,3510
2006/10/03,3200,3450
2006/10/04,3200,3390
2006/10/05,3255,3440
2006/10/06,3301,3490
2006/10/09,3326,3570
2006/10/10,3365,3630
2006/10/11,3380,3630
2006/10/12,3501,3615
2006/10/13,3510,3635
2006/10/16,3594,3720
2006/10/17,3500,3683
2006/10/18,3450,3685
2006/10/19,3370,3690
2006/10/20,3350,3630
2006/10/23,3325,3637.5
2006/10/24,3440,3709.1
2006/10/25,3650,3605
2006/10/26,3880,3720
2006/10/27,3800,3760
2006/10/30,3725,3770
2006/10/31,3805,3800
2006/11/01,3945,3770
2006/11/02,3880,3775
2006/11/03,3880,3845
2006/11/06,3861,3849.9
2006/11/07,3859,3800
2006/11/08,3810,3860
2006/11/09,3720,3750
2006/11/10,3720,3724
2006/11/13,3735,3705
2006/11/14,3775,3720
2006/11/15,3791,3750
2006/11/16,3770,3780
2006/11/17,3790,3730
2006/11/20,3810,3745
2006/11/21,3850,3730
2006/11/22,3865,3732.1
2006/11/23,3880,3760
2006/11/24,3850,3791.5
2006/11/27,3875,3720
2006/11/28,3800,3710
2006/11/29,3815,3750
2006/11/30,3900,3784.9
2006/12/01,4150,3819.9
2006/12/04,4050,3861.9
2006/12/05,4135,3920
2006/12/06,4105,3918
2006/12/07,4017,3838.1
2006/12/08,4035,3820
2006/12/11,4030,3786.2
2006/12/12,3950,3735
2006/12/13,3940,3760
2006/12/14,3970,3762.7
2006/12/15,3960,3840
2006/12/18,3950,3859
2006/12/19,3914,3860
2006/12/20,3960,3950.1
2006/12/21,4000,4020
2006/12/22,4006,3920
2006/12/27,4030,4018
2006/12/28,4011,4026
2006/12/29,4010,3880
2007/01/02,4040,3860
2007/01/03,4006,3800
2007/01/04,4011,3738.6
2007/01/05,3990,3735
2007/01/09,4010,3830
2007/01/10,3995,3847.1
2007/01/11,4040,3902
2007/01/12,4124,3820
2007/01/15,4135,3898
2007/01/16,4309,3917.5
2007/01/17,4500,3910
2007/01/18,4570,3967.4
2007/01/19,4520,3925
2007/01/22,4500,4000
2007/01/23,4575,4070
2007/01/24,4675,4231
2007/01/25,4740,4200
2007/01/26,4780,4199
2007/01/29,4770,4141
2007/01/30,4650,4230
2007/01/31,4725,4220
2007/02/01,4800,4220.1
2007/02/02,4780,4250
2007/02/05,4700,4220.5
2007/02/06,4675,4279
2007/02/07,4725,4220.5
2007/02/08,4750,4170
2007/02/09,4900,4175
2007/02/12,4850,4150
2007/02/13,4881,4140
2007/02/14,4960,4170
2007/02/15,5125,4295
2007/02/16,5311,4359.8
2007/02/19,5435,4450
2007/02/20,5440,4400
2007/02/21,5305,4271
2007/02/22,5410,4328
2007/02/23,5400,4310.1
2007/02/26,5415,4260
2007/02/27,5480,4200
2007/02/28,5360,4208.8
2007/03/01,5301,4190
2007/03/02,5230,4210
2007/03/05,5060,4075
2007/03/06,5230,4065
2007/03/07,5410,4115
2007/03/08,5485,4190
2007/03/09,5450,4350
2007/03/12,5550,4361
2007/03/13,5401,4410
2007/03/14,5380,4299.9
2007/03/15,5475,4400
2007/03/16,5505,4370
2007/03/19,5560,4495
2007/03/20,5671,4400
2007/03/22,5810,4500
2007/03/23,5935,4549
2007/03/26,5955,4549.9
2007/03/27,5750,4622
2007/03/28,5500,4560
2007/03/29,5570,4595
2007/03/30,5596,4720
2007/04/02,5760,4590
2007/04/03,5831,4619
2007/04/04,5850,4590
2007/04/05,5825,4630
2007/04/10,5950,4735
2007/04/11,5900,4650
2007/04/12,5885,4679.9
2007/04/13,6151,4690
2007/04/16,6310,4700
2007/04/17,6300,4752.4
2007/04/18,6150,4750.5
2007/04/19,6160,4735
2007/04/20,6175,4831.3
2007/04/23,6085,4900
2007/04/24,6095,4865
2007/04/25,6050,4880
2007/04/26,6000,4850
2007/04/30,6085,4841
2007/05/02,6025,4870.2
2007/05/03,6060,4897.5
2007/05/04,6070,4900
2007/05/07,6250,4898
2007/05/08,6250,4829.9
2007/05/09,6151,4765
2007/05/10,6271,4750
2007/05/11,6451,4917
2007/05/14,6625,4940
2007/05/15,6675,4910
2007/05/16,6970,4980
2007/05/17,6853,4920
2007/05/18,6876,5000
2007/05/21,6950,5085
2007/05/22,7000,5000
2007/05/23,7222,5080
2007/05/24,7225,5055
2007/05/25,6940,5100
2007/05/28,6926,5085
2007/05/29,6906,5080
2007/05/30,6820,5045
2007/05/31,6749,5050
2007/06/01,6726,5030
2007/06/04,6604,4979
2007/06/05,6735,5030.1
2007/06/06,6745,5050
2007/06/07,6645,5128
2007/06/08,6451,4980
2007/06/11,6610,4969.5
2007/06/12,6450,4925
2007/06/13,6305,4875
2007/06/14,6500,4949.9
2007/06/15,6450,4940
2007/06/18,6540,4930
2007/06/19,6670,4927
2007/06/20,6595,4910
2007/06/21,6651,4821.5
2007/06/22,6640,4810
2007/06/25,6598,4800
2007/06/26,6400,4810
2007/06/27,6302,4840
2007/06/28,6250,4880
2007/06/29,6400,4900
2007/07/02,6601,5000
2007/07/03,6700,5075
2007/07/04,6885,5150
2007/07/05,7000,5170
2007/07/06,6975,5110
2007/07/09,7360,5200
2007/07/10,7060,4985
2007/07/11,7230,4940
2007/07/12,7500,5040
2007/07/13,7700,5125
2007/07/16,7850,5210
2007/07/17,7980,5130
2007/07/18,7901,4890
2007/07/19,7828,4850
2007/07/20,7553,4840
2007/07/23,7740,4840
2007/07/24,7525,4698
2007/07/25,7430,4525
2007/07/26,7425,4360
2007/07/27,7400,4225
2007/07/30,7510,4210
2007/07/31,7640,4250
2007/08/01,7400,4140
2007/08/02,7615,4349
2007/08/03,7500,4305
2007/08/06,7025,4255
2007/08/07,7250,4420
2007/08/08,7399,4379
2007/08/10,7000,4111
2007/08/13,6925,4130
2007/08/14,7054,4150
2007/08/15,6955,4021
2007/08/16,6715,3805
2007/08/17,6525,3799
2007/08/20,6789,3975
2007/08/21,6910,4182
2007/08/22,6935,4350
2007/08/23,6990,4445
2007/08/24,6925,4450
2007/08/27,7175,4450
2007/08/28,7345,4419
2007/08/29,7200,4300
2007/08/30,7370,4449
2007/08/31,7530,4525
2007/09/03,7901,4560
2007/09/04,8151,4530
2007/09/05,8015,4560
2007/09/06,8300,4601
2007/09/07,8350,4599
2007/09/10,8607,4530
2007/09/11,8950,4700
2007/09/12,8899,4700
2007/09/13,9101,4651
2007/09/14,8700,4600
2007/09/17,8375,4528
2007/09/18,8400,4500
2007/09/19,8490,4605
2007/09/20,8500,4565
2007/09/21,8225,4490
2007/09/25,8410,4646
2007/09/26,8490,4840
2007/09/27,8796,4840
2007/09/28,8986,4780
2007/10/01,8905,4535
2007/10/02,8800,4650
2007/10/03,9000,4715
2007/10/04,9000,4796
2007/10/05,9150,4700
2007/10/08,9256,4630
2007/10/09,9166,4552
2007/10/10,9699,4580
2007/10/11,9850,4480
2007/10/12,9680,4400
2007/10/15,9800,4399
2007/10/16,9800,4450
2007/10/17,9950,4400
2007/10/18,9950,4428
2007/10/19,10005,4415
2007/10/22,9993,4460
2007/10/23,10400,4540
2007/10/24,10250,4500
2007/10/25,10349,4579
2007/10/26,10475,4600
2007/10/29,10825,4725
2007/10/30,10400,4790
2007/10/31,9950,4730
2007/11/01,9352,4800
2007/11/02,10050,4900
2007/11/05,9525,4700
2007/11/06,9970,4890
2007/11/07,10200,4877
2007/11/08,10010,4727
2007/11/09,9900,4740
2007/11/12,9600,4741
2007/11/13,9400,4735
2007/11/14,9580,4965
2007/11/15,9361,5000
2007/11/16,9300,4880
2007/11/19,9100,4616
2007/11/20,9600,4780
2007/11/21,9460,4689
2007/11/22,9330,4750
2007/11/23,9350,4786
2007/11/26,9401,4750
2007/11/27,9325,4670
2007/11/28,9300,4620
2007/11/29,9100,4700
2007/11/30,9665,4530
2007/12/03,10100,4770
2007/12/04,10100,4700
2007/12/05,10100,4750
2007/12/06,10000,4820
2007/12/07,10200,4881
2007/12/10,10170,4713
2007/12/11,10300,4762
2007/12/12,10415,4700
2007/12/13,10315,4650
2007/12/14,9950,4600
2007/12/18,9700,4620
2007/12/19,9385,4500
2007/12/20,9550,4600
2007/12/21,9900,4600
2007/12/24,9925,4720
2007/12/27,10420,4790
2007/12/28,10325,4529
2007/12/31,10200,4372
2008/01/02,9900,4550
2008/01/03,10000,4390
2008/01/04,9665,4420
2008/01/07,9220,4350
2008/01/08,9200,4371
2008/01/09,9280,4289
2008/01/10,9271,4210
2008/01/11,8675,4160
2008/01/14,8455,4199
2008/01/15,8201,4101
2008/01/16,8350,4000
2008/01/17,9195,4200
2008/01/18,9085,4058
2008/01/21,8800,3950
2008/01/22,8899,3940
2008/01/23,8500,3900
2008/01/24,8500,4118
2008/01/25,8340,3988
2008/01/28,7860,3710
2008/01/29,7800,3723
2008/01/30,8151,3750
2008/01/31,8500,3750
2008/02/01,8872,4000
2008/02/04,9000,3833
2008/02/05,8650,3699
2008/02/06,8501,3880
2008/02/07,8400,3770
2008/02/08,8800,3761
2008/02/11,8440,3650
2008/02/12,8600,3750
2008/02/13,8500,3800
2008/02/14,8900,3820
2008/02/15,9340,3916
2008/02/18,9651,4180
2008/02/19,9600,4160
2008/02/20,9125,4060
2008/02/21,9200,4025
2008/02/22,9149,4170
2008/02/25,9300,4160
2008/02/26,9420,4380
2008/02/27,9400,4275
2008/02/28,9600,4201
2008/02/29,9850,4280
2008/03/03,9840,4100
2008/03/04,9549,3955
2008/03/05,9285,3980
2008/03/06,9300,4000
2008/03/07,9200,3860
2008/03/10,8810,3810
2008/03/11,8801,3930
2008/03/12,9050,4001
2008/03/13,9100,4000
2008/03/14,9180,3951
2008/03/17,8900,3831
2008/03/18,9180,4050
2008/03/19,9300,3990
2008/03/20,8900,3900
2008/03/25,9250,4249
2008/03/26,9100,4250
2008/03/27,9200,4150
2008/03/28,9400,4120
2008/03/31,9550,4005
2008/04/01,9550,4220
2008/04/02,9500,4411
2008/04/03,9633,4299
2008/04/04,9597,4120
2008/04/07,9600,4180
2008/04/08,9399,4179
2008/04/09,9550,4130
2008/04/10,9400,4000
2008/04/11,9450,3900
2008/04/14,9349,3820
2008/04/15,9100,3800
2008/04/16,8802,3825
2008/04/17,8900,3870
2008/04/18,9200,3931
2008/04/21,9200,3884
2008/04/22,9140,3860
2008/04/23,9350,3859
2008/04/24,9150,3825
2008/04/25,9000,3790
2008/04/29,8850,3950
2008/04/30,8850,4000
2008/05/05,9000,4000
2008/05/06,8855,3895
2008/05/07,8650,3850
2008/05/08,8850,3826
2008/05/09,8600,3819
2008/05/12,8395,3800
2008/05/13,8250,3755
2008/05/14,8790,3749
2008/05/15,9000,3760
2008/05/16,9000,3760
2008/05/19,9500,3780
2008/05/20,9490,3750
2008/05/21,9530,3805
2008/05/22,9550,3790
2008/05/23,9600,3730
2008/05/26,9350,3615
2008/05/27,9430,3574
2008/05/28,9300,3600
2008/05/29,8995,3549
2008/05/30,8800,3545
2008/06/02,8500,3460
2008/06/03,8751,3370
2008/06/04,8690,3344
2008/06/05,8800,3475
2008/06/06,8750,3445
2008/06/09,8570,3350
2008/06/10,8599,3175
2008/06/11,8501,3150
2008/06/12,9001,3270
2008/06/13,9050,3200
2008/06/17,8670,3099
2008/06/18,8685,3101
2008/06/19,8510,3225
2008/06/20,8517,3270
2008/06/23,8504,3136
2008/06/24,8495,3010
2008/06/25,8700,3040
2008/06/26,8571,3007
2008/06/27,8700,2950
2008/06/30,8699,2869
2008/07/01,8320,2780
2008/07/02,8440,2820
2008/07/03,8056,2738
2008/07/04,8000,2711
2008/07/07,7850,2690
2008/07/08,7851,2679
2008/07/09,7850,2730
2008/07/10,8060,2738
2008/07/11,7900,2755
2008/07/14,7950,2725
2008/07/15,7650,2715
2008/07/16,7900,2745
2008/07/17,8900,2979
2008/07/18,8521,3008
