Date,Group5,M&R,PPC,WHBO,AVENGE
2011/02/09,3052,2950,2984,12100,3700
2011/02/10,3085,2970,2920,12101,3785
2011/02/11,3057,3000,2900,12200,3814
2011/02/14,3095,2955,2918,12425,3811
2011/02/15,3100,2970,2880,12280,3725
2011/02/16,3137,2905,2880,12400,3750
2011/02/17,3130,2910,2875,12400,3740
2011/02/18,3146,2875,2850,12400,3723
2011/02/21,3080,2875,2845,12023,3720
2011/02/22,3031,2801,2780,11761,3655
2011/02/23,3025,2741,2750,11747,3660
2011/02/24,2901,2497,2700,11588,3560
2011/02/25,2857,2507,2735,11570,3617
2011/02/28,2840,2500,2782,11600,3658
2011/03/01,2820,2400,2746,11590,3604
2011/03/02,2756,2315,2650,11480,3650
2011/03/03,2765,2400,2695,11600,3635
2011/03/04,2716,2460,2655,11540,3627
2011/03/07,2694,2508,2610,11353,3650
2011/03/08,2698,2600,2685,11350,3750
2011/03/09,2719,2590,2718,11339,3775
2011/03/10,2650,2570,2655,11200,3745
2011/03/11,2703,2534,2566,11190,3700
2011/03/14,2638,2540,2637,11100,3565
2011/03/15,2568,2460,2600,11000,3553
2011/03/16,2625,2508,2571,10897,3475
2011/03/17,2563,2500,2534,10700,3461
2011/03/18,2600,2625,2597,10801,3538
2011/03/22,2650,2692,2500,10620,3493
2011/03/23,2670,2600,2428,10800,3519
2011/03/24,2608,2600,2427,10650,3500
2011/03/25,2623,2560,2455,10570,3550
2011/03/28,2630,2617,2405,10750,3475
2011/03/29,2651,2646,2375,10555,3500
2011/03/30,2718,2675,2395,10600,3500
2011/03/31,2730,2654,2400,10800,3567
2011/04/01,2769,2690,2418,10900,3580
2011/04/04,2827,2700,2475,10900,3625
2011/04/05,2873,2700,2583,11179,3650
2011/04/06,2965,2750,2590,11497,3675
2011/04/07,3050,2800,2610,11650,3706
2011/04/08,3083,2815,2624,11700,3700
2011/04/11,3000,2765,2577,11450,3650
2011/04/12,3015,2700,2549,11351,3556
2011/04/13,3041,2722,2544,11491,3595
2011/04/14,3000,2700,2577,11439,3518
2011/04/15,2966,2645,2585,11500,3541
2011/04/18,2949,2528,2579,11401,3467
2011/04/19,2923,2508,2549,11301,3501
2011/04/20,2925,2505,2450,11500,3510
2011/04/21,2927,2510,2450,11346,3560
2011/04/26,2915,2510,2495,11386,3508
2011/04/28,2910,2485,2529,11295,3480
2011/04/29,2891,2520,2500,11400,3487
2011/05/03,2876,2500,2516,11461,3532
2011/05/04,2860,2514,2515,11000,3515
2011/05/05,2810,2527,2521,11139,3500
2011/05/06,2836,2626,2534,11031,3464
2011/05/09,2810,2620,2520,10776,3425
2011/05/10,2805,2602,2555,10816,3444
2011/05/11,2815,2630,2570,10935,3420
2011/05/12,2822,2651,2504,10850,3375
2011/05/13,2838,2660,2509,10876,3460
2011/05/16,2850,2658,2530,10878,3395
2011/05/17,2854,2665,2575,10900,3430
2011/05/19,2935,2680,2570,10900,3407
2011/05/20,2850,2660,2520,10700,3335
2011/05/23,2830,2638,2554,10686,3379
2011/05/24,2830,2685,2625,10675,3376
2011/05/25,2870,2715,2650,10660,3385
2011/05/26,2888,2749,2675,10505,3410
2011/05/27,2915,2804,2725,10630,3429
2011/05/30,2979,2817,2730,10900,3556
2011/05/31,3000,2811,2740,10889,3575
2011/06/01,3048,2821,2748,10791,3560
2011/06/02,2985,2751,2690,10744,3540
2011/06/03,3030,2754,2685,10700,3515
2011/06/06,3010,2760,2626,10699,3510
2011/06/07,3100,2920,2674,10887,3610
2011/06/08,3112,2927,2640,11050,3610
2011/06/09,3100,2970,2652,10940,3507
2011/06/10,3060,2982,2660,11052,3560
2011/06/13,3000,2980,2677,11025,3505
2011/06/14,2990,2980,2635,10940,3548
2011/06/15,2921,2855,2663,10925,3411
2011/06/17,3000,2820,2700,10900,3447
2011/06/20,2932,2776,2660,10929,3417
2011/06/21,3014,2850,2699,11015,3475
2011/06/22,3030,2828,2686,11063,3468
2011/06/23,2960,2765,2626,11040,3400
2011/06/24,2950,2775,2620,10925,3446
2011/06/27,2949,2750,2621,10832,3483
2011/06/28,2970,2782,2650,10900,3560
2011/06/29,2990,2970,2670,10839,3578
2011/06/30,2990,3000,2680,11000,3580
2011/07/01,3000,3000,2690,11000,3620
2011/07/04,3046,3011,2677,11050,3640
2011/07/05,3020,3021,2686,11274,3688
2011/07/06,3003,2998,2719,11201,3660
2011/07/07,3020,3030,2700,11184,3650
2011/07/08,3017,3040,2719,11225,3675
2011/07/11,2943,2996,2761,10965,3660
2011/07/12,2920,2980,2688,10980,3589
2011/07/13,2925,3080,2790,10906,3600
2011/07/14,2942,3076,2785,10920,3644
2011/07/15,2979,3090,2755,10963,3675
2011/07/18,2925,3050,2700,10860,3644
2011/07/19,2946,3050,2727,11000,3630
2011/07/20,2950,2930,2682,11040,3600
2011/07/21,2930,2920,2656,10870,3600
2011/07/22,2930,3025,2638,10900,3600
2011/07/25,2910,2970,2600,10745,3586
2011/07/26,2905,3003,2588,10800,3590
2011/07/27,2902,3060,2610,10700,3600
2011/07/28,2921,3052,2570,11000,3600
2011/07/29,2950,3080,2580,10800,3578
2011/08/01,2918,3050,2560,10600,3523
2011/08/02,2900,2992,2560,10375,3538
2011/08/03,2939,2965,2542,10500,3540
2011/08/04,2894,2907,2500,10400,3488
2011/08/05,2836,2838,2440,10545,3334
2011/08/08,2757,2798,2310,10250,3438
2011/08/10,2770,2729,2330,10400,3369
2011/08/11,2801,2775,2330,10190,3480
2011/08/12,2851,2750,2376,10140,3385
2011/08/15,2832,2760,2425,10150,3390
2011/08/16,2800,2732,2390,9850,3336
2011/08/17,2870,2800,2412,10180,3352
2011/08/18,2770,2720,2425,10000,3240
2011/08/19,2765,2690,2364,9800,3255
2011/08/22,2731,2769,2355,9790,3292
2011/08/23,2730,2750,2369,9596,3187
2011/08/24,2700,2771,2345,9451,3251
2011/08/25,2619,2752,2340,9670,3300
2011/08/26,2585,2745,2360,9651,3300
2011/08/29,2585,2756,2346,9625,3291
2011/08/30,2588,2765,2337,9699,3311
2011/08/31,2653,2781,2360,10188,3400
2011/09/01,2600,2712,2336,9980,3355
2011/09/02,2589,2730,2335,9770,3328
2011/09/05,2553,2695,2315,9801,3352
2011/09/06,2480,2662,2333,9723,3320
2011/09/07,2490,2653,2336,9905,3378
2011/09/08,2485,2680,2340,9995,3380
2011/09/09,2550,2682,2350,10000,3374
2011/09/12,2560,2600,2330,9900,3310
2011/09/13,2560,2607,2302,9900,3310
2011/09/14,2595,2601,2377,9997,3380
2011/09/15,2596,2611,2400,10100,3499
2011/09/16,2690,2624,2389,10262,3600
2011/09/19,2600,2630,2364,10156,3570
2011/09/20,2582,2655,2376,10398,3580
2011/09/21,2600,2626,2420,10300,3577
2011/09/22,2559,2600,2370,10018,3425
2011/09/23,2630,2600,2347,10027,3400
2011/09/26,2664,2679,2340,10300,3481
2011/09/27,2673,2722,2330,10355,3539
2011/09/28,2627,2670,2335,10370,3481
2011/09/29,2573,2675,2302,10344,3400
2011/09/30,2585,2600,2325,10400,3451
2011/10/03,2572,2695,2340,10300,3470
2011/10/04,2530,2650,2310,10379,3398
2011/10/05,2542,2600,2300,10275,3375
2011/10/06,2540,2615,2314,10009,3400
2011/10/07,2550,2600,2310,10175,3500
2011/10/10,2466,2617,2310,10225,3395
2011/10/11,2483,2612,2330,10399,3510
2011/10/12,2515,2600,2360,10450,3553
2011/10/13,2475,2640,2390,10450,3575
2011/10/14,2484,2700,2402,10700,3613
2011/10/17,2511,2660,2370,10445,3540
2011/10/18,2505,2560,2394,10266,3503
2011/10/19,2465,2520,2350,10400,3520
2011/10/20,2373,2462,2360,10505,3541
2011/10/21,2400,2450,2368,10544,3569
2011/10/24,2405,2449,2365,10700,3604
2011/10/25,2300,2399,2360,10625,3621
2011/10/26,2237,2350,2325,10625,3587
2011/10/27,2270,2390,2360,10650,3638
2011/10/28,2304,2390,2400,10844,3720
2011/10/31,2306,2420,2406,10850,3710
2011/11/01,2325,2447,2380,10800,3700
2011/11/02,2405,2510,2410,11050,3735
2011/11/03,2390,2493,2430,11090,3807
2011/11/04,2350,2470,2435,10995,3855
2011/11/07,2310,2440,2488,10700,3831
2011/11/08,2363,2444,2563,10770,3850
2011/11/09,2352,2436,2585,10794,3799
2011/11/10,2309,2447,2612,10650,3699
2011/11/11,2271,2448,2618,10700,3742
2011/11/14,2285,2447,2628,10700,3709
2011/11/15,2302,2500,2676,10700,3710
2011/11/16,2300,2505,2639,10580,3710
2011/11/17,2285,2521,2640,10700,3691
2011/11/18,2253,2480,2610,10500,3645
2011/11/21,2230,2445,2610,10516,3608
2011/11/22,2252,2450,2635,10550,3586
2011/11/23,2205,2376,2621,10259,3520
2011/12/02,2205,2376,2621,10259,3520
2011/12/05,2205,2376,2621,10259,3520
2011/12/06,2205,2376,2621,10259,3520
2011/12/07,2205,2376,2621,10259,3520
2011/12/08,2205,2376,2621,10259,3520
2011/12/09,2205,2376,2621,10259,3520
2011/12/12,2205,2376,2621,10259,3520
2011/12/13,2300,2515,2748,10317,3375
2011/12/14,2280,2402,2668,10322,3270
2011/12/15,2260,2381,2680,10400,3200
2011/12/19,2251,2470,2650,10407,3210
2011/12/20,2263,2462,2645,10635,3190
2011/12/21,2270,2530,2697,10600,3269
2011/12/22,2300,2590,2730,10630,3250
2011/12/23,2310,2585,2724,10600,3280
2011/12/28,2324,2600,2720,10600,3259
2011/12/29,2349,2590,2725,10500,3300
2011/12/30,2271,2565,2739,10519,3300
2012/01/03,2340,2600,2760,10500,3341
2012/01/04,2332,2615,2780,10700,3370
2012/01/05,2315,2635,2782,10600,3370
2012/01/06,2300,2669,2800,10700,3390
2012/01/09,2300,2643,2700,10670,3385
2012/01/10,2300,2634,2690,10750,3384
2012/01/11,2305,2632,2690,10680,3400
2012/01/12,2329,2700,2671,10911,3430
2012/01/13,2305,2669,2699,10940,3466
2012/01/16,2323,2657,2721,10856,3455
2012/01/17,2325,2607,2750,10870,3435
2012/01/18,2356,2613,2808,10880,3475
2012/01/19,2340,2599,2800,10945,3458
2012/01/20,2383,2620,2814,10995,3450
2012/01/23,2380,2644,2820,11030,3435
2012/01/24,2355,2640,2799,10950,3445
2012/01/25,2370,2640,2780,10932,3478
2012/01/26,2460,2710,2805,10795,3504
2012/01/27,2460,2790,2828,10880,3501
2012/01/30,2500,2800,2830,10850,3500
2012/01/31,2501,2680,2828,11000,3477
2012/02/01,2550,2688,2855,11000,3438
2012/02/02,2600,2665,2900,11200,3400
2012/02/03,2615,2680,2905,11100,3425
2012/02/06,2600,2678,2910,11050,3394
2012/02/07,2564,2680,2908,10795,3360
2012/02/08,2590,2700,2936,10900,3432
2012/02/09,2615,2785,2968,10960,3470
2012/02/10,2596,2830,2999,11333,3496
2012/02/13,2599,2794,3050,11520,3497
2012/02/14,2600,2795,3041,11499,3462
2012/02/15,2650,2794,3073,11502,3465
2012/02/16,2675,2795,3040,11500,3435
2012/02/17,2675,2780,3069,11620,3485
2012/02/20,2686,2785,3082,11780,3500
2012/02/21,2678,2777,3085,11799,3513
2012/02/22,2709,2830,3120,11820,3588
2012/02/23,2675,2799,3150,11799,3460
2012/02/24,2720,2800,3163,11740,3529
2012/02/27,2800,2795,3150,11800,3530
2012/02/28,2741,2830,3156,11800,3557
2012/02/29,2751,2900,3160,11830,3620
2012/03/01,2761,2900,3150,11885,3660
2012/03/02,2800,2853,3170,11905,3600
2012/03/05,2769,2850,3135,11950,3609
2012/03/06,2693,2800,3104,11935,3572
2012/03/07,2725,2773,3042,11951,3550
2012/03/08,2725,2840,3012,12285,3600
2012/03/09,2772,2925,3135,12450,3670
2012/03/12,2770,2962,3174,12477,3670
2012/03/13,2840,3106,3190,12558,3718
2012/03/14,2900,3025,3285,12670,3812
2012/03/15,2900,2985,3304,12468,3795
2012/03/16,2850,2877,3220,12500,3754
2012/03/19,2870,2790,3190,12665,3720
2012/03/20,2908,2750,3184,12550,3760
2012/03/22,2910,2761,3151,12800,3696
2012/03/23,2930,2850,3160,13000,3767
2012/03/26,2930,2785,3200,12890,3765
2012/03/27,2930,2811,3256,12931,3863
2012/03/28,2930,2850,3215,13000,3900
2012/03/29,2934,2800,3235,13000,3893
2012/03/30,2921,2810,3280,13000,3909
2012/04/02,2997,2810,3288,13050,3899
2012/04/03,2987,2796,3271,13344,3910
2012/04/04,3021,2810,3275,13440,3916
2012/04/05,3043,2880,3314,13500,3987
2012/04/10,3050,2830,3305,13600,4045
2012/04/11,3110,2810,3305,13780,4060
2012/04/12,3118,2815,3278,13800,4124
2012/04/13,3135,2830,3297,13738,4190
2012/04/16,3075,2800,3181,13700,4195
2012/04/17,3100,2800,3176,13699,4260
2012/04/18,3081,2800,3159,13600,4150
2012/04/19,3035,2756,3147,13617,4130
2012/04/20,2995,2836,3149,13560,4098
2012/04/23,2995,2729,3113,13375,4025
2012/04/24,2958,2751,3080,13306,4006
2012/04/25,2902,2800,3050,13321,4010
2012/04/26,2900,2819,3098,13320,3896
2012/04/30,2965,2859,3098,13595,3976
2012/05/02,2975,2820,3105,13551,3960
2012/05/03,2945,2824,3125,13565,3930
2012/05/04,2960,2824,3131,13250,3860
2012/05/07,2953,2835,3110,13335,3930
2012/05/08,2936,2800,3091,13133,3895
2012/05/09,2825,2750,3051,12945,3854
2012/05/10,2800,2650,3048,12673,3840
2012/05/11,2750,2711,3014,12621,3827
2012/05/14,2655,2696,2955,12540,3740
2012/05/15,2650,2702,2914,12452,3651
2012/05/16,2570,2711,2900,12500,3741
2012/05/17,2550,2700,2906,12700,3776
2012/05/18,2473,2688,2934,12300,3698
2012/05/21,2425,2700,2866,12420,3700
2012/05/22,2400,2691,2870,12700,3740
2012/05/23,2350,2621,2880,12557,3697
2012/05/24,2350,2629,2811,12424,3732
2012/05/25,2360,2626,2815,12650,3800
2012/05/28,2403,2679,2824,12787,3850
2012/05/29,2400,2700,2886,12870,3800
2012/05/30,2360,2678,2800,12782,3788
2012/05/31,2410,2680,2787,13300,3850
2012/06/01,2452,2630,2785,13340,3840
2012/06/04,2400,2610,2752,13155,3817
2012/06/05,2426,2647,2700,13205,3792
2012/06/06,2401,2635,2702,13199,3775
2012/06/07,2400,2687,2735,13016,3876
2012/06/08,2350,2689,2718,13199,3822
2012/06/11,2325,2693,2685,13180,3812
2012/06/12,2330,2755,2700,13153,3860
2012/06/13,2330,2730,2760,13619,3865
2012/06/14,2320,2710,2701,13400,3864
2012/06/15,2388,2741,2816,13250,3884
2012/06/18,2350,2774,2760,13498,3859
2012/06/19,2350,2740,2765,13350,3929
2012/06/20,2316,2700,2803,13057,3914
2012/06/21,2305,2654,2800,13076,3835
2012/06/22,2305,2590,2740,12956,3755
2012/06/25,2300,2511,2679,12861,3720
2012/06/26,2300,2507,2660,12990,3765
2012/06/27,2280,2483,2666,12890,3600
2012/06/28,2279,2390,2640,12825,3590
2012/06/29,2276,2471,2675,12924,3580
2012/07/02,2311,2450,2642,12653,3579
2012/07/03,2350,2500,2685,12884,3581
2012/07/04,2340,2480,2700,12800,3670
2012/07/05,2350,2508,2767,12799,3670
2012/07/06,2342,2500,2751,12699,3670
2012/07/09,2340,2490,2691,12700,3500
2012/07/10,2310,2490,2700,12590,3495
2012/07/11,2285,2461,2659,12426,3440
2012/07/12,2275,2440,2569,12322,3420
2012/07/13,2285,2433,2551,12556,3450
2012/07/16,2293,2415,2561,12638,3450
2012/07/17,2319,2350,2570,12837,3450
2012/07/18,2318,2349,2550,12700,3398
2012/07/19,2320,2350,2500,12685,3395
2012/07/20,2261,2343,2450,12615,3316
2012/07/23,2281,2277,2460,12620,3288
2012/07/24,2294,2298,2460,12600,3331
2012/07/25,2300,2290,2470,13300,3389
2012/07/26,2260,2290,2450,13097,3337
2012/07/27,2283,2340,2500,13150,3475
2012/07/30,2265,2310,2515,13000,3441
2012/07/31,2278,2355,2588,13061,3600
2012/08/01,2293,2320,2655,12800,3570
2012/08/02,2270,2330,2682,12801,3650
2012/08/03,2290,2345,2725,12860,3580
2012/08/06,2289,2325,2665,12800,3540
2012/08/07,2268,2335,2670,12760,3490
2012/08/08,2285,2340,2645,12440,3492
2012/08/10,2285,2345,2649,12565,3502
2012/08/13,2285,2342,2627,12457,3520
2012/08/14,2450,2355,2662,12700,3575
2012/08/15,2530,2335,2640,12601,3476
2012/08/16,2535,2348,2629,12690,3440
2012/08/17,2570,2310,2690,13082,3328
2012/08/20,2630,2310,2702,12950,3288
2012/08/21,2668,2300,2755,13100,3280
2012/08/22,2655,2273,2726,13002,3189
2012/08/23,2682,2282,2792,13150,3195
2012/08/24,2650,2230,2820,13000,3165
2012/08/27,2567,2214,2790,13036,3151
2012/08/28,2640,2215,2815,13000,3175
2012/08/29,2670,2180,2782,13251,3255
2012/08/30,2665,2120,2671,13170,3080
2012/08/31,2650,2181,2660,13179,3077
2012/09/03,2660,2239,2700,13800,3059
2012/09/04,2650,2175,2700,14200,3039
2012/09/05,2690,2170,2674,14150,3030
2012/09/06,2650,2207,2650,14375,3070
2012/09/07,2700,2311,2650,14428,3170
2012/09/10,2725,2329,2774,14745,3129
2012/09/11,2655,2298,2717,14462,3122
2012/09/12,2749,2330,2824,14729,3125
2012/09/13,2735,2240,2828,14681,3122
2012/09/14,2830,2348,2875,14640,3175
2012/09/17,2900,2374,2899,14400,3144
2012/09/18,2908,2391,2975,14570,3135
2012/09/19,2935,2364,2981,14600,3201
2012/09/20,2885,2305,2950,14350,3180
2012/09/21,2655,2290,3046,13821,3132
2012/09/25,2650,2289,2990,13881,3124
2012/09/26,2580,2232,2885,13800,3100
2012/09/27,2560,2270,2925,13781,3163
2012/09/28,2540,2211,2900,13775,3129
2012/10/01,2645,2194,2893,13875,3128
2012/10/02,2700,2234,2883,13960,3148
2012/10/03,2687,2190,2835,14310,3129
2012/10/04,2605,2220,2821,14233,3123
2012/10/05,2570,2210,2813,14210,3150
2012/10/08,2470,2125,2800,13975,3085
2012/10/09,2500,2125,2775,13650,3046
2012/10/10,2480,2108,2805,13700,3040
2012/10/11,2480,2131,2776,13758,3055
2012/10/12,2499,2125,2844,13810,3105
2012/10/15,2471,2126,2838,13641,3070
2012/10/16,2494,2190,2910,14083,3090
2012/10/17,2485,2200,2987,14180,3204
2012/10/18,2500,2209,3000,14095,3175
2012/10/19,2486,2170,2980,13855,3192
2012/10/22,2450,2140,2973,13834,3160
2012/10/23,2465,2144,2890,13875,3170
2012/10/24,2514,2177,2896,14000,3150
2012/10/25,2530,2175,2936,14152,3110
2012/10/26,2550,2174,2932,14150,3045
2012/10/29,2450,2140,2880,14021,3060
2012/10/30,2451,2165,2830,14154,3100
2012/10/31,2455,2245,2899,14210,3094
2012/11/01,2478,2187,2885,14210,3100
2012/11/02,2485,2269,2979,14360,3179
2012/11/05,2500,2265,3006,14700,3120
2012/11/06,2580,2258,2929,14895,3080
2012/11/07,2574,2249,2930,14990,3050
2012/11/08,2600,2249,2870,15126,2992
2012/11/09,2640,2184,2880,15199,2890
2012/11/12,2646,2150,2820,15250,2823
2012/11/13,2631,2111,2866,14867,2800
2012/11/14,2600,2135,2860,14900,2765
2012/11/15,2460,2160,2868,14889,2779
2012/11/16,2460,2159,2846,14900,2748
2012/11/19,2450,2180,2839,14900,2735
2012/11/21,2450,2170,2850,14927,2657
2012/11/22,2487,2223,2860,14933,2635
2012/11/23,2450,2260,2900,14535,2600
2012/11/24,2450,2260,2900,14535,2600
2012/11/25,2450,2260,2900,14535,2600
2012/11/26,2500,2215,2915,14650,2569
2012/11/27,2510,2215,2929,14660,2630
2012/11/28,2502,2130,2898,14350,2602
2012/11/29,2500,2157,2920,14300,2599
2012/11/30,2500,2145,2926,14300,2691
2012/12/03,2522,2116,2870,14550,2652
2012/12/04,2568,2130,2960,14700,2757
2012/12/05,2686,2155,3010,14699,2750
2012/12/06,2705,2152,3020,14580,2710
2012/12/07,2857,2155,3061,14440,2700
2012/12/10,2827,2197,3175,14400,2725
2012/12/11,2845,2235,3285,14640,2815
2012/12/12,2900,2363,3261,14800,2979
2012/12/13,2845,2389,3350,15301,3050
2012/12/14,2788,2360,3315,15150,2974
2012/12/18,2840,2361,3420,15700,2955
2012/12/19,2825,2400,3549,15700,2964
2012/12/20,2820,2450,3494,15449,2979
2012/12/21,2820,2435,3476,15300,2990
2012/12/24,2820,2420,3450,15185,2997
2012/12/27,2815,2438,3477,15500,3037
2012/12/28,2815,2449,3455,15500,3023
2012/12/31,2810,2475,3420,15700,3066
2013/01/02,2835,2430,3520,15550,3060
2013/01/03,2800,2430,3460,15800,3063
2013/01/04,2750,2487,3486,16170,3090
2013/01/07,2780,2490,3317,16250,3189
2013/01/08,2800,2500,3340,16340,3199
2013/01/09,2820,2500,3350,16361,3176
2013/01/10,2872,2507,3300,16188,3070
2013/01/11,2980,2494,3227,16400,3100
2013/01/14,3000,2500,3275,16600,3090
2013/01/15,2946,2500,3268,16610,3107
2013/01/16,2950,2413,3296,16750,3086
2013/01/17,2903,2430,3294,16454,3060
2013/01/18,3030,2450,3300,16237,2959
2013/01/21,3000,2427,3270,16000,2857
2013/01/22,3050,2450,3265,15550,2851
2013/01/23,3150,2482,3275,15498,2840
2013/01/24,3150,2465,3345,15500,2876
2013/01/25,3150,2500,3319,15450,2926
2013/01/28,3150,2500,3200,15500,2998
2013/01/29,3075,2498,3194,15450,3000
2013/01/30,3075,2513,3200,15500,3029
2013/01/31,3120,2545,3275,15500,3125
2013/02/01,3165,2527,3287,15451,3090
2013/02/04,3050,2435,3261,14550,2966
2013/02/05,2875,2447,3209,14600,2965
2013/02/06,2930,2451,3210,14508,2973
2013/02/07,2908,2455,3212,14555,2960
2013/02/08,2989,2425,3259,14840,2965
2013/02/11,2950,2424,3300,14900,2990
2013/02/12,2928,2425,3330,15033,2960
2013/02/13,3200,2450,3355,15260,3016
2013/02/14,3285,2472,3382,15496,3250
2013/02/15,3290,2452,3289,15300,3225
2013/02/18,3300,2500,3335,15169,3175
2013/02/19,3340,2500,3296,15400,3199
2013/02/20,3365,2464,3329,14950,3188
2013/02/21,3379,2450,3315,15000,3167
2013/02/22,3377,2464,3307,14889,3114
2013/02/25,3400,2498,3368,15250,3198
2013/02/26,3460,2502,3400,15200,3162
2013/02/27,3475,2464,3390,15210,3157
2013/02/28,3500,2501,3451,15500,3280
2013/03/01,3556,2470,3504,15495,3388
2013/03/04,3520,2500,3550,15700,3484
2013/03/05,3550,2507,3615,15700,3621
2013/03/06,3550,2485,3620,15900,3574
2013/03/07,3560,2450,3588,16215,3560
2013/03/08,3600,2432,3585,16320,3568
2013/03/11,3648,2479,3597,16500,3688
2013/03/12,3727,2506,3626,16150,3740
2013/03/13,3670,2452,3525,16050,3700
2013/03/14,3670,2460,3440,16000,3700
2013/03/15,3750,2415,3350,16100,3589
2013/03/18,3680,2399,3319,15846,3580
2013/03/19,3696,2417,3280,15806,3580
2013/03/20,3675,2390,3287,15700,3500
2013/03/22,3682,2323,3255,15306,3394
2013/03/25,3625,2353,3200,15350,3365
2013/03/26,3650,2370,3250,15300,3370
2013/03/27,3575,2361,3200,15250,3295
2013/03/28,3600,2349,3205,15426,3227
2013/04/02,3610,2385,3300,15350,3230
2013/04/03,3580,2343,3339,15300,3135
2013/04/04,3518,2310,3349,15300,3090
2013/04/05,3540,2325,3341,15300,3100
2013/04/08,3496,2290,3394,15300,3118
2013/04/09,3400,2309,3335,15300,3074
2013/04/10,3400,2310,3410,15500,3108
2013/04/11,3411,2300,3425,15625,3090
2013/04/12,3448,2260,3480,15600,3048
2013/04/15,3365,2165,3366,15320,2877
2013/04/16,3370,2236,3390,15450,2990
2013/04/17,3383,2252,3395,15450,3020
2013/04/18,3375,2230,3360,15450,3036
2013/04/19,3390,2272,3385,15400,3070
2013/04/22,3533,2270,3420,15251,3100
2013/04/23,3579,2282,3425,15400,3092
2013/04/24,3500,2260,3399,15361,3090
2013/04/25,3490,2294,3460,15346,3161
2013/04/26,3460,2300,3350,15300,3115
2013/04/29,3450,2275,3370,15396,3100
2013/04/30,3400,2197,3281,15450,2950
2013/05/02,3422,2200,3336,15514,3050
2013/05/03,3450,2199,3402,15507,3032
2013/05/06,3473,2224,3352,15593,3024
2013/05/07,3525,2230,3395,15400,3052
2013/05/08,3640,2245,3430,15968,3020
2013/05/09,3599,2250,3450,16400,3005
2013/05/10,3581,2258,3500,16400,3055
2013/05/13,3600,2190,3525,16292,3051
2013/05/14,3560,2151,3476,15900,3084
2013/05/15,3564,2150,3474,15976,3068
2013/05/16,3600,2177,3285,16000,2975
2013/05/17,3596,2202,3234,15900,2826
2013/05/20,3600,2165,3145,15780,2830
2013/05/21,3735,2170,3108,15900,2820
2013/05/22,3804,2200,3150,15890,2807
2013/05/23,3729,2168,3088,15600,2806
2013/05/24,3775,2190,3169,15745,2901
2013/05/27,3730,2202,3188,15855,2900
2013/05/28,3727,2190,3275,15800,2903
2013/05/29,3750,2185,3229,15751,2905
2013/05/30,3701,2202,3180,15527,2901
2013/05/31,3733,2279,3235,15629,2910
2013/06/03,3705,2220,3105,15550,2905
2013/06/04,3700,2227,3080,15355,3060
2013/06/05,3761,2250,3030,15000,3012
2013/06/06,3740,2258,3078,14546,2880
2013/06/07,3780,2286,3050,14450,2936
2013/06/10,3788,2295,3050,14950,2914
2013/06/11,3760,2257,3030,14550,2840
2013/06/12,3710,2275,3000,14868,2808
2013/06/13,3700,2409,2960,14900,2800
2013/06/14,3631,2365,2940,14990,2810
2013/06/18,3665,2429,2938,14865,2866
2013/06/19,3700,2478,2949,15248,2885
2013/06/20,3620,2472,2876,14810,2800
2013/06/21,3700,2509,2990,15000,2785
2013/06/24,3580,2531,2895,15291,2929
2013/06/25,3500,2470,2875,15200,2825
2013/06/26,3500,2441,2851,15649,2800
2013/06/27,3560,2401,2800,15515,2955
2013/06/28,3670,2513,2979,15399,2990
2013/07/01,3672,2566,3037,15176,2975
2013/07/02,3821,2599,3025,15019,2993
2013/07/03,3830,2601,2950,14797,2886
2013/07/04,3850,2625,3000,14709,2900
2013/07/05,3890,2600,2995,14792,2875
2013/07/08,3935,2623,2914,14650,2866
2013/07/09,3937,2560,2900,14600,2828
2013/07/10,3972,2560,2868,14700,2827
2013/07/11,3950,2625,2918,14848,2854
2013/07/12,3999,2634,2952,14950,2935
2013/07/15,3967,2622,2934,14700,2955
2013/07/16,4000,2600,2886,14893,2970
2013/07/17,3924,2550,2853,14860,2985
2013/07/18,3800,2517,2835,14700,2986
2013/07/19,3617,2525,2847,14600,2965
2013/07/22,3960,2576,2883,15000,3053
2013/07/23,3899,2590,2970,15040,3155
2013/07/24,3800,2555,2948,15079,3130
2013/07/25,3730,2580,2862,15257,3096
2013/07/26,3755,2580,2852,15429,3097
2013/07/29,3729,2519,2891,15400,2990
2013/07/30,3945,2519,2922,15600,2970
2013/07/31,3940,2378,2900,15610,2929
2013/08/01,3999,2495,2859,15784,2985
2013/08/02,4090,2500,2855,15900,3015
2013/08/05,4060,2388,2860,15600,2670
2013/08/06,4050,2365,2880,15050,2600
2013/08/07,3954,2496,2917,15400,2600
2013/08/08,4000,2541,3063,15238,2629
2013/08/12,3950,2590,3050,15300,2622
2013/08/13,4002,2450,3219,15182,2650
2013/08/14,4105,2468,3109,15207,2692
2013/08/15,4159,2402,3047,15196,2714
2013/08/16,4250,2360,3037,15150,2700
2013/08/19,4399,2355,3027,15350,2732
2013/08/20,4390,2390,2977,15424,2709
2013/08/21,4300,2434,2992,15500,2738
2013/08/22,4229,2428,3022,14900,2755
2013/08/23,4205,2389,3020,14899,2722
2013/08/26,4230,2530,3031,14795,2730
2013/08/27,4190,2502,2975,14689,2720
2013/08/28,4182,2395,2968,14250,2645
2013/08/29,4202,2450,3010,14280,2660
2013/08/30,4176,2590,2963,14141,2724
2013/09/02,4300,2605,2941,14767,2725
